playerid,PlayerName,position,Team,PA_atc,H_mean,H_p05,H_p50,H_p95,H_mean_t,H_p05_t,H_p50_t,H_p95_t,R_mean,R_p05,R_p50,R_p95,R_mean_t,R_p05_t,R_p50_t,R_p95_t,RBI_mean,RBI_p05,RBI_p50,RBI_p95,RBI_mean_t,RBI_p05_t,RBI_p50_t,RBI_p95_t,HR_mean,HR_p05,HR_p50,HR_p95,HR_mean_t,HR_p05_t,HR_p50_t,HR_p95_t,SB_mean,SB_p05,SB_p50,SB_p95,SB_mean_t,SB_p05_t,SB_p50_t,SB_p95_t,AVG_mean,AVG_p05,AVG_p50,AVG_p95,OBP_mean,OBP_p05,OBP_p50,OBP_p95,SLG_mean,SLG_p05,SLG_p50,SLG_p95
21716,Enmanuel Valdez,2B,PIT,14,0.19375858748056057,0,0.19564054292178057,0.41165540008357715,2.7143333333333333,0,3,6,0.10743733188030992,0,0.0746845281278386,0.2808917334841986,1.5059999999999998,0,1,4,0.10212879791180454,0,0.074041339045956,0.2758449412625144,1.4305,0,1,4,0.028153344763011696,0,0,0.13739191823521607,0.39383333333333337,0,0,2,0.01014655084712954,0,0,0.0727105215514423,0.14250000000000013,0,0,1,0.21030371882177512,0.18311159294165685,0.2097766446285567,0.2396326397320894,0.278876386960666,0.2498821085724313,0.2786599010164709,0.30837491823761376,0.3531973905794074,0.2990982022449328,0.3516591163850788,0.41178712184873684
21797,Andrés Chaparro,1B/DH,WSN,238,0.208096240488082,0.15602288366106878,0.20679130454683536,0.26604064051605036,49.59133333333333,37,49,64,0.1062337802635262,0.06839306030802494,0.10474058180286308,0.14885340187595653,25.317333333333334,16,25,36,0.11449004358043262,0.07313366342467514,0.11253375132158919,0.16237854110336444,27.284000000000006,17,27,39,0.03061054291596205,0.011700963163654068,0.029488898555861703,0.05615991919343397,7.292333333333333,3,7,13,0.0050626992118535845,0,0.004152122902009315,0.01671251008288933,1.2068333333333328,0,1,4,0.2285319402120727,0.1971185551136543,0.22798485687626013,0.26188811204376966,0.297923031714717,0.2652161126849603,0.29756235179638646,0.3317417062639953,0.38350054333963474,0.32454546860977784,0.38089001543980616,0.4502090178148069
21837,Jonathan Aranda,1B,TBR,609,0.2718045050536248,0.2263225410499286,0.2711593608407346,0.31999343603112396,165.664,136,165,198,0.14620483997353967,0.11336476952983245,0.14530187955734702,0.182020635491694,89.10716666666667,68,89,112,0.17038459858692684,0.13237790918273035,0.16843075674264896,0.21465788824762735,103.86349999999999,79,103,133,0.058414515444021146,0.03453962792185523,0.057072861012113285,0.08720739217899631,35.61150000000001,21,35,53,0.002458969765224655,0,0.0016807038141390253,0.006984512837328229,1.4965000000000017,0,1,4,0.3099630822124204,0.27714353357042176,0.30938041881572487,0.34396569376590835,0.3883279471366035,0.35526167751861426,0.3879417170627526,0.42171639237806124,0.5710524973852402,0.4958378877809884,0.5687869644551145,0.6536451546561027
21840,Freddy Fermin,C,SDP,467,0.21136866493096354,0.16979176900956708,0.21081389547999918,0.2539836406772009,98.7475,78,98,121,0.09366492910346608,0.0673755754176538,0.09270169177391593,0.12240813923420793,43.75183333333333,31,43,58,0.09131349345293234,0.0635317534229345,0.09036564928501209,0.12159818354364696,42.65833333333334,29,42,57,0.01724499632727051,0.006482165495749075,0.016545938607353247,0.029825961188360013,8.0575,3,8,14,0.0028359700670095803,0,0.0021614562797380747,0.008513476695190798,1.3244999999999996,0,1,4,0.23098852910754017,0.2049010757408505,0.23063303166905955,0.258509875405392,0.29471231954348776,0.26665855510876846,0.29449011003958664,0.32326212727549264,0.32997551221885046,0.2852694762993634,0.3288662490744635,0.37772515628883874
21853,Will Benson,OF,CIN,217,0.1995626934656627,0.1466012378169748,0.19863712822861998,0.25712265203997914,43.290499999999994,31,43,56,0.1274547214854133,0.08478207518065674,0.1267740737421852,0.17306410225980814,27.638,18,27,38,0.12219765660378314,0.07945208468769412,0.12085713941924452,0.17101511658962482,26.49966666666667,17,26,38,0.04327918130949291,0.018284756037572913,0.04160643352189586,0.07413042813290992,9.387666666666668,4,9,16,0.022293570816997076,0.0046189792200018315,0.020632912055960368,0.04443784701005459,4.8338333333333345,1,4,10,0.22234613766079317,0.19543946763150502,0.22175400671740708,0.25128201379378917,0.30266239826127894,0.27418980508178004,0.30238636975714106,0.3319616998823411,0.4156838400464966,0.3587428796313307,0.41386513256271934,0.47953864766736437
21865,Bo Naylor,C,CLE,461,0.17601831298500495,0.13865258436661385,0.17537079679265785,0.21503074254923515,81.2215,63,81,101,0.10596052491182031,0.07752775342662505,0.1052615128443106,0.13719910469224753,48.892,35,48,64,0.1061738822152644,0.07565630070537975,0.10535156331066384,0.13932457436267645,48.98650000000001,34,49,65,0.03225169493274952,0.01611753244109407,0.03138482347869319,0.05110113097739951,14.876000000000001,7,15,24,0.008466328725770753,0.002059505089767799,0.008036950332707434,0.018086763543138977,3.905166666666663,1,4,8,0.19510039786823788,0.17163072377590088,0.19483999518748232,0.2202008883742676,0.27919457429442257,0.25152870686580214,0.2787500755295812,0.3075455487152054,0.35111439642503833,0.3046782024747097,0.3499415004103312,0.40248205747972426
21871,Jerar Encarnacion,OF,SFG,105,0.22800585851248684,0.14800470350162345,0.22473489818255912,0.3173070426985207,23.932333333333332,15,24,33,0.12490087206375396,0.06722466967655592,0.12334477781250588,0.18884384587554687,13.106499999999995,7,13,20,0.1323622000370363,0.0696900758089065,0.12979008690376298,0.2032139841412696,13.891499999999995,7,14,21,0.04466149561810829,0.00963977637564745,0.041074362356575925,0.08721773080480963,4.682833333333332,1,4,9,0.012967225814153792,0,0.00966444481591152,0.03853284258054527,1.3586666666666671,0,1,4,0.24896142191299722,0.21548444487492213,0.24832417724416514,0.28525550474069095,0.3124694606871452,0.27842795781027396,0.3117576566127188,0.34917667741411557,0.4467867695230604,0.3757823586141437,0.44399664703771186,0.5267697833556768
21897,Christopher Morel,DH/OF,MIA,315,0.18538308839989454,0.1423036986601017,0.18436244766317977,0.23114812761782427,58.39849999999999,44,58,74,0.11100725486005424,0.07718461454166964,0.10982654443047768,0.14769332836116753,34.96766666666666,24,35,47,0.11086287083191651,0.07688033028378059,0.1100567046418429,0.14892273802204695,34.92199999999999,24,35,47,0.035362454950343014,0.016084429275908994,0.03432812355475358,0.0584780425696131,11.132500000000004,5,11,18,0.013182668758553024,0.0030797347189623326,0.012472420699018933,0.02753405220633402,4.1533333333333315,1,4,9,0.20436438216275446,0.18179411526685896,0.20384952962623223,0.2283055910650273,0.2847675960994246,0.2600220455958575,0.28424178956084356,0.3110520711180062,0.3694147835047354,0.3240100402167436,0.3682725668426473,0.41745186380311083
22054,Dane Myers,OF,CIN,231,0.20695133977052999,0.15332537616549663,0.2057764800708406,0.2639866746271202,47.81666666666667,35,48,62,0.1159571236048131,0.07728295886419198,0.11478034737277093,0.15860030100052128,26.787,18,27,37,0.09623316413096425,0.06018939431887656,0.09501570733171759,0.13724891783021267,22.229333333333336,14,22,32,0.023286492693269954,0.007679936838007547,0.02190920769214812,0.044593650158389814,5.3805000000000005,2,5,10,0.04119300271841505,0.016442061061974836,0.03931808191157875,0.07439016887696637,9.518999999999997,4,9,17,0.2271896745981894,0.19947585651549604,0.22672699118267747,0.2563909773725073,0.2981800763530479,0.2678002768659349,0.2973863712788313,0.3298189593440904,0.3564357928340043,0.3055588523280765,0.35466729620726406,0.4128855551292713
22184,Mark Vientos,3B/DH,NYM,441,0.23370373568530567,0.1900496571268289,0.23261968794124535,0.28122354115236703,103.08783333333334,82,102,126,0.11981878833200181,0.08748572536611346,0.1191668808409831,0.1542608353271559,52.86216666666667,38,53,69,0.1512207422595601,0.11220422673355747,0.15023006456592483,0.19274549215572753,66.70983333333334,49,66,86,0.052193533607728326,0.029382470624472686,0.05080239281689647,0.07963413909517904,23.024,13,22,35,0.0026572254880399726,0,0.002246716715890525,0.008336432368081933,1.172833333333333,0,1,4,0.2565430787766991,0.22861905916251696,0.2558818556931658,0.2860460262160668,0.3169301727474367,0.2876001926341603,0.3164520842855819,0.34764306431047487,0.47306952931916363,0.41028359630577654,0.471324101372049,0.541113353657544
22186,Brice Turang,2B,MIL,651,0.2937613177457973,0.2488691121769757,0.2930397851895521,0.3408437303521764,191.40550000000002,159,191,226,0.16242187992997695,0.1284989486362739,0.16147631028536963,0.1994948168123374,105.83666666666666,82,105,132,0.14400449552609465,0.1108789527171755,0.142908742087481,0.18035575903001233,93.83916666666669,71,93,119,0.03850080980814715,0.021887375256541722,0.03749813732535877,0.05829751194882408,25.08683333333333,14,24,38,0.038898710924657555,0.021637374212498773,0.03779520979170129,0.060509659292383944,25.353333333333328,14,25,39,0.3269433987022982,0.2948155617842717,0.326512368214678,0.359834516871818,0.38549453641807324,0.35444484126225706,0.38514843510935975,0.41834559005297633,0.5412836140987585,0.47353336726990586,0.5396717798249809,0.6163027037022166
22197,MJ Melendez,OF,NYM,49,0.1900475221932163,0.08736496525823388,0.18681312643470027,0.30252814080579227,9.305999999999996,4,9,15,0.11139240925711867,0.04014282059307774,0.10555565262244027,0.20032341094918843,5.454166666666667,2,5,10,0.10472426273464178,0.03882522795792379,0.10170456155074717,0.18915776059661019,5.126833333333333,2,5,9,0.0331122013670923,0,0.021822699282375867,0.08316382426093397,1.6206666666666678,0,1,4,0.008719915390892398,0,0,0.04000207667501996,0.4268333333333329,0,0,2,0.21020057708210174,0.18628634136168587,0.20993532487958216,0.23509656751876065,0.29206466275103665,0.26478888770787606,0.291941500301232,0.3206357336434551,0.37153166604219534,0.32510842678176033,0.36931855301878147,0.42473482487732006
22217,Luis Campusano,C,SDP,215,0.21912724720489943,0.1617760183564196,0.21786670567337402,0.2803015400924359,47.062333333333335,34,47,61,0.10305179089797507,0.06456587995069697,0.1017091643836879,0.14457723887522608,22.132166666666667,14,22,31,0.11120903055737191,0.07044904226288264,0.10955461476812048,0.15724146750651768,23.880666666666666,15,24,34,0.02526320032421577,0.008534220646722424,0.02377461138870067,0.04788654350144053,5.420499999999999,2,5,10,0.0026404877202621455,0,0,0.009661293984289316,0.5674999999999998,0,0,2,0.2402033798018355,0.20887617614988402,0.24006894506385912,0.2730577842619391,0.3020778016516421,0.27026321138577236,0.3019036999951233,0.33393718433588804,0.3760316211062549,0.3190560732725044,0.37502192499044384,0.43734343246713875
22239,Jeremiah Jackson,3B/OF,BAL,266,0.24813389969433466,0.18933982429109983,0.2468237724746692,0.31151203533415095,65.96733333333333,50,65,84,0.1254925725366902,0.08619245995371233,0.12420978622873237,0.17000076282290014,33.361666666666665,23,33,46,0.12853165407222047,0.08546724894706548,0.12693291281949454,0.17767776989618028,34.17666666666666,23,34,48,0.03486076202924104,0.014368672670408835,0.03325682703720841,0.061518836675050925,9.268333333333327,4,9,16,0.0059050877629874205,0,0.003859634511937297,0.018146270599626868,1.5688333333333337,0,1,5,0.27487231417233987,0.23993674365881076,0.27453507301728064,0.3110497865426012,0.33738253277128305,0.3013644406235791,0.33700448364650337,0.3740528985091426,0.4538575003979103,0.3819440098368249,0.4515580388055616,0.5306105717440214
22244,Jack Suwinski,OF,LAD,7,0.14336907939243876,0,0.14023262387461172,0.42860997246760013,1.003,0,1,3,0.09821258041743898,0,0,0.30081650199120363,0.6876666666666671,0,0,2,0.07695300376875146,0,0,0.2898879050928762,0.5379999999999998,0,0,2,0.022669315180577073,0,0,0.14709195221397806,0.15849999999999992,0,0,1,0.027957501814631438,0,0,0.14856252146648985,0.19533333333333305,0,0,1,0.15433154740380486,0.13540143093676424,0.1540029961421266,0.17512823473211706,0.24230294823177415,0.2185773221357147,0.2418708644799844,0.2674806318234079,0.2719569297242997,0.23591083623346676,0.27045493063739434,0.31233527706329234
22263,Nolan Gorman,2B,STL,532,0.18195934421271073,0.1474750675255432,0.18134130133583753,0.21955346606221843,96.84433333333334,77,96,118,0.11412934691478496,0.08633084301998278,0.1133420860447361,0.14522709950133458,60.737833333333334,45,60,78,0.11496847199501092,0.08502393176459794,0.11417724503926484,0.14770910342366206,61.19666666666667,45,61,79,0.04070680889884347,0.0229139964764013,0.03955916275979475,0.06199080630945057,21.66766666666667,12,21,33,0.008919664134873648,0.0018792078974279446,0.007990748231628231,0.018317465276722428,4.747166666666669,1,4,10,0.20159838110112502,0.17927258524672,0.20138952182037603,0.22512690054725595,0.2836146393557129,0.2584118261620288,0.28342696895506003,0.310132164964291,0.37992127563128775,0.33411283019515864,0.37890483686651144,0.42920206903041147
22266,Xavier Edwards,2B/SS,MIA,602,0.25417350646553866,0.21050144767463388,0.2530304741665862,0.300633256561371,152.9945,124,152,184,0.12654825898527797,0.09728409286462603,0.12577468747287465,0.15830311212993334,76.15950000000001,58,76,96,0.08284584449678824,0.059238538043900196,0.08209034111580377,0.10944358380219872,49.87466666666667,35,49,67,0.013245837008148922,0.004994230199737706,0.012698770287510989,0.023303364207624702,7.9750000000000005,3,8,14,0.04641557752886886,0.025952656851896568,0.04511570932141032,0.07107208488423905,27.934833333333327,16,27,43,0.28325933731915887,0.2516737217382979,0.2826800122059657,0.3166659390521242,0.351265642089745,0.31785615853212124,0.35064284101928683,0.3870657748825058,0.3725302852937103,0.3197029972360511,0.3707217064626557,0.4321984199307743
22275,Jake Burger,1B/3B,TEX,588,0.21695504217672504,0.17920267415095453,0.2160910065290194,0.25727035387322034,127.47116666666666,103,127,154,0.11476094964788225,0.08708031728731344,0.11380560599171313,0.14464269571091448,67.43466666666667,50,67,86,0.1436290784494022,0.10960870799935685,0.14263089896887632,0.180132887816874,84.39183333333332,64,84,107,0.048845289472412345,0.028993880473081286,0.04779966948315907,0.07214116223056175,28.697333333333326,17,28,43,0.002092274677912335,0,0.0016997239562918044,0.0065863218029050125,1.2298333333333342,0,1,4,0.2381857688287833,0.21328343352909154,0.2380203263047287,0.2645247337748828,0.30454352061973605,0.27791988131462103,0.30441333056560005,0.33202539121582897,0.4396099804290546,0.38768910392624406,0.4381261115098861,0.49639368489440405
22277,Nick Allen,SS,HOU,126,0.18368818008942595,0.12115774814249453,0.18159616215304902,0.25293414932638236,23.16316666666667,15,23,32,0.08245141788780812,0.040665263504128565,0.08088321786500297,0.1293276405482155,10.397333333333332,5,10,16,0.05770755325046801,0.023834453125953194,0.0559815216717995,0.09765076248696072,7.275333333333331,3,7,12,0.007532435553774211,0,0.007709580886381802,0.023502328198284753,0.9496666666666672,0,1,3,0.014935396014246125,0,0.015095766824104751,0.038615754103122665,1.8835000000000008,0,2,5,0.19200146846737953,0.16911573553293452,0.191747422550066,0.21569247086175497,0.24869778307815046,0.22461089908779802,0.24846866864367462,0.273650961395386,0.23620515298208322,0.20439429390317976,0.23525363539783567,0.2702237904445206
22458,Taylor Walls,SS,TBR,315,0.18434634412692025,0.14147857417525272,0.18356375904489913,0.23053243023655076,58.13349999999999,44,58,74,0.11361460406526241,0.07931332788414253,0.11251514583368005,0.15143398728876598,35.830999999999996,25,35,48,0.08224397670049402,0.05378218553489711,0.08087767478972732,0.11389583728749757,25.939333333333334,17,26,36,0.018198331050261266,0.006179570604947395,0.017181702486886406,0.033815350384981915,5.742333333333333,2,5,11,0.0492412104574983,0.022935012485728164,0.04736905636275508,0.0824503453004548,15.528,7,15,26,0.20518951172319921,0.1832516966777579,0.204741097349259,0.22875612939704798,0.2900685711545241,0.26494648187114583,0.2899529952406559,0.3161209234611853,0.31736766463276683,0.27862428361525204,0.31609436917352096,0.3591910915871754
22514,Triston Casas,1B,BOS,140,0.17397056365476937,0.11533675308921734,0.17240553804404485,0.2380865817282294,24.349,16,24,34,0.09444183031331731,0.05154697821745888,0.09270457395425022,0.14240046436857612,13.212166666666667,7,13,20,0.09632170170836332,0.05085789382163454,0.0950279930591642,0.14680434848713766,13.481166666666665,7,13,21,0.026556320226370125,0.006841019268734334,0.023397325583618442,0.05456617322099644,3.715833333333331,1,3,8,0.0019676135023115196,0,0,0.007691158870691709,0.27516666666666645,0,0,1,0.19280499685893682,0.1670563542337811,0.19237154947458235,0.21967282354059395,0.2791352766589067,0.2507823635134385,0.279044174862607,0.3087203935033051,0.3259542418451273,0.2762254126420633,0.3247890567117203,0.38086351335718804
22515,Heliot Ramos,OF,SFG,644,0.22079083732693244,0.18322003426701966,0.22024859102401864,0.26150632404283786,142.13,115,142,171,0.11927122831302324,0.09136460962636656,0.11843425497986348,0.14982378105557168,76.77950000000001,58,76,97,0.11448351282785126,0.08604679289316107,0.1136567735260309,0.14598771562211219,73.68599999999999,55,73,95,0.03274993753611958,0.017793817597878448,0.0319130759975063,0.05057911254464706,21.076833333333337,11,20,33,0.010035982504635966,0.0030405904909996304,0.009365801931697934,0.019030013553617088,6.461999999999997,2,6,12,0.24417138039537684,0.21559512355845056,0.2436140395748792,0.2740793517380088,0.3146224647364497,0.2835412831720236,0.3140230310293527,0.34706542780824684,0.4113967909677774,0.35575834807824874,0.40976481125564124,0.47324199902425756
22532,Tyler Freeman,OF,COL,357,0.2282117378173284,0.18100021776505912,0.22683663406432936,0.2799040097974246,81.51066666666665,63,81,101.05000000000018,0.12492117371902135,0.08974016780434799,0.12397301876106082,0.16275093822269487,44.606,32,44,59,0.09425902348376883,0.06350398221934253,0.09325923161350887,0.12788209565500913,33.66466666666666,22,33,46,0.02034389681636865,0.007922501825327428,0.019522964447934478,0.036438756742775934,7.266333333333332,3,7,13,0.03180484958206417,0.013611920296075044,0.030294692766188357,0.05567104679759091,11.36333333333333,5,11,20,0.25438213037554597,0.22609706020612247,0.2538958833396948,0.2843195676893255,0.32769191126131325,0.2983691279909034,0.3271672804610537,0.35897460692266225,0.37880778888705946,0.32799786333606246,0.3769203221854228,0.43511336763920594
22542,Lawrence Butler,OF,ATH,588,0.23404589971661124,0.19380957206963265,0.23334523039902802,0.2774647783526553,137.69116666666665,112,137,166,0.13791354095101352,0.1067648836367217,0.1370514316118311,0.17279720281112138,81.13399999999999,61,81,103,0.1289066767372552,0.097315113125831,0.12829811589523715,0.1627983253355712,75.8365,57,75,97,0.041701029023549004,0.02424291214361211,0.04075044157672206,0.0626503336207695,24.533666666666665,14,24,37,0.03168374054852805,0.016365532978866202,0.030481549920842083,0.0500861140078294,18.642833333333336,10,18,30,0.25722670680761817,0.22902943514355284,0.25651553720264963,0.28664627651709723,0.32071138611905325,0.29138103843431346,0.3207821720309435,0.35106144486308133,0.4581499992666845,0.39986705881541906,0.45655190707728316,0.5211657319848048
22557,Michael Siani,OF,LAD,7,0.2175266936930915,0,0.15109847133628246,0.5617019103846839,1.522000000000001,0,1,4,0.10923027375811287,0,0.13471630234432033,0.3048787626601772,0.7643333333333335,0,1,2,0.06984813598348011,0,0,0.2847077910202669,0.48850000000000027,0,0,2,0.011059647121862175,0,0,0.1388361745653171,0.07766666666666687,0,0,1,0.04635872039708353,0,0,0.158212683662356,0.32483333333333386,0,0,1,0.23553733066133278,0.20507172302547585,0.23489608946606666,0.26792646691703875,0.29796285351271906,0.2652538412247067,0.29776905881259147,0.3311385414364954,0.3050762981993499,0.2566927491988094,0.30350625685167,0.3564604493641639
22558,Jarred Kelenic,OF,CHW,63,0.21558827000130332,0.1222237272866474,0.21234105085186086,0.31835409043449364,13.576333333333347,8,13,20,0.12668221342232525,0.05333678781339517,0.12420422817656566,0.20519347096791224,7.978166666666669,3,8,13,0.12646022085762434,0.06039864317867443,0.12417391860603404,0.20802236743911387,7.966000000000001,4,8,13,0.042789103427695076,0,0.03521886268304744,0.09429654298312874,2.6933333333333325,0,2,6,0.019810296076719146,0,0.016061864377718983,0.05180922290285301,1.2476666666666671,0,1,3,0.23592693547337729,0.2112815137517245,0.23563289002104554,0.26143304547694174,0.3032678995472648,0.27712417105080434,0.3027539661320705,0.3307640574487639,0.43017664594040994,0.3788587993238032,0.42909825417804015,0.48459057465520206
22563,Gabriel Arias,SS,CLE,455,0.21434426385500785,0.17282069157426977,0.2135603461858112,0.26014952616649,97.52266666666667,77,97,120,0.11136261458529699,0.08197265746461872,0.1106268265121621,0.14350565383692437,50.6675,37,50,66,0.10502783092487465,0.07488164841224391,0.10416572409158481,0.13774956407340155,47.787,34,47,63,0.026880367641863894,0.01262507674904295,0.02604399224438807,0.04395195132570213,12.23066666666667,6,12,20,0.015692558586419478,0.004486326202167581,0.014840328901701241,0.02961178236248501,7.1375000000000055,2,7,13,0.2307527946113877,0.20392551386065966,0.23060619961717826,0.2592457823012236,0.2889660040140261,0.26142149944219245,0.28837150848961113,0.318131654007904,0.3717354286901167,0.32167985037595537,0.3706017423635196,0.4252047866133942
22581,Alejandro Kirk,C,TOR,495,0.23968726606699556,0.19848918296334686,0.23926754608770284,0.2834495849762181,118.65450000000001,96,118,142,0.10549715137133538,0.07849396900906133,0.10500072073462541,0.13458133368230302,52.21999999999999,38,52,67,0.12749275697242157,0.09528243284770165,0.12659989109974024,0.1622267399111916,63.12,46,63,81,0.030546964464613854,0.015723650673649815,0.029736347488075007,0.048065288810475115,15.121500000000001,8,15,24,0.0011334845515220883,0,0,0.004183146308291992,0.5614999999999993,0,0,2,0.2677517356279925,0.24244404096403202,0.2673929296120824,0.29386366757286925,0.3358672503601449,0.309456195273905,0.33557418481841494,0.3628067352371608,0.42587339398618357,0.37881846237899836,0.4246030878829732,0.4768293017725912
22664,Gabriel Moreno,C,ARI,456,0.2591875442515069,0.2124835894621871,0.25798814883764126,0.30857758119326834,118.12666666666667,95,117,142,0.1288364776800393,0.09582929272231971,0.12798463399773594,0.16388330686215566,58.7165,43,58,76,0.1346255286139753,0.09776526393529299,0.13363468139224463,0.17486304859537677,61.35283333333332,44,61,80,0.033396943327872054,0.016997373257750335,0.032438333834477244,0.05353552280114707,15.220500000000001,8,15,24,0.007770105160956618,0,0.006783042889949151,0.016830510501019136,3.5433333333333348,0,3,8,0.2906530613194314,0.25955180076849044,0.2902062295233556,0.32388980713197657,0.35648011389063067,0.3253470996764722,0.35612320115398316,0.3889546990083279,0.47081055907948544,0.40663589407614725,0.4693862625937061,0.5416427892124279
22715,Maikel Garcia,3B,KCR,665,0.2523234614328126,0.2119679911056076,0.2515315344537929,0.2948244803957083,167.77616666666665,138,167,199,0.13601328989754982,0.10665177342634938,0.13508274015895172,0.16896087864625298,90.43383333333334,70,90,113,0.11691528497606005,0.08829196762032401,0.11596249460229632,0.14826353370169204,77.7375,58,77,100,0.028708939555176744,0.015318904170668684,0.02814918873368536,0.04437764822655905,19.083166666666664,10,19,30,0.03273105535634898,0.017527068253047565,0.031824424371247814,0.051097859270742424,21.76983333333333,12,21,34,0.2794808632905976,0.25108565566736635,0.27911730414275143,0.3092420591446787,0.3450569388049991,0.31614969218378014,0.34474825172153445,0.375988084780914,0.43990235516595977,0.3860283913648625,0.4383737430341682,0.4993385568254558
22799,Geraldo Perdomo,SS,ARI,686,0.2741891921877663,0.23270936162864603,0.27347450035783083,0.31768798727369246,187.91966666666667,156,187,222,0.16806919058745062,0.1340819801300118,0.16728932990172257,0.20478789076680243,115.19400000000002,90,115,143,0.13874196548622533,0.10829031182793598,0.13790889996927458,0.17199004705847606,95.0865,73,94,120,0.037446849122230286,0.021872767756655802,0.03648005629085275,0.056000056870731646,25.66316666666667,15,25,39,0.03109700753118968,0.016223107530555374,0.03026066271767448,0.04944656720149309,21.310666666666666,11,21,34,0.31682656970772655,0.2883358500427139,0.3166184567601872,0.34524953143329595,0.3968107539541228,0.3676051436897116,0.3967352872871555,0.42596893551387044,0.5367667132103473,0.4776039415200443,0.5355379437578647,0.6009469525279674
22823,Oswald Peraza,3B,LAA,147,0.17004676263322704,0.1126994727377666,0.16869707192343225,0.23129744324602686,25.01016666666667,16,25,34,0.09075954884827138,0.050204260135486144,0.0891549417597034,0.13681529732476497,13.344166666666666,7,13,20,0.07247250224148093,0.03454716256289601,0.07094557549116565,0.11528089387250941,10.657166666666667,5,10,17,0.014961763565585583,0,0.013628059358615725,0.035053676996680924,2.200333333333334,0,2,5,0.021403378853233505,0,0.02005811286179669,0.04753245553410062,3.146666666666666,0,3,7,0.17962978621982634,0.15548420900123586,0.17902928728412004,0.20610846643125805,0.24758021639541486,0.21903086632761481,0.24740470694943872,0.27638581936882733,0.2687747339253887,0.22790121684115167,0.26753481287122904,0.3139942682135396
22857,Wenceel Pérez,OF,DET,469,0.22734255501960016,0.18354589455032166,0.2263165204823459,0.2743688790232042,106.58216666666665,84,106,130.05000000000018,0.13353946601496755,0.10025816049153523,0.13251485617338493,0.16939928585035724,62.60933333333334,46,62,80,0.1210914467622196,0.08788883817034074,0.1201241227271799,0.15689377961760995,56.76933333333334,41,56,74,0.03562772925023083,0.018305448148643624,0.034623442986030414,0.05669512519804765,16.701666666666675,8.949999999999989,16,27,0.019303839962843662,0.006687882195269509,0.018148325815664654,0.034983003695533865,9.0475,3,9,16,0.2549889907429627,0.22493325604497189,0.25424919842559557,0.2875263156642,0.32850066045689985,0.29604303187104253,0.3280788922595438,0.36160222388490737,0.44095639714165114,0.3772291466406008,0.43885390454099515,0.5103577035782778
22896,Lenyn Sosa,2B,CHW,406,0.25911058724579245,0.21084639845885178,0.2578717137689521,0.3114114205236819,105.19933333333331,84,105,128,0.12772858209189647,0.09356686405147811,0.12665554220460323,0.1646370012315412,51.863,38,51,68,0.15630922903042924,0.11611659396139778,0.15497160501793475,0.20066308802738878,63.46449999999999,47,63,82,0.050779613303782306,0.027951484142573958,0.04957130077868653,0.07809028214471112,20.617,11,20,32,0.004947635159110786,0,0.00477410999715234,0.012393656513775228,2.0096666666666674,0,2,5,0.28015344966725036,0.24953690940342885,0.27969335561773434,0.3122549369758374,0.3258616468257721,0.2947896628636401,0.3252646964286029,0.3585487025175406,0.5043499578730434,0.43968362628186586,0.5013178614971027,0.5770714517317128
23003,Yainer Diaz,C/DH,HOU,509,0.23563465049157636,0.1931834681839284,0.23490555310225864,0.28051476336927544,120.07516666666669,96,119,145,0.10587241114767505,0.07839449250123838,0.10503383856906993,0.13641189829997719,53.94199999999999,40,53,70,0.12138269036791258,0.09018003614076191,0.12064135210153332,0.15469787618443362,61.849000000000004,45,61,79,0.03017414253695551,0.01566987500779504,0.029440239977117935,0.047534484082366234,15.373666666666667,8,15,24,0.002466960085185759,0,0.0019724184200758223,0.007568556531613559,1.2569999999999986,0,1,4,0.2530518823459365,0.22681425183361578,0.25256607977076795,0.2808595368037261,0.3037350351835482,0.2763963625976434,0.30325135200862474,0.33200270081339645,0.40651193755002807,0.3553427736440906,0.40556621481197713,0.46241728286198003
23372,Hunter Feduccia,C,TBR,262,0.14348333005162484,0.10224039071291782,0.14227915928914106,0.18840117052380262,37.60549999999999,26,37,50,0.07353940133786878,0.04445177857146933,0.07244124658868963,0.10663856081538062,19.27283333333333,12,19,28,0.06140972560216252,0.033470199090659535,0.060534895672817474,0.09319828668236466,16.095166666666664,9,16,24,0.011611881275774321,0,0.011122148409233003,0.025653126488345,3.0426666666666686,0,3,7,0.005464575188549377,0,0.0038620430000115575,0.016545451669738646,1.4325,0,1,4,0.1521023162665494,0.1286114700886998,0.1515770647793663,0.17713419993086701,0.23288274169753503,0.20527949534631998,0.232375477907017,0.26144303740715447,0.22329031880725755,0.18492343383079207,0.22198646275264172,0.2644514065065249
23395,Eric Wagaman,1B,MIN,112,0.22294071648495914,0.14661766130786186,0.22049074116474915,0.3049776699513081,24.964,16,25,34,0.1130219262984895,0.06157025447287831,0.11127250600102477,0.17086062142034153,12.658333333333335,7,12,19,0.11249219482554237,0.060531533164103084,0.11046861139699068,0.17179444903365151,12.598499999999998,7,12,19,0.027739909570632784,0,0.02650465529973619,0.05798174970780077,3.107333333333332,0,3,6,0.00642765980995878,0,0,0.024453152549730753,0.719166666666667,0,0,3,0.24648447595111594,0.21705256905950795,0.2457741869402244,0.2787203448350708,0.31597081653705145,0.28276273027298576,0.31569325000357307,0.35018056078649823,0.3938281779963778,0.3367089419898899,0.39173468744016104,0.4570923725660149
