playerid,PlayerName,Team,position,PA_atc,composite_zscore,z_HR,z_R,z_RBI,z_SB,z_OBP,z_SLG
10681,Gio Urshela,MIN,3B,42,-1.0706434438929322,-1.0207233251680048,-1.3017741896787405,-1.2227052963104914,-0.749731797867162,-0.8664474602398045,-1.266773510112728
10815,Jurickson Profar,ATL,OF,644,0.554601587798511,0.5668081788904797,1.0771328406090397,0.8964672141045904,-0.04649408627134559,0.5623453900751512,0.22097292877798735
11442,Gary Sánchez,MIL,C,144,-0.4700211802336909,-0.4293173098808693,-0.92264264619762,-0.7199439067823457,-0.7473104145120361,-0.3816293872246418,0.36907884867636487
11445,Mark Canha,TEX,OF,98,-0.8523237977409431,-0.9353494357067336,-1.0955718128090046,-1.0963535603341747,-0.6418242004495478,-0.2823331651347971,-1.1414821463510505
11477,Christian Yelich,MIL,OF,630,0.7471692698828178,0.16009740669398198,1.1162820299157374,0.7023882924948928,1.1876020501915483,1.0693916231195246,0.1272117172305302
11493,Manny Machado,SDP,3B,644,1.001188612255855,1.344788759816525,1.1602399884852268,1.5632083237973973,0.21473676971976136,0.6632382368486149,1.0235621832880957
11579,Bryce Harper,PHI,OF,665,1.2417243264687226,1.1310043987014635,1.5536611892044785,1.4174251492267844,0.24400137641840877,1.8353921432553892,1.2247712862578988
11609,Willson Contreras,BOS,C,609,0.8772960034123058,1.3103943628942074,1.0238508825693806,1.1984332000131932,-0.2469771464765635,1.0281276422855758,0.8938858864063248
11680,Elias Díaz,KCR,C,19,-0.9021566553781326,-1.0175235124236073,-1.3519650246529378,-1.273352685044038,-0.7519062514210784,-0.6121244852489396,-0.4230751482447893
11737,Nick Castellanos,SDP,3B/OF,364,-0.08031506206253307,-0.16837878103104983,-0.09536786747930928,-0.01503150207097308,-0.3842268103568279,-0.1010961778175828,0.18965271902416941
11739,J.T. Realmuto,PHI,C,500,0.18773997233754983,0.10305979075632102,0.3632771307704795,0.38144413656008025,0.14835859951266966,0.04551109980251154,0.05494497711830372
11899,Joc Pederson,TEX,OF,434,0.06296448019268637,0.3611939749140145,0.1725731740735612,0.22274607024161977,-0.4428436853668176,-0.04702068532067688,0.1039020831247246
12037,Jon Berti,NA,3B,168,-0.7815957053543028,-0.9479503343564148,-0.9098785099536462,-1.0097760837797722,0.5665822145243455,-0.6620249475622755,-1.8412261160177577
12144,Max Kepler,NA,OF,140,-0.5251178769863474,-0.6682329367400155,-0.8959922714399766,-0.8709536907145787,-0.7025819176115403,-0.00804530168775532,-0.05846071639411376
12158,Austin Barnes,NYM,C,6,-1.008308100029074,-1.037314939144228,-1.386050246119784,-1.3244654146900987,-0.7516157875813747,-0.40236581867945587,-1.1910855041844777
12161,Xander Bogaerts,SDP,SS,609,0.30573775561209804,-0.2458938013481813,0.6579208680545401,0.2939887583595877,1.3075057875917704,0.15405739891155187,-0.4913161078779715
12533,Marcus Semien,NYM,2B/SS,644,0.5906436172793235,0.8027080821421252,1.2068312138945094,0.9304902136484317,0.26051212212418834,0.03712382975976006,0.19882224931557024
12552,Eugenio Suárez,CIN,3B,616,0.6551252110050153,1.6688388009306527,0.8320395248598742,1.5446397379179988,-0.5611960725033487,-0.16681593719914864,0.5516127680395984
12564,Trevor Story,BOS,SS,665,0.7669733968608508,0.6643856499584094,1.0929356871681075,0.9694781327219504,2.3892236869196743,-0.4874325188895628,-0.06280407949047564
12856,George Springer,TOR,OF,595,0.855635977879783,0.7281360843019069,1.1407770170763554,0.9217768215351866,1.0509084312607144,0.6773733325373306,0.5466939506459049
12859,James McCann,ARI,C,194,-0.5417000758312052,-0.5758487139815567,-0.8122904506404294,-0.6293013015079683,-0.6522028499410455,-0.5115566166479578,-0.09704938345631256
12916,Francisco Lindor,NYM,SS,630,1.2207060593796943,1.2444560501654236,1.4323571809298548,1.1558661661350906,1.724572604104382,0.7876557549368544,0.9508648303768475
12927,Brandon Nimmo,TEX,OF,630,0.8253473102469996,0.7968792521852023,1.2306506142791664,0.9637722238599036,0.08007393325484652,1.3079295245793152,0.5688286619481445
12976,Austin Hedges,CLE,C,141,-1.5059041628174428,-0.8909080571546805,-1.1040677816791091,-1.054920806591813,-0.7285583925541605,-3.0890380455518938,-2.223289225285419
12979,Javier Báez,DET,SS,385,-0.6370827250171796,-0.38613303765064294,-0.2506134123410067,-0.2339711906765584,-0.1587133008099403,-1.7735693758895097,-0.9706629188112708
13066,Teoscar Hernández,LAD,OF,595,0.7876256717748582,1.0490009116447143,0.9308979561137728,1.3141542772648886,-0.10237332648350075,0.42375406749487177,1.0455319108490733
13145,Josh Bell,MIN,1B,574,0.10971508458151516,0.2931556241825499,0.3009197213929405,0.6720104211473039,-0.744604454713069,0.2254952393137647,-0.11957971318876492
13152,Jorge Polanco,NYM,2B/SS,546,0.4188379959171883,0.8641251974283555,0.6683935857218222,0.8069696697617186,-0.35330951831656765,0.07948630879330884,0.4543317501166556
13185,Orlando Arcia,MIN,SS,98,-0.8729225193015953,-0.8506192646302022,-1.1136289570471327,-1.0319735632878788,-0.7454036660086585,-0.9236170062449592,-0.6424302682442233
13301,Max Muncy,LAD,1B/3B,455,0.4758297519070577,1.1046784646737149,0.42626653725463104,0.7417970741671097,-0.605066025150406,0.5037892461742048,0.5751799482478004
13324,Ildemaro Vargas,ARI,2B/3B,98,-0.8540464294425303,-0.9371978398644484,-1.1235204430229175,-1.0810648202459954,-0.6381018387422562,-0.5215738505020704,-0.909293029353318
13419,Christian Walker,HOU,1B,595,0.6724415347760572,1.2408400587960613,0.870042672690851,1.336723418016614,-0.4990041942470622,0.3023676545706742,0.6804263740733039
13510,José Ramírez,CLE,3B,679,1.690846455898543,1.3554151583785077,1.6786438753615065,1.6874900316378376,2.9427004199152194,1.1714940333948831,1.2778404888784594
13590,Jesse Winker,NA,OF,308,-0.3148078850402594,-0.4673469745795048,-0.3222411842472268,-0.4541873651795731,-0.30951695107787613,0.11640532484810368,-0.5374567154983623
13602,Patrick Wisdom,SEA,3B,14,-0.997502159340624,-0.9883420076322564,-1.355775672156685,-1.278189556068344,-0.7457180145035343,-1.4030015602552528,-0.2845646690528826
13611,Mookie Betts,LAD,OF,651,0.8893004220260838,0.8006980086741429,1.5134642455655478,0.9988281015107998,-0.00281683311675862,1.27059070460953,0.7310226311149142
13613,Ketel Marte,ARI,2B,637,1.2154662513876344,1.651851285122317,1.4408525099855845,1.4929769444032908,-0.23648293073770227,1.4092412662851257,1.4852797212985105
13620,Carson Kelly,CHC,C,373,-0.22875070455344348,-0.1934053185347035,-0.19028253650628377,-0.03064634121138594,-0.6448706927061687,-0.1749495830932114,-0.20454494959355496
13621,Jeimer Candelario,LAA,3B,7,-0.6221946493696155,-1.0331336953740582,-1.380004758106472,-1.3145270984202733,-0.7501102391229535,0.4421890970334674,0.249811785111003
13624,Corey Seager,TEX,SS,560,1.1003686027274064,1.5470525677622726,1.0350472481730228,1.3315778328120604,-0.498874342650496,1.489814507538539,1.704986281359577
13675,Tyrone Taylor,NYM,OF,280,-0.5516733985786604,-0.5516998249273308,-0.48182654131028935,-0.49718048119069413,0.08500541659198076,-1.1443391656872504,-0.7882377514026544
13755,Tomás Nido,DET,C,13,-1.0821716423632513,-1.0253168247191515,-1.3641851696743266,-1.298684287753285,-0.7514059713647041,-1.249114096437403,-0.8412021058631802
13757,Chris Taylor,LAA,OF,147,-0.8042429856284212,-0.78403713536231745,-0.9054034844572882,-0.9246413033749228,-0.4053042733432594,-1.005446305230587,-0.8970473820601319
13770,Rob Refsnyder,SEA,OF,266,0.4180781662331312,-0.22925202928663785,-0.23082747989971464,-0.18780771927074497,-0.4978075299058531,2.0658555849948517,1.4618721459881243
13897,Tyler Heineman,TOR,C,154,-0.3456592418832862,-0.8180465781780146,-0.8362507869342111,-0.8394804016740796,-0.6862394068912449,0.989024702924432,0.01460295617145245
14161,Byron Buxton,MIN,OF,560,1.2457279600679576,1.9681332419850193,1.2071872356631983,1.3694988046182468,0.7920279822728973,0.5655512623395451,1.5682314750068085
14162,Carlos Correa,HOU,SS,567,0.4021303839133093,0.26507229433498797,0.6574750864652457,0.6883500934350415,-0.7164242534264904,0.9578867270809266,0.4702675654415843
14221,Jorge Soler,LAA,DH/OF,504,0.05199853200644068,0.5089824105710437,0.26547107625685307,0.5217403842250242,-0.7405534248599035,-0.246282071656936,-0.04152374918868765
14344,Matt Olson,ATL,1B,686,1.1571636359003667,1.8285311536100433,1.3722167569363997,1.8678339585721029,-0.6464000226313489,1.272343998590669,1.263365651950731
14551,Anthony Santander,TOR,OF,56,-0.5930826652103046,-0.80612927222807,-1.198288704666742,-1.0895002293361904,-0.7466858879736973,-0.40011179888697146,0.6336822466918819
14712,Manuel Margot,NA,OF,63,-0.7196742248353984,-0.9599780825447426,-1.1827762256960086,-1.1484382358655918,-0.643057159243243,-0.05135209189841069,-0.35520364979149177
14813,Kyle Farmer,ATL,2B/SS,28,-0.9030068953975522,-1.0089230440038373,-1.320862408322597,-1.2464497429767416,-0.749597546606096,-0.7144679127704613,-0.45951480988568905
14854,Mike Yastrzemski,ATL,OF,455,-0.05038633780084624,0.2139838499110936,0.25007868950495965,0.15477737817761059,-0.41433354074661705,-0.32239439106722845,-0.27842529206006783
14968,Victor Caratini,MIN,C,400,-0.05230840882477206,-0.11082365121109904,-0.13665751841764315,0.11000474300574337,-0.7196483439308102,0.3215954661147825,0.09741440144460276
15112,Ryan McMahon,NYY,3B,490,-0.00912862246748579,0.25470900181989237,0.2649552544210083,0.29367489531534385,-0.43018929828433194,-0.22319897506716813,-0.19956438165188065
15161,Mitch Garver,SEA,C/DH,45,-0.9128148527360472,-0.921868392257468,-1.2632606826265589,-1.1864905463691713,-0.7490432180457167,-0.8418128847696432,-0.5592048809890222
15172,Tim Anderson,NA,SS,42,-1.1213381662905004,-1.0259359364160463,-1.278696250097327,-1.2644438941975382,-0.6701945147205743,-0.9526187756793808,-1.5623861125570988
15194,Jake Bauers,MIL,1B/OF,315,-0.02911903518274546,0.02397513618834906,-0.2143721898283205,-0.197454181672873,0.14112993353082942,-0.06811596301323515,0.06812064458147593
15223,Adam Frazier,LAA,2B/OF,182,-0.7707314366915279,-0.8744251034055193,-0.8204700793230628,-0.900524084735763,-0.4504111011411662,-0.5260738595560874,-1.0687376047596282
15271,Austin Wynns,ATH,C,166,-0.5372586025187225,-0.6783983595467815,-0.8931507053429042,-0.7217788003043453,-0.742188568224166,-0.25574622689410353,0.02680751095176877
15274,Mike Tauchman,NYM,OF,70,-0.5747300732837938,-0.9050136440484138,-1.130892308445376,-1.1190589646862743,-0.7377907332324629,0.5189078033667938,-0.13409559379403524
15362,Jeff McNeil,ATH,2B/OF,581,-0.08775694541568399,-0.2771988246534544,0.467709283949255,0.23363135200565485,-0.394338603365801,0.02493304144904428,-0.6642041120178583
15429,Kris Bryant,COL,3B/OF,91,-0.727938617613334,-0.8957825992522165,-1.1014749111259985,-1.069103638520216,-0.7380147657252131,0.00250191528878618,-0.6371585661910069
15491,J.P. Crawford,SEA,SS,637,0.2773914722194263,0.00734477438588598,0.9182482802363294,0.49729729403644257,-0.2635845146411797,0.6889314761118792,-0.25271451085751995
15518,Amed Rosario,NYY,SS,231,-0.32992159336460747,-0.6887639183460776,-0.5879280740890094,-0.6353427318089964,-0.28764004577092483,0.21005927233570384,-0.0233535033784946
15640,Aaron Judge,NYY,OF,644,2.766129730331654,4.4789975484145685,2.3221348714915893,2.6520052251244453,0.15699621207175324,3.156122749772681,3.7535016024541097
15653,Dominic Smith,ATL,1B/OF,7,-0.8584565343780517,-1.0359934822077757,-1.3805048773374171,-1.312826332769868,-0.7518158572209885,-0.13839324681558773,-0.506689553131495
15674,Reese McGuire,MIL,C,13,-1.0288147828761764,-1.028849627841045,-1.368301821136944,-1.303488728654991,-0.7503812428450507,-0.7637010209899737,-0.9471268147005988
15679,Rowdy Tellez,NA,1B,280,-0.3422549335261582,-0.12616620857739802,-0.5002248954874731,-0.23852263658411693,-0.7332717442507931,-0.5742304555398479,0.03741143635787425
15711,Tyler O'Neill,BAL,OF,392,0.12218958330260998,0.40441519287548305,0.11351147389067444,0.1836876574457535,-0.16201977057119638,-0.23774550288890844,0.4025308795803547
15730,Tyler Wade,TEX,2B/OF,35,-1.1790540881957186,-1.0304974771851674,-1.3007200622069333,-1.2815258574503068,-0.6607710427237774,-0.832463350977777,-2.0415214213826833
15878,Miguel Andujar,SDP,3B/OF,364,-0.2447120705680327,-0.46990566388961374,-0.2318532416494856,-0.17551046238819268,-0.5176424421965298,-0.06280133243219871,-0.18993860958887945
15905,Luis Torrens,NYM,C,218,-0.6893401177501296,-0.6294864081422648,-0.780189114458424,-0.6466595355523443,-0.7369368473467457,-0.7552908145868076,-0.6123756364952881
15986,Willy Adames,SFG,SS,679,1.0925201061133318,1.9267121180264204,1.382562487095012,1.606649722466589,0.5872728972807013,0.07663328903024219,0.8279600420125193
15998,Cody Bellinger,NYY,1B/OF,616,0.721571548794318,0.7571720650990071,1.0381293922561174,1.0943587842171798,0.34154943840641316,0.4687921273873787,0.6031515170064703
16153,Austin Slater,DET,OF,28,-0.8063031079808987,-0.9950221815902228,-1.298978011010244,-1.261065590998896,-0.7375892432627029,-0.02317951689407467,-0.5738281946466699
16252,Trea Turner,PHI,SS,644,1.1910413980509933,0.5690491986419344,1.4324759031033147,1.0809886465593257,1.7084524999729984,1.291981915133808,0.9976615506816466
16376,Michael Conforto,NA,OF,294,-0.42869232161605375,-0.38538713709662553,-0.4336813352660224,-0.4110774080461467,-0.6807866949701442,-0.2108029243456483,-0.4624524859416575
16426,Thairo Estrada,NA,2B,154,-0.8232682636442302,-0.8543620372596112,-0.9244194664104296,-0.919586319359023,-0.5610002474879177,-0.8905962419015663,-0.8296456719867369
16442,Ryan O'Hearn,PIT,1B/DH,546,0.3962716623982114,0.3184283515112969,0.5629480170314882,0.7716026005281487,-0.4359546193027039,0.7188080092492303,0.5059683943902146
16472,Rhys Hoskins,NA,1B,294,-0.0253270272742608,0.01798662192142596,-0.3177191487136457,-0.10964635716510736,-0.6381867984386203,0.4501214540898232,0.4557273420511003
16478,Kyle Schwarber,PHI,DH/OF,686,1.670553792025267,3.5212702776062024,1.7769640179808417,2.151050186526959,-0.2519364126474955,1.0920456451554568,1.598474658735647
16505,Matt Chapman,SFG,3B,672,0.6939036831815291,1.0531052965586327,1.2015564648595,0.9677335056729924,0.5775256255345746,0.2084553458586106,0.09044684971347634
16512,Isiah Kiner-Falefa,BOS,SS,168,-0.5903907629036762,-0.8860061924626248,-0.8354018502656243,-0.9269974725840952,-0.2114911368610679,-0.02969812785885447,-0.7690979294237279
16530,Mauricio Dubón,ATL,2B/OF,336,-0.4839573028714274,-0.6126942982778127,-0.32222336129981455,-0.40443840764504735,-0.510887089977373,-0.4443926121967834,-0.6324321691808794
16535,Danny Jansen,TEX,C,352,-0.00803249970021835,0.23478425745854944,-0.16594223910961126,0.0838944393406138,-0.7333597583075109,0.05097468128546023,0.3782121185813503
16556,Ozzie Albies,ATL,2B,630,0.4787747461915981,0.530059624274249,0.9985865790786176,0.9255833712964696,0.2823569834983577,-0.08605500778241082,0.19707656185413455
16578,Yandy Díaz,TBR,1B/3B,651,0.8618495135056068,0.6326876837731532,1.124944599128841,1.257829076998389,-0.6340163252662042,1.8769544128713611,0.8664599106742199
16622,Luis Urías,NA,2B/3B,112,-0.6946725499229713,-0.8140635037923105,-1.033217202648934,-0.9945181608017158,-0.7291501316760818,-0.1640563836366918,-0.513620592729644
16725,Jose Trevino,CIN,C,282,-0.6935124355944158,-0.5542768015965852,-0.5984824177669905,-0.497299572412598,-0.7344463864926689,-1.079613381181633,-0.7441799758437395
16930,Jonah Heim,ATL,C,45,-0.9059572514870824,-0.9517369149233696,-1.2726499746141773,-1.1759622796460107,-0.7490432180457167,-0.922290620464924,-0.397548498172991
16939,Lane Thomas,KCR,OF,420,-0.14546418538326178,-0.19011324089881004,0.03336069535885988,-0.1313785619795535,1.2085843853517266,-1.116755369184173,-0.7583947621303195
16947,Derek Hill,CHW,OF,84,-0.7538725609748139,-0.887423044696717,-1.106893790463365,-1.0902044738350087,-0.471549603740663,-0.5698291306853889,-0.446178485160315
16997,Gleyber Torres,DET,2B,665,0.3446438849716937,0.29837117671797375,0.9829865423120892,0.7404508848574143,-0.07530433380374177,0.2884099998108467,-0.14836895430104796
17022,Edmundo Sosa,PHI,3B/SS,245,0.00787886103643643,-0.39510431813671826,-0.4399900011716289,-0.3686799454460235,-0.478655813222719,0.7359042500915643,0.8963886756482902
17027,Alex Verdugo,NA,OF,189,-0.7549469555585024,-0.8108713849994238,-0.8151836545091227,-0.8701063818832022,-0.6471340116041255,-0.42999678387515056,-0.9781415608867012
17040,Jose Herrera,TEX,C,6,-0.9921148868767964,-1.0377258539621588,-1.3843422891179746,-1.3258375708295604,-0.7509244462655424,-0.2858651655697831,-1.1720228962984731
17128,Ramón Laureano,SDP,OF,560,0.5092255471106399,0.5915879955042198,0.8497336776489921,0.7404543714657998,0.2544705231996712,0.25946426058644956,0.3676842334046906
17232,Yoán Moncada,LAA,3B,427,-0.08388764234395682,-0.09152267752216532,0.03440541769451678,0.08168500710473636,-0.6409597801349833,0.16726284710845823,-0.11808247655520644
17273,Jorge Mateo,ATL,SS,105,-0.6544897303441425,-0.8388612211670777,-1.0200162183528445,-1.0318759613673931,0.02208413167003272,-0.6493781066480492,-0.4285119418392175
17276,Alex Jackson,MIN,C,32,-0.9105716494571504,-0.956142752832294,-1.3011742840003002,-1.2207820170472012,-0.7473104145120361,-0.8806881755238094,-0.4701863433294457
17338,Willi Castro,COL,OF,546,0.3430350610565801,-0.0265333642560033,0.7696618075727023,0.2725616400639405,1.1469415908588254,0.1454241152556397,-0.25696266556576286
17350,Rafael Devers,SFG,3B,686,1.1974347461237271,1.9698317764923023,1.4160879297542257,1.7704939171961775,-0.4375692631656489,1.0480381551954538,1.3462863132757303
17452,Jose Siri,LAA,OF,42,-0.8079611696277711,-0.926312097856842,-1.24360679291004,-1.1891298044690335,-0.632956983252079,-0.8286438041731947,-0.07370571245726505
17548,Taylor Ward,BAL,OF,658,1.036372706875929,1.6745285337405371,1.3327633737509934,1.5941251703777015,-0.34473092520550264,0.7973984965815506,1.1381682852072823
17620,Myles Straw,TOR,OF,182,-0.5359857479337955,-0.8730619170763078,-0.7744693097245589,-0.942278335143981,-0.1998011949146567,0.3957187565111069,-0.9215702791307164
17678,Alex Bregman,CHC,3B,672,0.6184050416439798,0.793854481077711,1.0705525021993396,1.1323329719779962,-0.616826431704592,0.8583839663616464,0.3512536335142128
17696,Kevin Newman,KCR,2B/SS,14,-1.1369068488742355,-1.0365332506418898,-1.3610722845962608,-1.3056321739713708,-0.7474030192799936,-1.0959734081296189,-1.3205656514852298
17901,Andrew Benintendi,CHW,OF,525,-0.01165354772767012,-0.03290504606031302,0.34432737023650994,0.3221086744991358,-0.4309168033923866,-0.04984678929938416,-0.2331001683775104
17907,Brendan Rodgers,BOS,2B,21,-1.034060666480317,-1.0220601575778017,-1.3402970776229997,-1.2816782071016424,-0.7501102391229535,-0.857074094711751,-0.9695971343180588
17919,Ian Happ,CHC,OF,658,0.7026564748766071,0.8922011724229717,1.1786055796997958,1.0771299585746124,0.1532207805445719,0.5887212489445446,0.35925266475434137
17929,Cedric Mullins,TBR,OF,476,0.54908473590516,0.3905766110994044,0.5511795888293686,0.3884415446986004,1.7273340930469874,-0.0929472121676973,0.2712252266950449
17982,Ty France,SDP,1B,49,-0.7320856234779518,-0.955495798062379,-1.2460874904061576,-1.1855592642801824,-0.7498185415413301,0.09803529070255496,-0.40614051314102984
17988,Tyler Stephenson,CIN,C,450,0.19107138222697964,0.2492767549813776,0.1798439802702069,0.38733265068000106,-0.6584799666836632,0.548183252886136,0.34823557112079884
18015,Paul DeJong,NYY,SS,42,-1.0046364498144946,-0.9415161554217832,-1.268913449981956,-1.203014901184,-0.7400477116361229,-1.3176461015341876,-0.6149107377175037
18030,Harrison Bader,SFG,OF,532,0.45653634286724065,0.10669182818382868,0.7016298542396282,0.498170632561858,0.9155252187457597,0.2507933950784334,0.16050768389970327
18036,Jake Cronenworth,SDP,1B/2B,630,0.1820661106036615,0.1669541866723399,0.7871984836117811,0.6675047387075752,-0.371767417585669,0.14122238122062697,-0.33667316882483
18042,Dylan Moore,PHI,2B/OF,42,-0.7622345409294408,-0.9368781964894576,-1.241546081505814,-1.2180007137396616,-0.5110362512294407,-0.408786180326404,-0.3105752933746364
18054,Sam Haggerty,TEX,OF,259,-0.10362246457395284,-0.7175337522398745,-0.3847309016906047,-0.6754536086051348,0.9709194259318916,0.5416029175215185,-0.5060278262204476
18067,Garrett Stubbs,PHI,C,19,-1.4022219387477808,-1.0365332506418898,-1.3617163091215825,-1.3026462084666597,-0.7429188568123768,-1.8057499857655184,-2.237630433628469
18123,Nathan Lukes,TOR,OF,294,-0.08949551733961066,-0.33560950134875434,-0.307138366806147,-0.2912170020362973,-0.5648661365235059,0.441050355993993,0.408557685148637
18314,Dansby Swanson,CHC,SS,686,0.9227561893334834,0.9068721155117508,1.3319907152445376,1.223550163084285,1.1588382021141492,0.3056767926849802,0.49706531934292
18345,Kyle Tucker,LAD,OF,651,1.4764623197276954,1.3950044899052143,1.5307503231968576,1.5035707662582958,1.940075019297467,1.0938033894132762,1.3210391092177318
18360,Austin Riley,ATL,3B,672,0.9529682311954396,1.6104405023235664,1.3070933143040295,1.51176531702323,-0.45421170225313046,0.7167076339831568,1.0547428398388172
18363,Victor Robles,SEA,OF,350,0.157412944416239,-0.6490138726513563,-0.0395554631525554,-0.4264907090236807,1.8427264756730743,0.5738808574111383,-0.4267584586721984
18373,Ryan Mountcastle,BAL,1B,154,-0.6291028288914672,-0.749638865130685,-0.8930545073040244,-0.8398945708167628,-0.7099858526594605,-0.39110805458635745,-0.3015647207584018
18401,Ronald Acuña Jr.,ATL,OF,651,1.7260607503150056,1.0796519225555214,1.8519545930399992,1.0669426375342006,3.3010301358554734,1.898754493891168,1.2023618396650564
18564,Trent Grisham,NYY,OF,560,0.4293949232314827,0.9835238256379876,0.7832237146214339,0.7514836754123089,-0.18640144154247,-0.01928013462583707,0.21330152418208131
18568,Luis Arraez,SFG,1B/2B,623,0.17726825860978854,-0.5879330065123212,0.7313395759973363,0.13017496735219708,0.01161488164148845,1.257379249464869,-0.5668764208338763
18577,Ke'Bryan Hayes,CIN,3B,532,-0.2217656293721374,-0.3071147741605979,0.22219088080971813,0.02103223787444598,0.31544795430312184,-0.6423429403115185,-0.9697913299831976
18795,Ramón Urías,STL,3B,329,-0.29807842596723044,-0.37083674405408984,-0.3325190307494139,-0.23584540753037103,-0.6069291938606186,-0.11145412241234535,-0.25972581383050564
18819,Andy Ibáñez,ATH,2B/3B,231,-0.508290563220368,-0.5797590880139873,-0.6491666112041321,-0.5945945981607709,-0.5438096337712813,-0.3750220583280518,-0.34595640168303293
18839,Josh Naylor,SEA,1B,623,1.5092926871215415,1.4029891200988942,1.3604455152178805,1.7691664083256031,1.420428985395135,1.1080134677600084,1.70221200602197
18848,Yohel Pozo,STL,C/DH,173,-0.6482606044052216,-0.6595852291701101,-0.8687010670332934,-0.7679379512350332,-0.7242185673924606,-0.579351213990718,-0.3338094211152517
18872,Jahmai Jones,DET,2B/DH/OF,126,0.2387497453527929,-0.4372046769293073,-0.8130839205559821,-0.7146308829424772,-0.6262761372876087,1.742231582638155,2.163474511352286
18882,Brandon Lowe,PIT,2B,546,0.6069021382503744,1.1494121832063802,0.8091298469295429,0.9336537184250476,-0.33951472996084,0.30444777722662164,0.7930918616175088
18900,Leody Taveras,BAL,OF,77,-0.8218599657896124,-0.8854496613761402,-1.1321079989884355,-1.1078686583546045,-0.5278968626121054,-0.8780883374921633,-0.4578270454081378
