playerid,PlayerName,role,ERA,K9,WHIP,Ks,IP_atc,z_ERA,z_K9,z_WHIP,z_IP,composite
11156,Merrill Kelly,SP,3.4511845559050363,8.182035729013943,1.1531292795767594,157.04053909220764,172.74,1.0077886854466576,-0.10215445423271105,0.9053387971607761,1.4096581277604687,0.8051577890337979
11423,Jose Quintana,SP,3.891193173689529,6.499723120830769,1.2890859144037832,76.23164152693474,105.556,0.4652699796819776,-1.412715634152535,-0.020741941724006355,0.09199237537400451,-0.21904880520513983
11486,Robbie Ray,SP,3.7073744228642678,9.30986311878374,1.2027021397904731,174.22167511721267,168.423,0.6919135197451957,0.7764496693367311,0.5676688403119843,1.3249897088950786,0.8402554345722474
11674,Jameson Taillon,SP,4.023147523878743,6.888248870899707,1.2179665236678006,118.64013710843393,155.012,0.30257384058105224,-1.1100449159026837,0.4636941286863141,1.0619625684262932,0.17954640544774397
11836,Taijuan Walker,SP,5.469991876541084,6.125269760240146,1.523722125363376,75.73555765772483,111.28,-1.4813460508101606,-1.7044236292620605,-1.618987410884403,0.20425599121498042,-1.150125274935411
12304,Chris Bassitt,SP,4.22315620702385,8.028914401180373,1.3102358350290833,128.7463187277277,144.318,0.055968552557519174,-0.2214395782342334,-0.16480651161389911,0.8522233811790196,0.13048646097210156
12317,Colin Rea,SP,4.296936217328168,7.057672589430067,1.2782545341537261,65.3362471594802,83.3173,-0.03500020142540405,-0.9780598452425131,0.05303697048485239,-0.3441706004475728,-0.3260484191576594
12447,Seth Lugo,SP,3.7612285958016263,7.605467288347799,1.2084373026916932,131.9607728162808,156.157,0.6255127834389063,-0.5513148612987923,0.5286032669109956,1.084419214152694,0.4218051008009509
12718,Adrian Houser,SP,4.208801945217281,6.416183737848561,1.3300807628467997,98.90832395615239,138.739,0.07366696850382114,-1.477794782818712,-0.2999820066526527,0.7428036200370202,-0.2403265502326308
12730,Nick Martinez,SP,4.355929527072815,6.445615259775391,1.2894345525046085,95.91290360387774,133.923,-0.10773735419434392,-1.4548669334311253,-0.023116721229445466,0.6483484184489454,-0.23434314760149227
12768,Sonny Gray,SP,3.671992682992092,9.617763405597564,1.14101813797398,187.14778354800941,175.127,0.73553824650579,1.0163112510793564,0.9878349179165592,1.4564738599429303,1.049039568861159
12880,Tyler Anderson,SP,4.344328804383814,6.641346243906295,1.3533493682823932,85.81357274487367,116.29,-0.09343397738581383,-1.302387882711477,-0.4584781870121398,0.3025160742623755,-0.3879459932117638
12970,Joe Musgrove,SP,3.317041606351125,9.328824466276377,1.0955997693630106,146.78697990475516,141.613,1.1731833082744505,0.7912210060204978,1.2972061848334102,0.7991707814498371,1.015195320144549
12972,Joe Ross,SP,4.114519268113689,8.425927887944257,1.2580511625950184,40.132975394541425,42.8673,0.18991495522694038,0.08784328698739262,0.19065403702122533,-1.1375079975068796,-0.16727392956783033
13125,Gerrit Cole,SP,3.42511064943762,9.254330680678233,1.1027090722180435,111.86840578596752,108.794,1.039937105771144,0.7331885909536976,1.2487805346301597,0.1554985927208039,0.7943512060189513
13164,Eduardo Rodriguez,SP,5.0960670686049525,7.683394123776045,1.4303721122144766,114.66185164048451,134.31,-1.0203068923585545,-0.4906080194850379,-0.9831254740114738,0.6559385685765586,-0.4595254543196269
13361,Steven Matz,SP,4.961462459899464,7.527295406542682,1.3816130496872543,106.33475674360334,127.139,-0.8543430563033502,-0.6122126000167514,-0.6509987726556383,0.5152952441188999,-0.40056479621420993
13431,Marcus Stroman,SP,4.452082846120112,6.707097344178739,1.3755957063204916,80.14459663166824,107.543,-0.22629179175780748,-1.2511662256098626,-0.6100111018567473,0.13096299114549648,-0.4891265320197302
13543,Blake Snell,SP,3.318725566225503,11.406271195243894,1.2467717394298259,176.95435659608148,139.624,1.1711070313683134,2.4096009807604855,0.26748483349030155,0.7601609400962904,1.1520884464288477
13619,Jakob Junis,SP,4.942505132834676,7.419601879043743,1.363350976894065,51.400940817493094,62.3495,-0.8309691855920639,-0.6961083966613247,-0.526605035730614,-0.755407680152397,-0.7022725745341
13649,Clay Holmes,SP,3.918224538766017,7.332827919868288,1.282434342032059,122.8721236599441,150.808,0.4319410388303428,-0.7637073564326089,0.024565836484752055,0.979510394947002,0.16807747845737198
13743,Max Fried,SP,3.017707193311443,8.624821816067936,1.066943919379887,173.5362065069625,181.085,1.5422545304945936,0.24278634563935284,1.4923980617102253,1.5733268688843234,1.2126914516821237
13774,Zach Eflin,SP,3.9604583780537803,7.453147690939012,1.1864603693730147,117.75476475170909,142.194,0.37986785911572873,-0.6699754183997448,0.6783011074913954,0.8105658130367703,0.2996898403110374
13942,Brent Suter,SP,4.34177397042618,7.446137651607398,1.271322983512198,47.13909816130536,56.9761,-0.0902839363272592,-0.675436404290855,0.10025184563890976,-0.8607950514591578,-0.38156588660959057
14078,Michael Wacha,SP,3.609954651978295,7.272798467512805,1.172365041201231,132.46432702112241,163.923,0.8120294581171924,-0.810471714927137,0.7743126919554906,1.2367321492716699,0.5031506461043039
14107,Kevin Gausman,SP,3.428239934548002,9.71290333023751,1.119454454802811,195.9794089171645,181.595,1.0360787820033017,1.0904274951633055,1.1347178682752597,1.5833293923083094,1.211138384437544
14120,Lance McCullers Jr.,SP,5.438609104835582,8.62406997409454,1.6040328867006823,90.67452576062684,94.6271,-1.4426519434658434,0.2422006430184647,-2.166031321571643,-0.12235385648561124,-0.8722091196261582
14168,José Berríos,SP,4.33377872840261,7.280139637570036,1.2964658033098597,96.86144897346516,119.744,-0.08042601950566827,-0.8047527703948323,-0.07101071293713825,0.3702586544710984,-0.1464827120916351
14374,Tyler Glasnow,SP,3.388362477566054,10.87785523903994,1.1414208312996186,158.37673767809306,131.036,1.085246606169939,1.997952494217304,0.9850919364281918,0.5917262907527719,1.1650043318920515
14527,Jorge López,SP,5.851518133593743,7.110112697404986,1.5548764621388032,22.01409392994874,27.8655,-1.9517575900969386,-0.9372077649285252,-1.8311979532912546,-1.4317351659420914,-1.5379746185647023
14739,Paul Blackburn,SP,4.433048537455502,7.739220923402167,1.3119543820612085,51.512082483477634,59.9038,-0.20282300481939514,-0.44711762653828835,-0.17651254793455148,-0.8033746831681683,-0.4074569656151008
14843,Michael Lorenzen,SP,4.114947668511265,7.053057046876313,1.2974128144631507,113.16003093308878,144.397,0.18938674914222284,-0.9816554616967877,-0.07746136383540193,0.8537727916701857,-0.003989321179945271
14916,Jon Gray,SP,4.317365974267453,7.90773353256836,1.2929600909795451,64.97898866529114,73.9543,-0.06018953828338388,-0.3158423315509202,-0.04713124085910527,-0.5278051628373451,-0.2377420683826886
15038,Germán Márquez,SP,7.153797977496693,5.764915264274676,1.7353795803493086,66.54890071850592,103.894,-3.5574333584831233,-1.9851482764677586,-3.060711035135834,0.059395916686425736,-2.135974188350073
