playerid,PlayerName,position,H_mean,H_p10,H_p50,H_p90,R_mean,R_p10,R_p50,R_p90,RBI_mean,RBI_p10,RBI_p50,RBI_p90,HR_mean,HR_p10,HR_p50,HR_p90,SB_mean,SB_p10,SB_p50,SB_p90,AVG_mean,AVG_p10,AVG_p50,AVG_p90,OBP_mean,OBP_p10,OBP_p50,OBP_p90,SLG_mean,SLG_p10,SLG_p50,SLG_p90
5517,Kyle Higashioka,C,0.2113202922795982,0.19576322232217416,0.21111697258612688,0.22686019777841832,0.10782568211630958,0.09412624504844144,0.10719994601306504,0.12218573760750365,0.15085670248306168,0.13189239272392794,0.15019488915622115,0.1704055231826033,0.053234095540065265,0.0403153612296433,0.05218307232779415,0.06722694371396801,0.003951376539438578,0.0014323134995915035,0.003241317543220151,0.00711334546204142,0.23008519782770354,0.2128074373778725,0.2296228624945334,0.24754715917046066,0.28203364865325986,0.2593669833948604,0.2816103975417753,0.30503778901722367,0.4346743636542405,0.3900418915890167,0.43334409156220055,0.4799550779678711
5827,Wilmer Flores,1B,0.204296417472328,0.19035641343752377,0.20403918610273653,0.21842849688119184,0.09779720564625427,0.08581434851057329,0.09720961525165128,0.11028893335173837,0.12397115299666069,0.10864157109550578,0.12321943041865252,0.13966532998212078,0.03375449027855725,0.025584819267510533,0.03302923895929512,0.04262165050408335,8.634494476948623e-4,2.4787441572958377e-4,6.61901437752376e-4,0.0016194623316563297,0.22415138949482946,0.2075650839350318,0.22380929935551014,0.2411622966339983,0.29848588658702446,0.275803371750651,0.29798671762683676,0.32174829007424866,0.37779770610131747,0.3387390723313859,0.3765129254917172,0.4172053116748499
6184,J.D. Martinez,DH/OF,0.22359876358255268,0.20771589792909634,0.2233182864566498,0.2393265800540909,0.10802712643046888,0.09436206693570237,0.10749117761773133,0.12248996846282065,0.14665597678981337,0.12929160478886315,0.1461611389819346,0.16396680185623225,0.04168484310996383,0.032198062737828444,0.04095917054168063,0.051948076442280514,5.81095433379503e-4,1.4061466418486965e-4,4.268633159781976e-4,0.0010888766329630848,0.24822733535014713,0.22992488102074415,0.2478615470030332,0.26722245635421077,0.31632229361311426,0.29167503457418015,0.315898910428264,0.34138342888973694,0.4427787996745269,0.39747007962598224,0.4407591667223171,0.48968749921174537
6887,Martín Maldonado,C,0.14459916165248554,0.13274227543673117,0.14434264627993085,0.15683352014783533,0.06705890702958918,0.05692837563805232,0.06660348001782848,0.07789286947760962,0.08646737544270885,0.07339508787579546,0.0857623321797866,0.10015135674118347,0.026674027728954948,0.01915997505274221,0.025933618576277136,0.03521094560366716,2.8939034857295185e-4,3.832398715222217e-5,1.7530494133034135e-4,6.418365517920379e-4,0.14933176636393436,0.13685137087222646,0.14885096006897236,0.16243787048731334,0.21263087136738743,0.19415899587507748,0.2122199157973621,0.2315397878286206,0.2638407079602574,0.23540041931014213,0.2626820092356829,0.292626134581987
7304,Salvador Perez,C,0.21903889847858268,0.2051101665962461,0.21873765964995917,0.23325369672903093,0.08639504526527927,0.07596291104982826,0.08588319626716581,0.09728833644916211,0.14396015032573556,0.12833298990142453,0.143276638521473,0.16017306966109246,0.042036550091507086,0.0330250157777264,0.041299499037473444,0.05166081225575851,2.799965641485552e-4,6.898764704386868e-5,2.0490947371616964e-4,5.615254079513423e-4,0.23558362887207634,0.21888731649012116,0.23509063024118965,0.25287158764009643,0.2862275273175163,0.263767962971282,0.285771077614122,0.3095347639285158,0.41072966952815537,0.37100572414203703,0.4088126203539616,0.4505265970389627
7739,Travis d'Arnaud,C,0.19474132657664564,0.18001718783565848,0.19444774380681676,0.21010252982671726,0.0913456122783717,0.07898015851558482,0.09064151363744005,0.10438904795236588,0.11950559284245933,0.10398068541611476,0.11880699253339985,0.1359406511405359,0.03535110871272338,0.026365219630007906,0.034524003133191226,0.04545950365063733,8.377222614543588e-4,1.872036101765929e-4,6.128761371226733e-4,0.0017033803048300288,0.2095340095296859,0.19307452426868948,0.20928677651934352,0.22597594536247848,0.2702430852273827,0.24829606883694746,0.269457664789149,0.29336787137365605,0.36424956465715347,0.32612254630927,0.3623541526223105,0.40317198187911774
7802,Miguel Rojas,SS,0.23855120939412588,0.22172077636209522,0.23801695684956853,0.25605618038744515,0.10768544799583685,0.0936457925085097,0.10714000941521432,0.12202644173717768,0.0883046048032334,0.07612998625641935,0.08781042054797582,0.10111580892640647,0.015925263888788996,0.011431439681497325,0.015482648513559096,0.020885698642383214,0.01531637584333315,0.00837008570215918,0.013864574815706139,0.022760238443788022,0.2623354176136846,0.24372411940126593,0.2619873330322474,0.2815975761642236,0.3160607675131668,0.29244093679943656,0.3153552514069864,0.3401205165019162,0.36231854122017587,0.3231853149450194,0.3605049878694757,0.40182406086596856
7859,Charlie Blackmon,OF,0.23179462086457733,0.21636558077780732,0.23158405615779717,0.24733219897424635,0.1128733154125609,0.09945274528529899,0.11228113325400707,0.12657844615261055,0.10907793322134858,0.09582702610951664,0.10864605349267126,0.12253204137146169,0.021571771876539046,0.016410171968709867,0.021160153399636294,0.02714697882532897,0.006472683633703309,0.0033153669929442135,0.0058193941666903025,0.009948375938205285,0.2600636457225071,0.2419271944116056,0.2598169963623158,0.2785108197662585,0.32973686555032433,0.30583165490415765,0.32951365989345055,0.35388018179823305,0.38894706520564637,0.3496446905920865,0.38726444905220175,0.427995175518898
8090,Matt Carpenter,3B,0.18248722144658155,0.16669089183440952,0.18210008446150205,0.19855576765290373,0.09800152287207489,0.08342665506800866,0.09722656721509881,0.1133962270329758,0.11948773309156814,0.1017450465033716,0.11883502720420186,0.13753078774400618,0.031944562290841784,0.022763247101291278,0.031162766606245246,0.042177423549701394,0.002123363916618814,5.411327951092474e-4,0.001618135063509603,0.0041255799001654915,0.21076607080497184,0.19399760353522377,0.21051469040441517,0.22794516266108747,0.3151736986859118,0.29142667622709634,0.31458078495684416,0.33990956154830704,0.36641895709594247,0.32653986529798334,0.36461460197870454,0.4078900721953269
8623,Donovan Solano,2B,0.2405454268000384,0.22231469339057447,0.2402186726288802,0.25938806799719744,0.08431219644268724,0.07236899091167469,0.08387770565243546,0.09653466929249159,0.08806840792713215,0.07504955774535021,0.087499318645156,0.10174980923915805,0.015257732447312874,0.01062295540601594,0.014747566124709167,0.020488632083197063,0.0010548285375383685,3.020140121196019e-4,7.950318322462926e-4,0.001973076215194283,0.26415991361437735,0.24516629932160844,0.26356388563426997,0.28339878268548957,0.32302804178510525,0.29857841856889944,0.32266506892287444,0.34802798890775505,0.34641904004548024,0.30941597476156935,0.3447101120800321,0.3850938145349272
9218,Paul Goldschmidt,1B,0.22560310294237607,0.2111984742262311,0.22519229329914048,0.24039342463938407,0.1162776030455797,0.1028222096612635,0.11578898577411995,0.1303098071135437,0.10051809957479779,0.08871431021815,0.1001163163777159,0.11283211098011611,0.02321796823088046,0.018118615412569563,0.02275174673824918,0.028916994271879912,0.011802432518045544,0.006633267832189359,0.01082610032501618,0.01735029105717003,0.2494420948069122,0.2319064993824882,0.24909934300706676,0.26738184681770666,0.32364108305606387,0.29925185220577916,0.32346439201676214,0.34758773048045283,0.37305904285294805,0.33487382812879973,0.37183495108266285,0.41181300750580163
9241,Starling Marte,OF,0.23006581000186455,0.21457654645958607,0.22962398150504482,0.24599062272643155,0.11629779729888778,0.10246216544388657,0.11589867030062544,0.1304969842686221,0.09684580184338135,0.08406220434308784,0.09640363324190483,0.10971120030471944,0.018327424700180762,0.013477650124119089,0.017850602174046035,0.023709341264056313,0.024304281472948146,0.014478996984227796,0.02235209120173745,0.03477644043176907,0.2533266966214855,0.23541023575009518,0.2530532430145397,0.2714449181968908,0.3163409292037895,0.2930436665105607,0.31584259172835316,0.3404942150845111,0.36355324568892916,0.32602889977801014,0.3623903872307302,0.40136874541499673
9774,Christian Vázquez,C,0.18758503594092318,0.17402294703385207,0.1871544797740391,0.20168155961112438,0.07760517601986511,0.06777418005673304,0.07717926767809662,0.08793549609531934,0.07736547657326334,0.06601063238670489,0.07690901021597393,0.08912293959008202,0.012435758985976507,0.008892730633072632,0.01207005827095456,0.016434774592211893,0.004002923940297598,0.001635741718113529,0.0033635844963064944,0.006869290909483745,0.1955904439082012,0.18001827492414638,0.19540655379359126,0.2113736480213294,0.24808391033344687,0.227082743795033,0.24767010967747222,0.2693022270300443,0.26686324916808857,0.237618603596374,0.2655621977533439,0.29641833101544823
9777,Nolan Arenado,3B,0.22128932915315785,0.2071295585776439,0.2207565248900473,0.2361101686999988,0.10095055961619351,0.088951530500926,0.10049541762531482,0.11305821853708105,0.11698546214416267,0.10365455561907122,0.11641904038527301,0.13098930103442022,0.025942693370952535,0.01991471801267504,0.025441361112714556,0.03247609504147859,0.004065048866780766,0.001853430523092823,0.0035709237351933707,0.006547216754849762,0.2402087987870245,0.2228349048601876,0.23999464036854418,0.25785395057010263,0.30124617440400325,0.27816197416448385,0.3008742325634287,0.3246531074806635,0.3777626775066595,0.34036406519763357,0.37642351606477475,0.41600936170341307
9847,Andrew McCutchen,OF,0.19705095431630026,0.18401846073816353,0.19669317836726685,0.21055035215724965,0.10671502906494888,0.09395699362241756,0.10623556085653248,0.11997352491947372,0.1007461737408175,0.08889480302421776,0.10022801565922082,0.11299626597941068,0.024940850540330343,0.019136338591846633,0.02446019709147132,0.031207617011808554,0.005649306086691434,0.0029977311507430843,0.005076552924001122,0.008489592225508387,0.22737523851316252,0.21092004443767653,0.22697415126737058,0.24432256939712493,0.322106976171086,0.298490902180489,0.3215471877761038,0.34703387175967476,0.36221374570400366,0.32523191642002824,0.36067058353205345,0.39903946018829634
9874,DJ LeMahieu,2B,0.20498684044608942,0.18962228717318005,0.20486580056434173,0.22052424915548172,0.09043136775268998,0.07812650522625088,0.08989320386297517,0.1030968570670782,0.0756528653756394,0.06450647799849782,0.07521775619291704,0.08711180926477326,0.014278531125205387,0.010011898503267431,0.013765723351594861,0.019061088694625847,0.0020190217178762742,7.352145684013377e-4,0.0016683975861843676,0.0035692504600859125,0.22728117476179943,0.2099436702954119,0.22683217906245295,0.24504009437577878,0.3051590222672259,0.28122911657210564,0.30490348539554885,0.3295079712850907,0.30532650857633914,0.271705835972135,0.30393983426648047,0.3396479348256161
