playerid,PlayerName,Season,metric,observed,fitted_mean,fitted_p05,fitted_p95,type
18655,A.J. Minter,2018,WHIP,1.2880434782608696,1.2870705064030392,1.1760988966624946,1.4043637394533992,fit
18655,A.J. Minter,2019,WHIP,2.0113636363636362,1.2992406691548952,1.2034386868558073,1.3980274181487262,fit
18655,A.J. Minter,2020,WHIP,1.1076923076923075,1.2001235608379226,1.1200223884654172,1.283159379318714,fit
18655,A.J. Minter,2021,WHIP,1.2229299363057324,1.15071104676095,1.082621322955947,1.221594793632496,fit
18655,A.J. Minter,2022,WHIP,0.9142857142857143,1.114144286982047,1.0466764478545278,1.1849668717142927,fit
18655,A.J. Minter,2023,WHIP,1.190721649484536,1.1177265056023173,1.0397506260857874,1.1988173488238911,fit
18655,A.J. Minter,2024,WHIP,1.0194174757281553,1.0964552988975838,1.0035174465471763,1.1925539394225422,fit
19343,A.J. Puk,2022,WHIP,1.1457286432160805,1.1244324674135415,1.0339118755752983,1.2180487222739376,fit
19343,A.J. Puk,2023,WHIP,1.1823529411764706,1.15084134888564,1.0675618678846435,1.2346165481384737,fit
19343,A.J. Puk,2024,WHIP,1.1074766355140189,1.1519595439941037,1.0584943457434488,1.2493023163418768,fit
23550,Aaron Ashby,2021,WHIP,1.1684210526315788,1.1932021858940631,1.0409693264641993,1.355084383800942,fit
23550,Aaron Ashby,2024,WHIP,1.0588235294117647,1.1385726267703187,1.0452804915693739,1.2371803742333034,fit
23550,Aaron Ashby,2025,WHIP,1.17,1.1529820704786578,1.0560790113561633,1.2551841839590656,fit
25327,Abner Uribe,2023,WHIP,1.1739130434782608,1.0371035480395878,0.9070138712715049,1.1771096473050733,fit
25327,Abner Uribe,2025,WHIP,1.0353982300884956,1.0594336253965206,0.9547509347078166,1.1701704425529877,fit
20039,Adrian Morejon,2022,WHIP,1.1764705882352942,1.1305107161839603,1.0067605190285582,1.2570711752064654,fit
20039,Adrian Morejon,2024,WHIP,1.3193717277486912,1.0936196633442328,1.0079544276562604,1.1801765030542684,fit
20039,Adrian Morejon,2025,WHIP,0.8959276018099547,1.097392616869002,1.0134979787574119,1.1820358257124306,fit
25007,Alex Vesia,2021,WHIP,0.975,1.116821641654271,1.013226659362182,1.2236208259045007,fit
25007,Alex Vesia,2022,WHIP,1.1226993865030674,1.0882479641636906,1.0059098419556711,1.1706604390703703,fit
25007,Alex Vesia,2023,WHIP,1.389261744966443,1.1053130793286399,1.0320927487325033,1.1777946015742309,fit
25007,Alex Vesia,2024,WHIP,0.9949748743718594,1.0958614913025202,1.0211893512383303,1.1726684097493703,fit
25007,Alex Vesia,2025,WHIP,0.9888268156424581,1.1218210323312312,1.0302327280840913,1.2181158355492494,fit
12828,Andrew Kittredge,2018,WHIP,1.8521739130434782,1.3693939674477111,1.2605472559087723,1.4799797772141612,fit
12828,Andrew Kittredge,2019,WHIP,1.2684563758389262,1.3492910146567827,1.2554176083951698,1.443366385552674,fit
12828,Andrew Kittredge,2021,WHIP,0.9767441860465116,1.1261027719369112,1.0580537660184313,1.1983339045212618,fit
12828,Andrew Kittredge,2022,WHIP,0.85,1.0661730556140334,0.9974916787419771,1.138649436605442,fit
12828,Andrew Kittredge,2024,WHIP,1.1320754716981132,0.9949434358802317,0.9089978456676014,1.084377219905813,fit
12828,Andrew Kittredge,2025,WHIP,0.9811320754716981,0.9801523887445809,0.879874408119835,1.0864146828766654,fit
26203,Andrew Saalfrank,2025,WHIP,1,1.1321090039868555,0.9936525640763163,1.2761452478497022,fit
20373,Andrés Muñoz,2019,WHIP,1.173913043478261,1.1342703659983335,0.9943173235662977,1.2847156286847592,fit
20373,Andrés Muñoz,2022,WHIP,0.8923076923076924,1.0256567593552224,0.9419545013386421,1.112037835521971,fit
20373,Andrés Muñoz,2023,WHIP,1.2653061224489797,1.0469779206503893,0.9691429999850046,1.1258637344884126,fit
20373,Andrés Muñoz,2024,WHIP,0.9606741573033708,1.0432719178326377,0.9690466687396088,1.120179001417833,fit
20373,Andrés Muñoz,2025,WHIP,1.0267379679144384,1.0728988294239172,0.9926768059257874,1.1587219321245539,fit
19742,Anthony Bender,2021,WHIP,1.059782608695652,1.1410516654125074,1.030228987559616,1.2595575813319304,fit
19742,Anthony Bender,2024,WHIP,1.2830188679245282,1.1316285775864006,1.0432729523832833,1.2215165387561573,fit
19742,Anthony Bender,2025,WHIP,1.06,1.1605126377692938,1.054603669946372,1.2690823977893215,fit
10233,Aroldis Chapman,2018,WHIP,1.051948051948052,1.1876581162075006,1.0972843879733005,1.2852633316752995,fit
10233,Aroldis Chapman,2019,WHIP,1.105263157894737,1.2173117951283674,1.1335823301799,1.3054609646923518,fit
10233,Aroldis Chapman,2021,WHIP,1.3136094674556213,1.1346945771003563,1.065182994556467,1.2084222078584559,fit
10233,Aroldis Chapman,2022,WHIP,1.4311926605504586,1.108759657165774,1.0372494205080791,1.1820259586897937,fit
10233,Aroldis Chapman,2023,WHIP,1.2514285714285713,1.1339581137578802,1.0540251285573194,1.2145632789316894,fit
