playerid,PlayerName,Season,outcome,observed,fitted_mean,fitted_p05,fitted_p95,type
23550,Aaron Ashby,2022,SO,1.173913043478261,1.0746794259356673,0.9439283597470352,1.2111834755934086,fit
29914,Andrew Alvarez,2025,SO,0.8571428571428572,0.9675697527561512,0.7858410100554241,1.1633301714931221,fit
23590,Ben Brown,2024,SO,1.1566265060240963,1.0667793897471387,0.9471760030152109,1.1876437254361567,fit
23590,Ben Brown,2025,SO,1.137931034482759,1.0443940091337842,0.9365212662389283,1.1516947296631361,fit
13543,Blake Snell,2018,SO,1.223247232472325,1.2377592764134064,1.1458177309102542,1.3309109448861716,fit
13543,Blake Snell,2019,SO,1.3738317757009346,1.3143258690819426,1.2331112121694954,1.3969782810611397,fit
13543,Blake Snell,2020,SO,1.26,1.342878115879534,1.2690493422508207,1.4156920508077524,fit
13543,Blake Snell,2021,SO,1.3212435233160622,1.3708465123834623,1.3062939349229388,1.4362908789944793,fit
13543,Blake Snell,2022,SO,1.3359375,1.2997187752564365,1.2362773469163797,1.3628063524537692,fit
13543,Blake Snell,2023,SO,1.3,1.3049050292559798,1.2330128006708392,1.3807543193473117,fit
13543,Blake Snell,2024,SO,1.3942307692307692,1.2798577782988583,1.194691676540433,1.3682475584291771,fit
13543,Blake Snell,2025,SO,1.1739130434782608,1.252263465817847,1.1512791055778753,1.3598428888809755,fit
26056,Brandon Walter,2025,SO,0.968944099378882,0.959594298962967,0.8192292519895235,1.1142838860467155,fit
16162,Brandon Woodruff,2019,SO,1.1753424657534244,1.1567699479736009,1.0631647978898182,1.2558062689749745,fit
16162,Brandon Woodruff,2020,SO,1.2352941176470587,1.1956323835670395,1.116221480904306,1.2793771021314715,fit
16162,Brandon Woodruff,2021,SO,1.1765799256505576,1.234886096527166,1.1671742516454782,1.3070318531861767,fit
16162,Brandon Woodruff,2022,SO,1.2391304347826086,1.1847272106937694,1.1158739929599684,1.2572197633351816,fit
16162,Brandon Woodruff,2023,SO,1.1044776119402986,1.203744141871605,1.1200282965623,1.2924097304982518,fit
16162,Brandon Woodruff,2025,SO,1.2835051546391751,1.1834954773460031,1.0605838246391812,1.318112574182955,fit
30279,Bryan Woo,2023,SO,1.0608365019011405,0.9906281703383816,0.9018261692466488,1.086538112089989,fit
30279,Bryan Woo,2024,SO,0.8324175824175826,1.0013766403811575,0.9265379922774514,1.0810049275063363,fit
30279,Bryan Woo,2025,SO,1.060714285714286,1.0101346630535641,0.9358696640447846,1.0870784253039614,fit
32095,Cam Schlittler,2025,SO,1.1506849315068493,1.1105295284885417,0.9519290523453194,1.2824916846748513,fit
16137,Carlos Rodón,2018,SO,0.7458563535911601,1.0469792309456818,0.9507433049046039,1.1493935673562556,fit
16137,Carlos Rodón,2019,SO,1.326923076923077,1.1215868355217908,1.0314574616065284,1.2132852509712593,fit
16137,Carlos Rodón,2021,SO,1.3944723618090453,1.1906294738890444,1.1253262709691534,1.259634939202045,fit
16137,Carlos Rodón,2022,SO,1.3314606741573034,1.1388670224906623,1.0825714202392642,1.1975112783049475,fit
16137,Carlos Rodón,2023,SO,0.994818652849741,1.153557027804128,1.0953515825407687,1.2143479814072518,fit
16137,Carlos Rodón,2024,SO,1.1142857142857143,1.141478785042669,1.074158131179761,1.210506205831762,fit
16137,Carlos Rodón,2025,SO,1.039249146757679,1.126780634067085,1.047447067176728,1.2101523784241925,fit
30113,Chad Patrick,2025,SO,1.0612813370473535,1.0080867533284288,0.8927565114532581,1.136123719633657,fit
35333,Chase Burns,2025,SO,1.546153846153846,1.2602259343415882,1.0585455889850506,1.4881870984725813,fit
10603,Chris Sale,2018,SO,1.5,1.3592752853693693,1.264752153060468,1.4556861696754742,fit
10603,Chris Sale,2019,SO,1.4796380090497736,1.4196322377669728,1.3337502351395267,1.5068896796368296,fit
10603,Chris Sale,2021,SO,1.21875,1.432209047305514,1.3603728455010051,1.5057793772009564,fit
10603,Chris Sale,2023,SO,1.2175324675324672,1.318468518403754,1.2420051960078544,1.394013503773517,fit
10603,Chris Sale,2024,SO,1.2664165103189493,1.2716304015939404,1.1909567623615365,1.3567950695029043,fit
10603,Chris Sale,2025,SO,1.312997347480106,1.2234854525799228,1.1308168584869975,1.3204387938750448,fit
19899,Clarke Schmidt,2023,SO,0.9371069182389937,0.9649462076921596,0.8847895885300512,1.0516281113385648,fit
19899,Clarke Schmidt,2024,SO,1.08984375,0.9724375953695706,0.8969337572563372,1.0534301694037598,fit
19899,Clarke Schmidt,2025,SO,0.9279661016949152,0.9781017529951567,0.8873182684802757,1.0735027453601043,fit
21846,Cole Ragans,2022,SO,0.675,1.0697892852581703,0.9451483459381264,1.1994712893903599,fit
21846,Cole Ragans,2024,SO,1.1967799642218244,1.1681656970046683,1.0766776290893714,1.2643413480510113,fit
21846,Cole Ragans,2025,SO,1.5891891891891892,1.2044621975085708,1.1003645394552795,1.3116252493051912,fit
27649,Connor Phillips,2023,SO,1.2580645161290323,1.0278883687294296,0.809151969932968,1.2787403000129665,fit
20778,Cristopher Sánchez,2023,SO,0.9664429530201344,0.943314998915016,0.8673960175543637,1.0242545064117607,fit
20778,Cristopher Sánchez,2024,SO,0.8422018348623855,0.953721872428871,0.8878888036432158,1.0214930114668694,fit
20778,Cristopher Sánchez,2025,SO,1.0495049504950495,0.9623242385100352,0.8898307311311926,1.038457489322532,fit
26389,DJ Herz,2024,SO,1.1954887218045112,1.1175262894599802,0.9694434178406577,1.2822536561166484,fit
30056,David Festa,2024,SO,1.1968911917098446,1.0322548862456804,0.9052214359260835,1.170238347499533,fit
30056,David Festa,2025,SO,0.9937499999999999,1.020735901495989,0.9036686852883741,1.1509020424552079,fit
18525,Dylan Cease,2019,SO,1.1095890410958904,1.1279586314175656,1.026549531275508,1.2340389025310707,fit
18525,Dylan Cease,2020,SO,0.7542857142857142,1.1743888661006527,1.0891429217786812,1.2649636771026813,fit
18525,Dylan Cease,2021,SO,1.364185110663984,1.2217838738954092,1.1506595543524525,1.2937585056041645,fit
18525,Dylan Cease,2022,SO,1.233695652173913,1.1805720983930472,1.1244451842519456,1.2376684238463822,fit
18525,Dylan Cease,2023,SO,1.2090395480225988,1.208035309539823,1.152684902130539,1.263635208112743,fit
18525,Dylan Cease,2024,SO,1.1830985915492955,1.2076414696030975,1.1446741382680639,1.2719359884537826,fit
18525,Dylan Cease,2025,SO,1.2797619047619047,1.2043719235448238,1.1238354448417847,1.2843302527109606,fit
21690,Edward Cabrera,2021,SO,1.0632911392405064,1.1562916671824914,1.0279687754706908,1.2876733302416188,fit
21690,Edward Cabrera,2022,SO,1.0465116279069766,1.103131912172366,1.0053395272181422,1.202845906166257,fit
21690,Edward Cabrera,2023,SO,1.1839464882943143,1.114763106744423,1.0333800413521426,1.1963410285390235,fit
21690,Edward Cabrera,2024,SO,1.110726643598616,1.1008043484242211,1.0265511411588433,1.176850920195598,fit
21690,Edward Cabrera,2025,SO,1.089588377723971,1.08466912723531,1.000930780411038,1.1725909946443942,fit
29839,Emmet Sheehan,2023,SO,1.0607734806629834,1.129370772375432,0.9867945137006235,1.2881616921111387,fit
29839,Emmet Sheehan,2025,SO,1.2136363636363636,1.1273949894273942,1.0038428444903396,1.2600538590698145,fit
19316,Eric Lauer,2018,SO,0.8928571428571429,0.8721714623793752,0.7926561629925806,0.9555044610165463,fit
19316,Eric Lauer,2019,SO,0.9220489977728286,0.9373252240637018,0.8652481346963332,1.0107451360327164,fit
19316,Eric Lauer,2021,SO,0.9859550561797751,1.0016179898087967,0.9407677364583712,1.0627950007606335,fit
19316,Eric Lauer,2022,SO,0.9894957983193278,0.9612852190227437,0.9022927203561815,1.020787657511094,fit
19316,Eric Lauer,2023,SO,0.9214285714285715,0.9770019840205033,0.9090295747326878,1.0456799913309263,fit
19316,Eric Lauer,2025,SO,0.9745222929936304,0.9609325365313037,0.8660289788386124,1.058560823813471,fit
27768,Eury Pérez,2023,SO,1.1824817518248179,1.1453988557601338,1.018147193907415,1.2796906977052003,fit
27768,Eury Pérez,2025,SO,1.1013986013986017,1.1148353050721842,1.0058765977553061,1.2276729551401524,fit
18679,Freddy Peralta,2018,SO,1.225531914893617,1.227885225161957,1.099004337887383,1.3669870898438428,fit
18679,Freddy Peralta,2021,SO,1.3510392609699768,1.3140018151384665,1.2330988840768915,1.3962437470066638,fit
18679,Freddy Peralta,2022,SO,1.1025641025641026,1.231732857779288,1.1686773237638737,1.297631024919666,fit
18679,Freddy Peralta,2023,SO,1.267605633802817,1.2227092115861915,1.160951797719634,1.285318059989739,fit
18679,Freddy Peralta,2024,SO,1.1516314779270633,1.1857771027342252,1.118948834940256,1.255725792783751,fit
18679,Freddy Peralta,2025,SO,1.1547169811320754,1.147203218193081,1.0695662597367077,1.226478285896295,fit
27463,Garrett Crochet,2024,SO,1.4315068493150684,1.2942020593363592,1.195726425119561,1.3947336908060866,fit
27463,Garrett Crochet,2025,SO,1.2418831168831166,1.2628003123033664,1.1747704537951689,1.355838731041665,fit
30122,Gavin Williams,2023,SO,0.9878048780487805,1.0290416359081291,0.9295561634106112,1.1353445400785094,fit
30122,Gavin Williams,2024,SO,1.0394736842105263,1.0305338524666356,0.9462463874776673,1.1212575895017263,fit
30122,Gavin Williams,2025,SO,1.0318091451292246,1.029889682134225,0.9456326946524684,1.1186075484274656,fit
13125,Gerrit Cole,2018,SO,1.3777038269550745,1.3952219431331032,1.310336278226119,1.4825067904160827,fit
13125,Gerrit Cole,2019,SO,1.5353218210361064,1.410703922144301,1.3383880586487245,1.4815565921815135,fit
13125,Gerrit Cole,2020,SO,1.2876712328767124,1.372434382317843,1.3084285369401851,1.4370832106842049,fit
13125,Gerrit Cole,2021,SO,1.3400735294117645,1.3340439948882807,1.2775652361059902,1.3905862154776576,fit
13125,Gerrit Cole,2022,SO,1.2807308970099671,1.2043618563269043,1.1443136724983127,1.264506958700661,fit
13125,Gerrit Cole,2023,SO,1.062200956937799,1.1513405340980167,1.0829845233667854,1.220224910768903,fit
13125,Gerrit Cole,2024,SO,1.0421052631578946,1.0752865755860759,0.9959646849851278,1.1565420434799278,fit
16944,Grant Holmes,2025,SO,1.0695652173913044,1.0293415711807326,0.9108941036784687,1.1536390306243218,fit
24492,Grayson Rodriguez,2023,SO,1.0573770491803278,1.054528592855357,0.952641933376502,1.1627072221458479,fit
24492,Grayson Rodriguez,2024,SO,1.114285714285714,1.0481726032533119,0.9543579751818859,1.1473971680622277,fit
31635,Hayden Birdsong,2024,SO,1.2222222222222223,1.148584198968904,0.9766012686222553,1.3320646202245443,fit
25880,Hunter Brown,2023,SO,1.1434689507494646,1.07376683953128,0.9873225339150151,1.1617821709666019,fit
25880,Hunter Brown,2024,SO,1.0529411764705883,1.0925502359568888,1.0183970481327007,1.169200206868137,fit
25880,Hunter Brown,2025,SO,1.1115107913669062,1.109391868266047,1.0306241791174384,1.1912878824283615,fit
22182,Hunter Greene,2022,SO,1.3050397877984083,1.2255858119667835,1.1257602326919094,1.3303739471148042,fit
22182,Hunter Greene,2023,SO,1.3571428571428572,1.247762016307117,1.1652788334872748,1.3332420957594417,fit
22182,Hunter Greene,2024,SO,1.1241685144124167,1.2412987595048732,1.164187113244541,1.3206962112519258,fit
22182,Hunter Greene,2025,SO,1.2260061919504641,1.232188474169816,1.1416737983752197,1.3251123766383723,fit
33527,Hurston Waldrep,2025,SO,0.9763313609467456,1.0029497482110277,0.8428331382117328,1.1807940736029263,fit
27889,J.T. Ginn,2024,SO,0.8529411764705882,0.9544633817091149,0.834203786703373,1.086036584949769,fit
27889,J.T. Ginn,2025,SO,1.0959409594095944,0.9506640374249952,0.8403282124012792,1.0674582076169805,fit
17479,Jack Flaherty,2018,SO,1.205298013245033,1.14045227906117,1.0533766228280785,1.2289225214898374,fit
17479,Jack Flaherty,2019,SO,1.1765704584040744,1.194801518130366,1.119259858937598,1.2734296807631014,fit
17479,Jack Flaherty,2020,SO,1.2148760330578512,1.2044433805824408,1.1366895295548953,1.2757651090766273,fit
17479,Jack Flaherty,2021,SO,1.0851063829787235,1.2130955743866099,1.1530931660222339,1.2731828824486071,fit
17479,Jack Flaherty,2022,SO,0.9166666666666666,1.1347420926566139,1.0804107795095304,1.1915766936933707,fit
17479,Jack Flaherty,2023,SO,1.0254041570438799,1.1239572321223803,1.064530530063821,1.1851674344324237,fit
17479,Jack Flaherty,2024,SO,1.1975308641975309,1.0875614343175761,1.0207219105723195,1.158585306227258,fit
17479,Jack Flaherty,2025,SO,1.1677018633540373,1.0497648140460552,0.9746938106077312,1.1314127778557534,fit
30146,Jack Leiter,2024,SO,0.869158878504673,0.9354405484251408,0.8299274483004515,1.049543566366873,fit
30146,Jack Leiter,2025,SO,0.9758241758241759,0.9522047976548093,0.8532864487536692,1.0555729821559048,fit
25098,Jacob Lopez,2025,SO,1.2194244604316544,1.1107568201260967,0.9782326490448254,1.251320475973286,fit
31623,Jacob Misiorowski,2025,SO,1.3181818181818181,1.1991188028446271,1.0227967942452312,1.3826492922583569,fit
10954,Jacob deGrom,2018,SO,1.23963133640553,1.2917111911326193,1.214436467090432,1.3730815700530732,fit
10954,Jacob deGrom,2019,SO,1.25,1.3549404902450346,1.2835665530836147,1.4274007672220326,fit
10954,Jacob deGrom,2020,SO,1.5294117647058822,1.367509861683295,1.2980896224327616,1.4382696623468003,fit
10954,Jacob deGrom,2021,SO,1.5869565217391304,1.3789645306698806,1.311354471577137,1.4472373473777052,fit
10954,Jacob deGrom,2022,SO,1.5854922279792747,1.2914334069716453,1.2202396774892794,1.3641786969580152,fit
10954,Jacob deGrom,2023,SO,1.4835164835164836,1.2806863642719122,1.1990571851507592,1.3628938952049203,fit
10954,Jacob deGrom,2025,SO,1.0714285714285714,1.1989408703109605,1.0940232356429545,1.306141320383486,fit
27863,Jared Jones,2024,SO,1.0849315068493148,1.047630969747317,0.9211471983409518,1.1823127087178371,fit
19959,Jesús Luzardo,2020,SO,1,1.0580233309495843,0.9548771981344599,1.1647799566081123,fit
19959,Jesús Luzardo,2021,SO,1.0279720279720281,1.1037792818351257,1.015858098158306,1.193234462818816,fit
19959,Jesús Luzardo,2022,SO,1.1960132890365451,1.0695970651395077,1.0019415513352499,1.139145325466253,fit
19959,Jesús Luzardo,2023,SO,1.164179104477612,1.0976827344182525,1.0360730304326733,1.1617972177829343,fit
19959,Jesús Luzardo,2024,SO,0.8699999999999999,1.1006243932923307,1.0332233386187692,1.1686555517233186,fit
19959,Jesús Luzardo,2025,SO,1.1760435571687842,1.1009962193177556,1.020932719880859,1.1834843493897786,fit
29608,Joe Boyle,2024,SO,1.1748251748251748,1.0723582171887653,0.9352676603013417,1.2200698554242622,fit
29608,Joe Boyle,2025,SO,1.1153846153846154,1.0695143009166443,0.9430758526786015,1.2044705958705963,fit
12970,Joe Musgrove,2018,SO,0.8670520231213874,0.9278974998146953,0.8489533842912559,1.0107931519180018,fit
12970,Joe Musgrove,2019,SO,0.9217221135029353,0.9953347897433489,0.9278442532785819,1.065618701845015,fit
12970,Joe Musgrove,2020,SO,1.3865546218487397,1.027425924298433,0.9672881967974828,1.0912977381084499,fit
12970,Joe Musgrove,2021,SO,1.1194852941176467,1.0597032337309773,1.0051079560214933,1.1177946032847432,fit
12970,Joe Musgrove,2022,SO,1.0165745856353592,1.0152217229202825,0.95743277882262,1.0751818088647944,fit
12970,Joe Musgrove,2023,SO,0.9965753424657536,1.0299788667988932,0.959836967334768,1.1034457249082925,fit
12970,Joe Musgrove,2024,SO,1.0133779264214045,1.0209168959953967,0.9352013154952075,1.1147863285084492,fit
21390,Joe Ryan,2021,SO,1.125,1.1405908460504521,1.0333120537818008,1.2527417258418716,fit
