playerid,PlayerName,Season,metric,observed,fitted_mean,fitted_p05,fitted_p95,type
29911,Andrew Abbott,2023,WHIP,1.3170731707317076,1.2507648390409634,1.1724273066752127,1.3313685061957845,fit
29911,Andrew Abbott,2024,WHIP,1.2971014492753623,1.2031732983268546,1.1444567171679436,1.2641492281357192,fit
29911,Andrew Abbott,2025,WHIP,1.1482965931863727,1.1950891403440491,1.1318001716683828,1.260160529118312,fit
29914,Andrew Alvarez,2025,WHIP,1.1142857142857143,1.2327367675733345,1.0639449691609904,1.4139746037807503,fit
21224,Bailey Ober,2021,WHIP,1.2021660649819497,1.135299373474229,1.0575584933025417,1.21544251784437,fit
21224,Bailey Ober,2022,WHIP,1.0535714285714286,1.1223715034380488,1.0631488439019185,1.1817036865879824,fit
21224,Bailey Ober,2023,WHIP,1.066974595842956,1.1806981112945953,1.1307981340039377,1.2305546368303961,fit
21224,Bailey Ober,2024,WHIP,1.001865671641791,1.1694306064990083,1.1180959960850017,1.221013986047198,fit
21224,Bailey Ober,2025,WHIP,1.298405466970387,1.1917317024819971,1.1266566673902116,1.258675835501249,fit
26056,Brandon Walter,2025,WHIP,0.9316770186335405,1.1045921445282287,0.9910864020432774,1.2234700539162695,fit
16162,Brandon Woodruff,2019,WHIP,1.1424657534246574,1.1109779447336894,1.043888018509571,1.1795650302596752,fit
16162,Brandon Woodruff,2020,WHIP,0.9909502262443438,1.058284857649295,1.0047368374167358,1.1127880967412382,fit
16162,Brandon Woodruff,2021,WHIP,0.9646840148698884,1.014606509764496,0.9707599424496506,1.0586825394650181,fit
16162,Brandon Woodruff,2022,WHIP,1.0695652173913044,0.9805956216603371,0.9355596435166779,1.026002519795453,fit
16162,Brandon Woodruff,2023,WHIP,0.8208955223880597,1.0119389583361487,0.9555533344195454,1.0705820503714545,fit
16162,Brandon Woodruff,2025,WHIP,0.9123711340206185,0.9802663933232546,0.8971143873578272,1.0687544582585076,fit
21844,Braxton Garrett,2021,WHIP,1.8235294117647058,1.2845075199248144,1.1788620005294121,1.3935185495311808,fit
21844,Braxton Garrett,2022,WHIP,1.25,1.2221988068644312,1.1472218444800357,1.299272791238919,fit
21844,Braxton Garrett,2023,WHIP,1.1461377870563676,1.2396196787410947,1.1728228217484695,1.3071528379694084,fit
21844,Braxton Garrett,2024,WHIP,1.1891891891891893,1.1834203739132054,1.1102349323044718,1.2601180712564732,fit
23920,Brayan Bello,2022,WHIP,1.7790697674418603,1.3588387663690378,1.2666512871078817,1.4554905126043343,fit
23920,Brayan Bello,2023,WHIP,1.3375796178343948,1.3700068005199553,1.3003456434012595,1.442699961993537,fit
23920,Brayan Bello,2024,WHIP,1.3613963039014374,1.2960590689653098,1.2389564130869628,1.35390090382849,fit
23920,Brayan Bello,2025,WHIP,1.236,1.2651727035119267,1.1997204313279979,1.3309465952509667,fit
30279,Bryan Woo,2023,WHIP,1.209125475285171,1.086722330319305,1.0110557385506997,1.1631295410126232,fit
30279,Bryan Woo,2024,WHIP,0.8983516483516485,1.0415004292003824,0.9834053995243326,1.0995041369012248,fit
30279,Bryan Woo,2025,WHIP,0.9267857142857144,1.027893546435395,0.9709967610030561,1.0854739910899551,fit
29837,Bryce Miller,2023,WHIP,1.1421319796954315,1.1688626115818945,1.094219608864449,1.2442421612066923,fit
29837,Bryce Miller,2024,WHIP,0.975970425138632,1.1691110228505117,1.110231886750735,1.2302932353649336,fit
29837,Bryce Miller,2025,WHIP,1.4059040590405907,1.2051581443087411,1.137140918796456,1.277699602743314,fit
31872,Cade Horton,2025,WHIP,1.0847457627118644,1.1190449619070082,1.0193593821308053,1.2215927213877624,fit
32095,Cam Schlittler,2025,WHIP,1.2191780821917808,1.1905361178972627,1.0709920192407851,1.3226798452288073,fit
16137,Carlos Rodón,2018,WHIP,1.2596685082872927,1.2637991604485368,1.1792999991921138,1.3519244348333856,fit
16137,Carlos Rodón,2019,WHIP,1.4423076923076925,1.2471281915423804,1.1780217063913374,1.3188548702718526,fit
16137,Carlos Rodón,2021,WHIP,0.9572864321608041,1.153597843990707,1.106963606858277,1.2020981151484025,fit
16137,Carlos Rodón,2022,WHIP,1.0280898876404494,1.1188062374025916,1.0772545212139482,1.1616666494569903,fit
16137,Carlos Rodón,2023,WHIP,1.4455958549222798,1.1643546664970035,1.1190047742614384,1.211725966952573,fit
16137,Carlos Rodón,2024,WHIP,1.2228571428571429,1.1347688680150074,1.082947478009027,1.1876184107728964,fit
16137,Carlos Rodón,2025,WHIP,1.0494880546075083,1.1425319087788064,1.081811704406567,1.2051895237063963,fit
30113,Chad Patrick,2025,WHIP,1.278551532033426,1.2376712112603967,1.1424788038024494,1.337128425366852,fit
35333,Chase Burns,2025,WHIP,1.3153846153846154,1.271495395787634,1.1117425061352528,1.4464049461259536,fit
10603,Chris Sale,2018,WHIP,0.8607594936708861,1.0205688658660035,0.9623704504406407,1.0797873902323452,fit
10603,Chris Sale,2019,WHIP,1.085972850678733,1.0310795069681467,0.9801430024378225,1.0837484303403193,fit
10603,Chris Sale,2021,WHIP,1.3359375,0.9909005286467486,0.9473112421509491,1.0351551283759246,fit
10603,Chris Sale,2023,WHIP,1.1298701298701297,1.0394068341870784,0.9885972945077338,1.0920069197693383,fit
10603,Chris Sale,2024,WHIP,1.0131332082551596,1.0331712458968971,0.9762619449447607,1.0923527598350695,fit
10603,Chris Sale,2025,WHIP,1.0663129973474799,1.0581923728859608,0.9917342928643579,1.128607556489037,fit
19899,Clarke Schmidt,2023,WHIP,1.3522012578616351,1.2895624874931242,1.2154779937469307,1.367712288338696,fit
19899,Clarke Schmidt,2024,WHIP,1.18359375,1.220528111402374,1.1546146017662424,1.287753911876187,fit
19899,Clarke Schmidt,2025,WHIP,1.0932203389830508,1.1922586361479186,1.1075740583988172,1.2793109043568036,fit
27597,Cody Bradford,2024,WHIP,1.0087336244541485,1.1197826445073884,1.0168365769950833,1.2277148159607718,fit
21846,Cole Ragans,2022,WHIP,1.475,1.2828529497538705,1.1660586035295355,1.4053480830792482,fit
21846,Cole Ragans,2024,WHIP,1.143112701252236,1.1874814909376097,1.1213124956153049,1.254895248817916,fit
21846,Cole Ragans,2025,WHIP,1.183783783783784,1.1430334493738143,1.0699415124106344,1.2190715771819343,fit
19361,Corbin Burnes,2020,WHIP,1.0223463687150838,0.9944524474423911,0.9255655004695631,1.0658878194813584,fit
19361,Corbin Burnes,2021,WHIP,0.9401197604790419,0.9932537789251512,0.9418160870406597,1.0446322363417848,fit
19361,Corbin Burnes,2022,WHIP,0.9653465346534653,1.0002923014285532,0.9588103432529329,1.0423616145406833,fit
19361,Corbin Burnes,2023,WHIP,1.068846815834768,1.0785133032073346,1.0353731419322962,1.1221562464643184,fit
19361,Corbin Burnes,2024,WHIP,1.0960548885077184,1.0910143996064083,1.0359137950817745,1.1458382787483872,fit
19361,Corbin Burnes,2025,WHIP,1.1658031088082903,1.1387137346734248,1.0653030271966315,1.2134502292765998,fit
20778,Cristopher Sánchez,2023,WHIP,1.0469798657718123,1.1516589471594885,1.0796799876114693,1.2271337825143716,fit
20778,Cristopher Sánchez,2024,WHIP,1.2440366972477066,1.0968914154278722,1.0452952283273866,1.1497194849151633,fit
20778,Cristopher Sánchez,2025,WHIP,1.0643564356435644,1.075338521119438,1.0177225266121093,1.133288565394745,fit
19350,Dean Kremer,2021,WHIP,1.639751552795031,1.3908951119466537,1.2942757384075034,1.489454781577791,fit
19350,Dean Kremer,2022,WHIP,1.2526595744680853,1.313541840430403,1.2468478811130956,1.381685186637105,fit
19350,Dean Kremer,2023,WHIP,1.308880308880309,1.32627851537554,1.2720625424656222,1.3817431224111454,fit
19350,Dean Kremer,2024,WHIP,1.2416452442159385,1.2575913086422579,1.2038638022045607,1.3122128261168315,fit
19350,Dean Kremer,2025,WHIP,1.2116504854368932,1.2294867675749397,1.1616080577710577,1.2997432654539565,fit
25385,Drew Rasmussen,2022,WHIP,1.0410958904109588,1.0727867195975769,0.9993984798848176,1.1479225464636638,fit
25385,Drew Rasmussen,2023,WHIP,1.0522388059701493,1.111791819051486,1.0493087382742345,1.1765836390285027,fit
25385,Drew Rasmussen,2025,WHIP,1.02,1.0877268189754714,1.0154363404055935,1.1660967488787806,fit
18525,Dylan Cease,2019,WHIP,1.547945205479452,1.3863454794173204,1.2918094000952802,1.4818578497336237,fit
18525,Dylan Cease,2020,WHIP,1.44,1.3254495408191704,1.2507459817541389,1.401402293347227,fit
18525,Dylan Cease,2021,WHIP,1.2494969818913482,1.2654374744371788,1.2100527534022336,1.3219999689761384,fit
18525,Dylan Cease,2022,WHIP,1.108695652173913,1.2173321191493185,1.1737396537242526,1.2626200288343121,fit
18525,Dylan Cease,2023,WHIP,1.4180790960451977,1.2607335799464348,1.2170015373719332,1.3075100342242179,fit
18525,Dylan Cease,2024,WHIP,1.066901408450704,1.2207654390843168,1.171818657169145,1.272672903850991,fit
18525,Dylan Cease,2025,WHIP,1.3273809523809523,1.2227245479992277,1.1611244704067643,1.2880116070646959,fit
29839,Emmet Sheehan,2023,WHIP,1.1933701657458564,1.2299860486455154,1.1113652304057415,1.3552870690483392,fit
29839,Emmet Sheehan,2025,WHIP,0.9681818181818183,1.151799433979726,1.0624329716700145,1.2446540348488986,fit
19316,Eric Lauer,2018,WHIP,1.5446428571428572,1.3912440600688971,1.308087075779609,1.4809177987751554,fit
19316,Eric Lauer,2019,WHIP,1.3964365256124722,1.3683253282013674,1.3001130238773044,1.4391852310195012,fit
19316,Eric Lauer,2021,WHIP,1.137640449438202,1.2526589349667685,1.2022757406795803,1.3020653923815544,fit
19316,Eric Lauer,2022,WHIP,1.2226890756302522,1.2103949614432916,1.1595334399607273,1.2612366070556713,fit
19316,Eric Lauer,2023,WHIP,1.6714285714285715,1.2516926028310287,1.1903686386133343,1.3130226426086384,fit
19316,Eric Lauer,2025,WHIP,1.1082802547770698,1.2151465019523822,1.1314821840562668,1.301059642228969,fit
27768,Eury Pérez,2023,WHIP,1.1277372262773726,1.1629550625010165,1.062018247959036,1.269004214274948,fit
27768,Eury Pérez,2025,WHIP,1.0489510489510492,1.1282894475515848,1.0474871250228714,1.2135027965169356,fit
