Season,mlbam_id,EV,LA,BarrelPct,HardHitPct,Events
2015,594777,86.2,11.6,6.8,32.2,472
2015,434778,91.9,10.1,8.9,47.4,470
2015,488862,89.7,4.3,3,36.3,468
2015,543401,89.4,9.2,2.8,38.5,468
2015,502517,89.9,11.9,4.7,37.9,467
2015,543939,87.5,11.3,3,33.8,467
2015,520471,86.1,13.2,2.1,22.1,467
2015,408236,88.8,14.2,8.4,36.8,467
2015,516782,87.8,5.5,6.7,35.1,464
2015,502210,88.4,14.8,5,32.8,464
2015,467827,88.2,9.3,3.2,30,464
2015,518934,90.5,2.9,1.9,40,462
2015,516770,86.3,7.1,4.3,28,461
2015,518792,89.1,4.6,2.8,34.6,460
2015,461314,89.5,12,8.3,40.5,457
2015,456715,90.2,9.5,5.5,38.1,457
2015,521692,87.3,13,5.3,32.6,454
2015,461858,89.8,13.6,7.9,39.4,454
2015,594828,88.9,10.5,7.1,39.2,452
2015,544369,85.4,10.4,1.6,24.5,449
2015,452104,86.8,11.9,5.1,32.5,449
2015,451594,87.2,12.2,4.5,30.2,447
2015,458731,88.8,11.1,4,34.9,447
2015,430945,88.2,11.3,8.9,34.5,447
2015,430832,92,16.9,12.6,45.6,445
2015,457803,89.7,15.6,8.1,37.6,444
2015,542993,83.2,8.1,0.5,14.7,442
2015,457705,90.6,13.9,9.3,44.6,442
2015,120074,93,15.7,13.1,49.1,442
2015,435522,88.9,14,4.8,37.6,441
2015,445988,89,9.1,2.3,33.6,441
2015,456714,89.4,8.5,7.5,40.6,441
2015,429665,90,16.8,10,43.9,440
2015,425877,86.4,10.4,2.3,25.3,439
2015,523253,88.4,15.4,3.7,32.2,435
2015,276519,85.7,16.2,2.5,23.1,433
2015,467793,89.2,12.4,7.2,39.7,433
2015,434158,89.4,18.4,8.3,40,433
2015,408314,84.6,13.4,0.2,18.6,431
2015,471865,90.3,9.1,10.5,38.6,428
2015,443558,92.6,9.2,14.1,47.8,427
2015,572761,88.9,16.9,9.1,35.8,427
2015,543760,87.1,13.6,4.5,28.9,426
2015,543434,90,7.4,4.7,39.1,425
2015,434636,86.3,11.6,0.7,22.6,425
2015,527038,86.4,14.6,1.9,25.7,424
2015,502671,92,12.9,12.5,46.3,423
2015,545361,92.9,14,16.4,48.6,422
2015,502110,91.3,16.2,17.3,48.5,421
2015,116338,88.5,10.8,5,34.9,421
2015,607054,87.1,9.8,3.3,26.3,418
2015,450314,88.6,8.2,3.6,34.9,416
2015,541645,88.5,6.8,4.8,37.5,416
2015,425783,90.9,7.7,8.4,44.1,415
2015,595281,87.6,9,2.4,30.9,414
2015,458015,90.2,11.5,10.9,42.2,412
2015,133380,87.4,15.8,5.6,34.5,412
2015,543213,85.8,10,1,19.6,409
2015,457727,88.2,2.1,2.7,35.9,407
2015,435622,90.8,6.4,6.9,41.1,406
2015,452678,88.3,17.3,5.4,32.3,405
2015,452252,89.5,10.8,7.2,36,405
2015,592206,88.3,16.9,7.7,34.5,403
2015,467055,88,10,4.8,33.5,400
2015,136860,90.6,15.6,5.8,41.9,399
2015,588751,87.6,7.6,1,31.3,396
2015,400121,87.7,15,4.1,33.2,395
2015,547180,91.4,14.7,12.9,47.5,394
2015,460075,92.3,7.7,10.7,45.4,394
2015,543063,90.3,8.6,8.7,42.9,392
2015,457708,89.9,16.2,10.3,39.2,388
2015,519083,87.1,14,2.3,35.1,385
2015,121347,91.3,12.2,10.9,43.9,385
2015,435062,90.3,1.2,3.9,41.4,384
2015,435559,87.7,13.7,1,29.9,384
2015,467092,90.5,4.5,6.3,44.5,382
2015,572008,86.9,14.6,2.6,24.9,381
2015,489149,89.9,11.7,6.9,37.7,379
2015,578428,83.7,4.5,0,18.7,379
2015,408299,84.2,14.2,0.8,20.4,377
2015,444432,92,13.3,9.8,43,377
2015,592663,88.4,8.9,4.3,34.3,376
2015,453064,90,12.7,5.3,40.4,376
2015,592885,91.7,0,4.8,45.1,375
2015,435263,89.5,17.5,5.3,36.5,375
2015,150229,85.4,10.5,3.5,25.7,373
2015,546318,88.7,7.5,3.2,33.9,372
2015,453056,86.5,11.6,3,28.4,370
2015,448801,92,17.5,17.3,45.9,370
2015,457706,89.6,7.3,3.8,39.8,369
2015,407781,86.3,12.1,8.5,31.1,366
2015,592178,89.7,19.6,11.5,43.8,365
2015,519048,91.4,11.5,10.4,45.9,364
2015,571788,86.6,7.8,0.6,24.2,363
2015,444482,91.6,6.7,8,43.4,362
2015,465041,88.2,6.9,4.1,35.6,362
2015,501571,90.7,8.2,1.7,40.2,358
2015,400085,83.2,3.3,0.6,13.8,356
2015,519390,86.9,16.4,5.6,30.1,356
2015,596059,88.3,12.3,5.4,32.8,354
2015,543281,86.4,12,1.4,24.4,352
2015,542303,91.8,7.2,6,45,351
2015,571740,83.7,11,0.6,8.9,350
2015,474832,89.8,16.1,10,41.8,349
2015,408234,93.8,12.2,10.6,53.3,349
2015,458085,88.5,11,5.5,33.3,348
2015,592192,89.3,12.8,7.8,36.2,348
2015,605113,86,12.4,1.7,22.4,348
2015,605412,86.8,11.5,2.3,29.4,347
2015,543543,90,8.4,4.3,40.1,347
2015,543238,88.2,6.1,2.3,30.7,342
2015,592696,87.7,14.5,6.2,30.8,341
2015,596019,89.9,6.3,3.5,36.7,341
2015,431145,89.2,9.7,8.2,40,340
2015,460576,88.2,13.6,5,33.1,338
2015,446263,91.7,19.8,11.6,42.3,336
2015,592261,85.8,10.2,1.2,22.4,335
2015,434670,90.1,6.6,7.5,41.6,334
2015,456030,88.1,9,3,25.4,334
2015,429667,91.3,14.9,11.7,45.2,332
2015,493114,85.4,1.8,0.9,19.6,331
2015,472528,89.5,17.4,8.8,39.3,331
2015,425766,85.5,12.1,1.2,21.5,330
2015,500871,86.5,14,6.1,23.9,330
2015,456422,85.8,9.2,1.8,18.5,329
2015,608365,86.7,15.1,5.2,29.2,329
2015,429666,87.2,9.6,1.5,30.7,329
2015,474568,87.2,8.3,2.1,29.3,328
2015,519299,85.5,11.6,0.3,18.7,326
2015,461235,89.1,19.8,11.7,39.5,324
2015,425567,88.3,15.2,2.5,31.8,324
2015,514917,85.9,6,1.2,26.9,324
2015,444843,86.3,11,5.9,32.5,323
2015,628356,90.5,7.1,9.6,46.4,323
2015,501896,89,6.4,7.2,38.4,320
2015,518692,90.6,14.4,11.3,44.7,320
2015,576397,88.8,14.1,6.3,35.4,319
2015,457759,89.5,14,7.2,37.9,319
2015,452220,86.4,16.9,3.1,25.7,319
2015,461815,88.3,7.7,3.1,35.2,318
2015,572191,88.7,9.8,6.3,35.6,317
2015,400284,88.6,13.3,2.8,34.4,317
2015,543510,88.3,8.6,3.5,37.3,316
2015,570560,85.4,6.6,1.3,20.6,315
2015,605125,87.2,14.8,5.7,33,315
2015,592626,91.2,13.7,11.8,45.2,314
2015,518960,88.8,9.7,4.1,33.8,314
2015,621043,90,8.3,8.9,40.6,313
2015,407893,89.6,15.7,9.3,41.3,312
2015,476883,91.9,7.1,12.3,47.1,310
2015,571506,90.8,8.7,8.7,43,309
2015,475174,87.8,7.4,3.2,33.7,309
2015,571697,85.2,11.3,1,22.5,307
2015,572365,87.3,4.6,2.6,32.1,305
2015,430910,85.6,8,0.3,17.2,302
2015,452234,89.9,11.7,7.9,42.4,302
2015,543068,88.3,11.9,8.7,35.8,299
2015,425560,89.6,13.2,8.1,35.9,298
2015,630111,89.3,5.1,4,38,297
2015,514913,85,12.5,2.4,23.8,294
2015,150212,87.5,7.8,4.5,30.8,292
2015,460026,89.1,11.2,3.8,35.1,291
2015,435063,88.5,15.6,8.3,38.3,290
2015,543305,88.8,11.9,3.1,33.3,288
2015,543807,89.9,9.1,9.5,41.5,284
2015,553993,88.6,14.8,5.3,33.5,284
2015,608070,86.7,11.9,1.8,24,283
2015,458675,89.5,21.1,9.6,35.5,282
2015,346874,88.8,10.7,5.7,35.6,281
2015,475582,91.8,8,9.7,48.4,277
2015,506560,85.6,11.2,1.1,16.2,277
2015,503556,88.8,11.2,3.6,34.3,277
2015,446386,87,13.5,3.3,29.1,275
2015,501981,89.8,12.5,14.7,42.9,273
2015,453923,87.2,10.1,2.2,31.7,271
2015,502082,85.7,16.5,3.3,30.5,269
2015,434658,86.7,12.4,3,28.3,269
2015,502143,91.9,6,10.1,46.6,268
2015,431094,88.3,12.3,2.2,29.6,267
2015,518735,90.7,11.5,9,42.3,267
2015,460086,88.4,15.7,5.2,34.1,267
2015,457787,86.3,12.7,6.4,28.5,267
2015,543228,87.5,17.7,6.4,32.8,265
2015,448602,87.7,13.2,8.4,33.1,263
2015,449107,86.8,10.7,0.8,30.6,258
2015,519208,89.9,11.8,5,35.7,258
2015,461416,87,3.9,2.3,33.5,257
2015,571875,89.6,11.8,6.3,37.9,256
2015,456078,89.3,12.5,10.6,36.5,255
2015,517370,90.1,8.2,5.5,42.9,254
2015,596748,88.8,9.8,5.9,37.2,253
2015,150029,90,15.3,7.9,40.7,253
2015,425796,88,14.2,4.8,33.3,252
2015,543376,87.7,16.3,5.6,31.7,252
2015,455759,85.6,19.4,4.8,26,250
2015,624585,91.7,11.1,10.1,43.1,248
2015,471083,88.3,12,8.5,35.2,247
2015,434563,84.9,9.8,1.6,18,245
2015,457477,86.8,14.8,2.9,23.3,245
2015,474892,91.2,21,15.5,46.9,245
2015,543685,90.3,10.1,4.9,35.5,245
2015,545350,85.7,13.9,5.3,26.2,244
2015,499624,90,9.7,9.2,43.9,239
2015,605486,87.3,4.7,1.3,32.2,239
2015,430203,86.8,12.5,2.1,27.3,238
2015,453539,85.2,3.2,1.3,21.8,238
2015,572019,88.3,10.7,5.9,34.2,237
2015,605512,89.8,9.8,5.6,38.8,232
2015,519306,88.9,13.9,9.5,39,231
2015,452095,90.4,11.8,4.8,39.6,230
2015,430637,87,12.6,8.3,33.9,230
2015,570731,89.8,12.7,8.7,40.6,229
2015,572287,88.8,21.8,8.8,33.8,228
2015,456665,86.9,19.5,5.3,31.9,226
2015,488771,88.5,15.8,5.8,30.7,225
2015,452655,87.7,7,2.7,32.7,223
2015,547982,87.9,8.7,2.2,30,223
2015,628329,88.2,0.9,2.7,32.1,221
2015,425784,85.9,16.7,6.4,28.3,219
2015,624577,89.3,12.2,8.8,36.9,217
2015,542208,86.2,12.2,0.9,23.7,215
2015,545341,92.2,16.3,16.8,46.3,214
2015,429713,89.2,12.4,4.2,36.4,214
2015,596119,86.8,10.3,2.8,27.2,213
2015,475253,91,11.4,12.8,46.4,211
2015,570482,87.2,14.8,4.3,33.8,210
2015,541650,86.3,12.1,2.4,28.8,208
2015,573131,90,12.6,7.9,42.1,202
2015,571466,85.6,8.5,0.5,19.3,202
2015,519237,88.8,14.2,7.5,34.8,201
2015,542454,86.1,5.9,0.5,23.5,200
2015,554429,90.8,12,6.5,42.5,200
2015,519025,88.6,15.4,7.5,36.2,199
2015,430948,84.2,12.5,0.5,17.6,199
2015,446308,87,11.7,6.2,32.5,194
2015,435401,85.6,5.3,1,22.7,194
2015,543216,87.1,9.5,1.6,26.6,192
2015,433217,87.1,10.5,5.2,26.6,192
2015,518595,88.7,16.8,6.8,35.4,192
2015,455104,89.6,16.3,6.8,35.4,192
2015,449181,87.9,10.3,5.2,37.7,191
2015,488681,86.9,10.9,1.1,25.3,190
2015,475247,89.3,10.1,6.3,32.1,190
2015,573135,86.2,6.6,2.1,34.4,189
2015,476704,89,16.2,2.6,34.9,189
2015,518618,87.2,15.7,9,35.6,188
2015,519317,96.1,15.7,24.1,52.9,187
2015,467070,84.8,15.5,2.7,25.7,187
2015,431171,88.6,5.3,3.7,34.2,187
2015,501659,88.8,6.8,5.9,34.1,185
2015,407812,90.4,8.1,4.9,39.9,183
2015,459964,85.7,16.1,3.3,27.9,183
2015,606466,87.2,6.8,1.7,27.8,180
2015,445055,86.3,2.5,1.7,29.1,179
2015,572039,89.8,12,9.5,41.3,179
2015,455139,87,16.2,7.9,33.7,178
2015,608700,88.6,10.1,3.4,32.2,177
2015,501647,88.3,5.8,4.5,33.9,177
2015,581527,88.1,5.4,8,36.9,176
2015,572033,85.7,15.8,4,27.4,175
2015,452239,88.3,10.3,5.1,32,175
2015,542994,90.1,2.4,6.3,39.4,175
2015,493596,84.7,11.4,1.2,23.1,173
2015,460060,86.8,13.1,2.9,26.2,172
2015,477195,87.8,5.9,5.2,39.5,172
2015,543768,88.6,15.4,7.6,36.8,171
2015,501983,88.3,10.1,3.5,38,171
2015,453400,88.7,10.8,5.3,37.1,170
2015,502481,83.8,5.2,0.6,20,170
2015,571976,89.5,9.8,7.1,40,170
2015,446359,85.9,17,3,22.5,169
2015,572816,89.7,14.5,10.7,38.1,168
2015,430897,86.8,8.4,3,29.8,168
2015,455117,87.5,10.8,2.4,30.5,167
2015,446481,86.9,8.3,6.6,25.9,166
2015,430652,84.6,5.1,1.2,22,164
2015,648717,86.9,14.7,7.9,32.9,164
2015,475100,88.2,17.1,5.5,31.7,164
2015,456488,88.7,2.8,2.5,31.5,162
2015,593934,94.1,16.3,20.4,54.9,162
2015,571771,90.4,11,5,43.4,159
2015,452254,90.1,2.1,13.2,39,159
2015,456121,88.1,5.5,3.8,37.1,159
2015,611177,89.1,8.1,8.2,42.4,158
2015,656941,91.9,15.5,12.2,42.3,156
2015,598265,89.3,10.1,6.4,39.1,156
2015,425549,83.7,20.6,2.6,15.5,155
2015,453203,84.1,8.4,0.6,21.9,155
2015,502126,87,12.5,4.6,28.1,153
2015,434604,90.4,0.4,9.8,39.2,153
2015,425664,83.4,17,0,17.9,151
2015,451089,89.4,6.9,2.7,40,150
2015,607385,87.8,14.2,5.3,31.3,150
2015,444379,90.6,7.7,9.5,38.5,148
2015,474443,86.3,4.8,2.7,28.6,147
2015,430404,88.1,18.3,4.1,33.3,147
2015,430321,88.1,9.5,2.1,35.6,146
2015,425900,87.2,15.5,5.5,27.4,146
2015,454560,87.7,9.8,6.8,32.2,146
2015,425834,88.8,12,6.2,37.2,145
2015,518614,87.1,13.2,2.8,25.7,144
2015,408047,88.7,9.9,5.6,39.2,143
2015,489138,88.7,15.8,6.3,35,143
2015,461865,85.6,3.6,0,22.4,143
2015,474233,88.9,19.6,7.1,34.8,141
2015,488721,85.5,13,3.5,24.8,141
2015,408307,89.8,9.9,7.1,41.4,140
2015,493472,87.5,9.1,4.3,36,139
2015,605509,87.3,4.2,0,31.2,138
2015,542921,87,8.8,5.8,37.7,138
2015,624424,92.3,13.4,9.5,47.4,137
2015,452672,85.7,9.2,0.7,22.6,137
2015,571431,89.1,11.6,5.9,34.8,135
2015,455755,83.2,7.9,0,16.3,135
2015,485567,86.6,3.2,5.2,31.3,134
2015,457454,90.6,19.7,14.3,42.1,133
2015,543776,83.9,3.4,0,23.5,132
2015,519295,87.5,13.7,4.6,30.5,131
2015,430605,90.7,11.6,9.2,47.7,130
2015,500743,87.8,4.4,0,30.8,130
2015,547379,90.6,3.3,8.7,39.4,127
2015,434567,90.1,13.4,7.2,42.4,125
2015,460099,86,10.9,7.3,28.5,123
2015,542194,87.3,9.1,2.5,31.1,122
2015,518653,84,9.7,0,11.6,121
2015,573627,88.1,5.6,5,41.3,121
2015,285078,88.2,9.1,8.3,39.2,120
2015,502261,86.3,6.5,2.5,33.3,120
2015,429711,90.8,9.8,16.9,46.6,118
2015,595386,90.4,7.4,5.9,46.6,118
2015,571974,89.7,8.4,5.2,42.2,116
2015,431151,89.3,14.4,9.5,40.9,116
2015,491696,86,11.3,0.9,25.2,115
2015,605227,86.7,9.5,2.7,25.7,113
2015,488810,85.1,7.8,6.2,28.3,113
2015,502054,91.7,6.8,11.5,44.2,113
2015,488671,91.2,13.2,10.6,48.7,113
2015,465674,82.3,11.5,2.8,14.7,109
2015,468406,83.7,14.8,0.9,14,107
2015,434540,89.1,12.3,3.7,38.3,107
2015,488912,87.2,9.2,0,27.4,106
2015,595978,88.1,12.8,1,24.8,105
2015,537953,86.5,13.3,2.9,32.4,105
2015,595885,93,21.3,15.2,53.3,105
2015,518953,84.6,13.4,2,20.8,101
2015,424325,87.7,18.3,5.9,33.7,101
2015,424825,83.8,13.2,1,20.8,101
2015,502582,89.1,10.7,1,30,100
2015,501255,83.1,8.8,0,17,100
2015,446653,87.4,11.2,6.1,29.3,99
2015,571437,90.9,11.6,3,43.4,99
2015,570267,87.6,6.8,14.1,34.3,99
2015,516811,82.7,4.9,1,16.2,99
2015,435064,82.5,8.9,1,22.9,96
2015,572204,88.1,11.4,8.3,36.5,96
2015,501303,83.8,11.7,1.1,22.1,95
2015,506702,83.6,15.2,1.1,17.4,92
2015,594838,87.1,6.3,5.5,33,91
2015,518568,84.7,9.6,0,19.8,91
2015,572180,89.7,8.2,6.7,37.8,90
2015,542340,90.7,2.8,3.4,38.2,89
2015,467143,86.2,14.2,3.4,29.2,89
2015,502182,89.8,9.1,2.3,31.8,88
2015,543742,90.8,10.1,5.7,40.9,88
2015,621439,86.4,12.5,3.4,21.8,87
2015,502374,90.2,15.7,10.3,36.8,87
2015,460077,84.5,22.3,2.3,18.6,86
2015,593643,80.5,8.8,0,12.9,85
2015,489267,86.3,10.6,6,29.8,84
2015,448605,92,13.9,14.3,42.9,84
2015,460269,87,15.2,7.2,28.9,83
2015,593495,81.9,5.7,0,11,82
2015,457775,86.8,2.1,1.2,26.8,82
2015,462564,89.8,17,6.2,43.2,81
2015,544925,88.8,14,7.4,35.8,81
2015,524968,91.2,13.3,8.8,42.5,80
2015,518902,83.2,19.4,0,11.4,79
2015,608369,90.4,9.2,10.1,41.8,79
2015,543590,90.7,9.1,7.6,41.8,79
2015,460055,86,10.9,2.6,22.1,77
2015,465784,88.4,-2.3,0,26,77
2015,543484,91.3,14.3,12,42.7,75
2015,596143,83,4.1,0,8.1,74
2015,456781,89.9,1.5,0,35.6,73
2015,608672,87.2,1.2,1.4,18.1,72
2015,502117,83,9.2,2.8,15.3,72
2015,425772,85.8,12.9,1.4,29.2,72
2015,571970,88.2,18.3,4.2,26.4,72
2015,449786,85.9,16.8,1.4,23.9,71
2015,476633,88.7,26,7,39.4,71
2015,543706,85.9,8.6,0,23.9,71
2015,592647,86.7,13.7,2.8,26.8,71
2015,592200,91.1,16.3,8.7,43.5,69
2015,458913,86,3.5,2.9,27.5,69
2015,592621,87.4,10.7,8.7,34.8,69
2015,592239,83.3,13.5,0,14.5,69
2015,493343,86.1,10.9,2.9,27.9,68
2015,453895,84.6,12,1.5,20.6,68
2015,608671,87.3,4,1.5,22.1,68
2015,519068,87.1,7.2,0,29.9,67
2015,543302,86.7,10.8,3,31.3,67
2015,599096,84.9,17.1,3,25.4,67
2015,543432,90.8,17.6,6.1,43.9,66
2015,477165,88.6,11.7,13.8,41.5,65
2015,621035,88.8,14.8,1.5,32.3,65
2015,545338,85.9,16.3,7.7,24.6,65
2015,453211,89.8,18.2,7.7,33.8,65
2015,594824,84.7,7.8,3.1,23.4,64
2015,425844,87.5,8,3.2,32.3,62
2015,600303,88.6,13.3,0,29.5,61
2015,517369,86.1,0.1,3.3,25,60
2015,527043,87.2,8.7,11.7,31.7,60
2015,592609,86,11.3,10.2,32.2,59
2015,453269,86.9,7.3,3.4,30.5,59
2015,430001,84.9,8.2,3.4,23.7,59
2015,519333,84.8,19.2,1.7,22,59
2015,572182,89.4,12.2,6.9,34.5,58
2015,527054,82.6,0.9,0,5.3,57
2015,553988,86.3,8.7,1.8,29.8,57
2015,572863,83,17.9,3.6,16.1,56
2015,217100,86.7,12.6,1.8,16.1,56
2015,457574,84.2,10.4,0,22.2,54
2015,477132,84.1,-3.5,0,17,53
2015,501800,85,6.1,1.9,22.6,53
2015,453286,81,-5.9,0,15.4,52
2015,592710,86.5,9.3,3.8,21.2,52
2015,595879,91.7,12.3,9.6,32.7,52
2015,466988,83.8,4.5,0,13.5,52
2015,434628,84.4,-0.3,0,23.5,51
2015,516809,88.6,7.1,2,35.3,51
2015,608336,91.1,15.2,15.7,51,51
2015,518577,84.4,8.3,3.9,27.5,51
2015,607387,86.1,9.3,5.9,37.3,51
2015,519455,82.3,3.1,0,17.6,51
2015,592407,86.4,18.8,7.8,27.5,51
2015,518516,88.5,13.5,9.8,33.3,51
2015,450317,90.6,15.5,14,42,50
2015,457788,79.9,9.4,0,16.7,48
2015,592273,87.8,1.3,8.3,31.3,48
2015,435078,79.1,10.2,0,14.9,47
2015,571868,87.7,23.7,6.4,27.7,47
2015,594798,83.9,4,0,21.3,47
2015,425557,85.7,2.8,6.4,36.2,47
2015,452035,87.9,17.1,10.6,31.9,47
2015,475115,92.4,6.2,4.3,34.8,46
2015,489232,90.1,16.3,8.9,35.6,45
2015,448306,89.5,6.8,0,33.3,45
2015,429717,84.9,-1.1,0,9.1,44
2015,542455,86.5,15.9,4.5,25,44
2015,543734,85.3,-2.7,0,23.3,43
2015,572128,86,20.2,11.6,30.2,43
2015,523989,76.1,-9.3,0,2.3,43
2015,488689,83.6,18.7,4.7,23.3,43
2015,542436,87,4.7,0,39.5,43
2015,448170,86.3,18.1,9.3,37.2,43
2015,571553,87.9,4.2,2.3,23.3,43
2015,516949,86.3,12.4,4.7,18.6,43
2015,519345,89.9,16.1,4.8,40.5,42
2015,407793,83.4,3.8,0,16.7,42
2015,543037,84.5,-1.8,0,14.6,41
2015,502317,87.7,30.2,2.5,27.5,40
2015,518790,82.4,-0.5,0,15,40
2015,489365,84.7,6.8,0,35,40
2015,451713,92.8,17.6,17.9,48.7,39
2015,421685,83.8,-10.9,0,12.8,39
2015,434538,87,10.3,2.6,33.3,39
2015,112526,85.7,0.1,0,15.4,39
2015,543294,84.3,-3.3,0,10.3,39
2015,571946,88.2,16.3,5.3,15.8,38
2015,594807,89.9,20.5,7.9,42.1,38
2015,593372,89.4,-7.3,0,36.8,38
2015,452657,90.1,-2.1,2.6,26.3,38
2015,608379,83,2.5,0,13.2,38
2015,473724,84.6,19.1,2.6,28.9,38
2015,460131,89.5,2.5,2.7,32.4,37
2015,595005,86.7,9.6,2.7,27,37
2015,477003,82.7,-3.7,0,13.5,37
2015,453562,87.3,11.5,10.8,27,37
2015,596144,87.9,11.3,0,27,37
2015,502190,85.9,17.5,5.4,21.6,37
2015,608701,89.5,1.4,5.6,44.4,36
2015,488768,87.1,-6.7,2.8,25,36
2015,430611,80.8,3.5,5.6,22.2,36
2015,502226,84.8,12.2,0,22.2,36
2015,519023,83.1,18,2.8,19.4,36
2015,518774,88.3,-2.9,2.9,28.6,35
2015,476192,86.4,6.6,2.9,25.7,35
2015,461829,80.4,21.1,0,2.9,35
2015,571918,89.4,4.4,2.9,41.2,34
2015,543408,80,-9.8,0,14.7,34
2015,542513,85.2,-5.1,0,20.6,34
2015,502046,80.5,-6.3,0,8.8,34
2015,457926,86.5,12.2,0,24.2,33
2015,543633,84.5,5.5,3,24.2,33
2015,502624,86.8,-3.9,0,12.1,33
2015,150359,84.5,-9,3.1,21.9,32
2015,623143,81.2,6.6,0,18.8,32
2015,476270,82.4,-1.2,0,31.3,32
2015,407822,78.1,-12.4,0,15.6,32
2015,543257,84.6,9.7,3.1,18.8,32
2015,346798,81.3,5.5,0,9.4,32
2015,456501,81,-1.7,0,0,32
2015,489305,89.5,7.6,0,34.4,32
2015,625329,91.2,5,0,38.7,31
2015,572138,91.8,25.8,6.5,38.7,31
2015,543380,78.9,-0.2,0,9.7,31
2015,502523,79.6,8.6,0,6.5,31
2015,476451,85.2,7,0,9.7,31
2015,467798,93.5,-0.8,0,51.6,31
2015,285064,81.3,-4.2,0,16.1,31
2015,218596,79,16.8,0,10,30
2015,452718,84.5,9.6,0,16.7,30
2015,458681,88.2,16.1,0,24.1,29
2015,622072,85.6,2.6,0,10.3,29
2015,570717,84.3,16.2,0,13.8,29
2015,430935,83.4,5.2,0,24.1,29
2015,502205,85.4,-2.3,3.6,21.4,28
2015,463610,84.4,7.4,0,21.4,28
2015,543101,83.8,4.2,3.6,17.9,28
2015,605538,81.3,-2.3,0,10.7,28
2015,592230,85.2,9.3,7.1,25,28
2015,607208,86.2,5.1,3.6,25,28
2015,592620,91.8,8.9,25,42.9,28
2015,547179,87.9,1.8,0,33.3,27
2015,502009,84.1,10,0,11.1,27
2015,519071,83.2,24.9,0,7.4,27
2015,544931,81.7,0.1,0,11.1,27
2015,448802,87.1,-0.7,0,25.9,27
2015,446381,85.7,14.2,0,29.6,27
2015,571912,90.9,16.3,7.4,44.4,27
2015,593647,85.7,6.1,0,30.8,26
2015,542963,79.6,9.1,0,11.5,26
2015,451109,84.4,23.1,11.5,34.6,26
2015,474494,89.5,5.5,7.7,26.9,26
2015,490063,80.1,3.4,0,12,25
2015,608596,89.3,20.3,20,36,25
2015,541608,86.8,1.8,0,32,25
2015,607776,92.1,12.4,4,44,25
2015,453178,83.3,-6.7,0,12,25
2015,474463,83.4,12.3,0,8.3,24
2015,605131,90.7,9.7,0,45.8,24
2015,425543,82,18.7,0,12.5,24
2015,519076,86.3,-3.8,0,12.5,24
2015,450203,83.5,7.7,0,8.3,24
2015,493128,84.9,2.2,0,8.3,24
2015,592789,86.7,10.3,8.7,26.1,23
2015,408241,87.4,2.3,0,26.1,23
2015,594988,91.5,3.6,13,52.2,23
2015,475479,86.8,-12.5,0,21.7,23
2015,456124,82.8,10.3,0,9.1,22
2015,450729,85.2,18.5,0,13.6,22
2015,571666,82.6,-4.7,0,13.6,22
2015,592662,82.4,-4.3,0,0,22
2015,628333,80.5,-18.6,0,4.8,22
2015,425532,85.4,4.4,0,19,21
2015,571761,94.9,15.3,9.5,61.9,21
2015,645848,88.9,10.2,4.8,38.1,21
2015,459431,91.3,-4.1,4.8,38.1,21
2015,605323,88,14.4,0,23.8,21
2015,606299,77.5,15.2,0,9.5,21
2015,543094,83.9,12.6,5,20,20
2015,543699,82.4,6.5,0,10,20
2015,457760,86.2,8.6,0,35,20
