Season,mlbam_id,EV,LA,BarrelPct,HardHitPct,Events
2019,543194,85.6,15.2,5.4,27,37
2019,669221,90.7,7.3,8.1,37.8,37
2019,647336,79.1,-8,0,10.8,37
2019,609280,83.6,13.6,0,24.3,37
2019,571437,85.3,16.8,5.4,21.6,37
2019,519317,92.7,7.9,25,47.2,36
2019,595453,89.8,14.3,13.9,38.9,36
2019,571974,87.9,18.1,11.1,27.8,36
2019,500779,81.4,-8.6,0,11.4,36
2019,527054,84.2,10.8,0,27.8,36
2019,623323,83.1,13,0,13.9,36
2019,571945,81.6,5,0,23.5,35
2019,456124,85.7,21.2,0,28.6,35
2019,658069,84.5,7.4,2.9,22.9,35
2019,620439,89,6.5,11.8,35.3,34
2019,592351,77.2,1.5,0,8.8,34
2019,453286,87.2,-7.5,0,20.6,34
2019,621532,83.7,22.7,2.9,20.6,34
2019,622491,79.3,14.8,0,6.3,34
2019,435064,78.2,21.6,0,2.9,34
2019,641712,83.5,-10.9,0,11.8,34
2019,592761,91.6,4.5,0,36.4,33
2019,605253,83.5,6.5,0,12.1,33
2019,518876,84.5,-8.8,0,9.1,33
2019,624414,84.4,5.3,6.1,24.2,33
2019,642423,86.9,4.6,0,27.3,33
2019,434670,88.9,6.3,6.3,43.8,32
2019,592662,79.5,-13.9,0,6.3,32
2019,543294,86,5.4,0,18.8,32
2019,434671,78.6,-1.5,0,0,32
2019,460077,84.6,23.9,0,19.4,31
2019,664041,87.9,1.1,3.2,38.7,31
2019,547179,96.5,0.2,3.2,64.3,31
2019,543309,89.8,17.7,9.7,38.7,31
2019,640460,84.5,11,3.3,36.7,30
2019,488721,85.1,20.9,3.3,16.7,30
2019,657041,91.7,6.4,13.3,43.3,30
2019,453562,87,20.7,0,26.7,30
2019,430935,84.6,4,0,20.7,29
2019,605200,82.6,15.5,0,6.9,29
2019,664247,91.6,25,20.7,41.4,29
2019,506433,89.4,-2.3,3.4,37.9,29
2019,605400,86.7,1.9,0,20.7,29
2019,621111,88.1,-6.3,3.4,31,29
2019,543101,89.5,-7.2,0,28.6,29
2019,543376,87,22,0,24.1,29
2019,452657,86.3,4.9,0,21.4,28
2019,664901,86.4,12.8,0,21.4,28
2019,605540,88.2,9.5,0,25,28
2019,592660,93.8,7.5,10.7,50,28
2019,596117,84.8,12.9,0,28.6,28
2019,596012,86.2,20.1,7.4,37,27
2019,663978,84,-7.9,0,18.5,27
2019,518516,91,15.3,7.4,48.1,27
2019,593700,82,8.1,0,22.2,27
2019,605421,92.5,15.5,7.4,48.1,27
2019,641584,83.4,31.4,3.8,15.4,26
2019,621458,95,5.4,26.9,65.4,26
2019,502188,88.1,-5,0,23.1,26
2019,641829,91,5.6,7.7,50,26
2019,592826,84.7,-0.7,0,24,25
2019,656252,91.9,10.1,8,40,25
2019,657434,87.9,24.4,12,41.7,25
2019,489149,87.7,22.1,12,28,25
2019,592863,87.6,14.8,0,32,25
2019,592866,84.4,-0.9,0,4,25
2019,621107,81.9,15.1,0,16,25
2019,607223,88.3,20.5,8.3,33.3,24
2019,444432,90,8.8,8.3,37.5,24
2019,607468,90.1,12.4,4.2,33.3,24
2019,501659,89.7,9.2,4.3,43.5,23
2019,624513,87.5,25.7,8.7,26.1,23
2019,450306,80.1,-2.2,0,13,23
2019,598284,92,13.9,4.3,43.5,23
2019,666198,90.9,12.4,8.7,43.5,23
2019,641778,85.2,14.3,4.3,13,23
2019,615698,78.3,-19.6,0,4.3,23
2019,593647,88,-2.1,4.5,40.9,22
2019,605244,87.3,21.6,4.8,35,21
2019,663567,80.9,4.1,0,4.8,21
2019,622608,89.2,-2.2,0,19,21
2019,641816,88.4,-11.4,0,19,21
2019,543699,85.3,7.3,4.8,15,21
2019,623180,89.5,8.3,9.5,38.1,21
2019,506703,87.2,-0.7,0,33.3,21
2019,434658,87,12.8,5,30,20
2019,657145,86.2,0.5,0,35,20
2019,592314,78.9,-3.8,0,0,19
2019,595885,85.3,7.8,5.3,36.8,19
2019,621493,91.7,11.2,10.5,52.6,19
2019,664057,84.6,12,10.5,31.6,19
2019,608715,86.3,24.5,5.3,21.1,19
2019,502042,83,-0.8,0,5.3,19
2019,592789,88.2,21.7,15.8,42.1,19
2019,608671,79.4,12.2,0,5.9,18
2019,607333,89.7,6,11.1,50,18
2019,608379,81.9,6.6,0,16.7,18
2019,543475,81.2,-8,0,0,18
2019,534606,86.1,7.9,16.7,27.8,18
2019,456030,85.6,6.3,0,22.2,18
2019,502624,84,3,0,5.6,18
2019,641684,91.5,24.2,0,55.6,18
2019,592230,83,20.9,0,11.1,18
2019,621559,90.4,27.8,5.9,35.3,17
2019,664192,82,-4.3,0,11.8,17
2019,641154,88.8,11.2,5.9,23.5,17
2019,546990,86.1,13.6,5.9,29.4,17
2019,595881,81.7,6,0,5.9,17
2019,642736,85,21.4,0,23.5,17
2019,668227,90.7,5.6,6.3,37.5,16
2019,657141,83,-19.7,0,12.5,16
2019,668678,84.2,-0.3,0,18.8,16
2019,625510,80.7,10.8,0,0,16
2019,517369,86.5,22.8,13.3,33.3,15
2019,664199,84.5,3.4,0,20,15
2019,645261,84.1,-8.8,6.7,20,15
2019,475247,96.1,8,6.7,46.7,15
2019,642607,86.3,-19.9,0,40,15
2019,656546,81.3,-3.7,0,13.3,15
2019,548389,79.5,-8.6,0,0,15
2019,542436,85.9,2.1,0,28.6,14
2019,624407,83,1.2,0,14.3,14
2019,543089,87,7.8,7.1,14.3,14
2019,492802,82.1,8.5,0,14.3,14
2019,670950,85.2,-4,0,14.3,14
2019,607200,81.5,-0.2,0,14.3,14
2019,641878,87.4,11.6,0,28.6,14
2019,543022,90,9.4,0,35.7,14
2019,468504,88.2,22,7.1,28.6,14
2019,518542,85.7,17,0,15.4,13
2019,606956,81,16.3,15.4,30.8,13
2019,593528,89.1,15.5,7.7,30.8,13
2019,643524,85.7,20.5,0,23.1,13
2019,591720,80.2,24.4,0,0,13
2019,628711,83.5,5.5,0,0,13
2019,622694,80.1,-6.8,0,15.4,13
2019,607536,93.6,-11.6,0,30.8,13
2019,425784,87.6,19.2,0,23.1,13
2019,621381,94.4,8.8,0,46.2,13
2019,659275,81.3,-13.4,0,7.7,13
2019,543432,87.9,10.6,7.7,38.5,13
2019,543484,88.6,30.4,8.3,25,12
2019,502190,69.6,4.8,0,0,12
2019,573186,85.6,-6.3,0,16.7,12
2019,621550,94.3,21.8,0,50,12
2019,642221,83.9,6.7,0,25,12
2019,605446,85.4,12.6,0,25,12
2019,572971,84.2,-11.3,0,25,12
2019,571679,85.5,5.5,0,45.5,11
2019,595191,89.4,-14.9,0,36.4,11
2019,622268,87.6,8.7,0,18.2,11
2019,461829,76.9,10.9,0,0,10
2019,656582,81.4,1.1,0,30,10
2019,592767,83.8,-30.1,0,20,10
2019,642547,73.2,-3.4,0,10,10
2019,664062,87.5,13.3,0,20,10
2019,623205,92.1,18.2,0,50,10
2019,643327,80.8,31.6,0,10,10
2019,676606,86.7,-1.7,0,20,10
2019,596133,91.2,25.4,0,40,10
2019,448179,69.9,0.5,0,0,10
2019,622046,93.4,9.6,0,40,10
2019,592332,74.5,-23.6,0,0,9
2019,614173,92.4,19.5,0,33.3,9
2019,605452,87.3,8.4,0,22.2,9
2019,592346,83.9,-8,0,0,9
2019,621438,79.1,-5.7,0,11.1,9
2019,595222,90.2,6.2,11.1,44.4,9
2019,623168,79.4,22.2,0,25,8
2019,620443,86.7,-4,12.5,50,8
2019,657277,86.7,-5.2,0,25,8
2019,669738,78,-2.8,0,0,8
2019,656605,87.9,-13.1,0,0,8
2019,608339,90.4,6.7,0,25,8
2019,605288,92.9,-1.3,0,37.5,8
2019,502570,84.9,16.4,0,0,8
2019,641312,85.6,19.4,12.5,12.5,8
2019,606992,87.3,9.8,12.5,37.5,8
2019,656577,78.5,28.4,0,0,8
2019,656713,87.4,-5.6,12.5,37.5,8
2019,545333,87.1,-12.7,0,0,8
2019,592791,85.6,2.2,0,12.5,8
2019,476451,76.7,-12,0,14.3,7
2019,453064,92.8,17.6,0,28.6,7
2019,543532,85.7,-12.4,0,28.6,7
2019,570632,74,-33.4,0,0,7
2019,620453,92.6,22.6,14.3,28.6,7
2019,601713,85.7,-4.2,0,14.3,7
2019,622065,73.1,-37.1,0,14.3,7
2019,622072,92.4,10.8,0,14.3,7
2019,669160,82.5,-19.6,0,28.6,7
2019,594965,78.6,-26.9,0,14.3,7
2019,621450,85,21,14.3,14.3,7
2019,608723,82.4,15.1,0,0,7
2019,519141,85.6,-16.8,0,0,7
2019,621219,79.6,1.8,0,0,6
2019,624641,83.1,-0.3,0,50,6
2019,605548,82.8,0.6,0,16.7,6
2019,593958,82.1,-56.1,0,0,6
2019,474463,87.2,-1.7,0,33.3,6
2019,669203,92.6,-7.3,0,33.3,6
2019,600466,77.9,12.7,0,16.7,6
2019,518568,81.3,-6.1,0,0,6
2019,518452,75.2,-25.8,0,0,6
2019,514913,80.4,12.8,0,0,6
2019,667498,88.5,11.2,0,40,5
2019,606131,84,0.5,0,0,5
2019,502706,82.5,4.2,0,0,5
2019,542960,88.8,7.1,0,25,4
2019,400085,NA,NA,0,NA,4
2019,592620,93,25.2,0,50,4
2019,641745,81.8,-17.4,0,0,4
2019,592685,75.3,45.8,0,0,4
2019,543193,94.8,8.2,0,50,4
2019,501985,87.5,-4.1,0,0,4
2019,489119,87.8,1,0,0,4
2019,663531,82.2,-15.6,0,25,4
2019,623214,83.8,-16.8,0,25,4
2019,656725,95.4,-3.4,0,33.3,4
2019,519144,86.3,-2.6,0,0,4
2019,457918,91.3,-20.5,0,25,4
2019,456701,75,-11.8,0,0,4
2019,641924,93.6,29.6,0,50,4
2019,446868,88.4,39.1,0,25,4
2019,608344,87.1,14.5,0,25,4
2019,542881,75.4,46.4,0,0,4
2019,571467,95.6,-1.5,0,50,4
2019,572362,77.9,-7.7,0,0,4
2019,608371,92.3,5.5,0,33.3,3
2019,605276,91.3,35.4,0,33.3,3
2019,605156,85.6,-12.1,0,0,3
2019,605135,82,0.3,0,0,3
2019,596057,87,1.9,0,0,3
2019,592779,83.7,48.1,0,33.3,3
2019,624133,87.5,-15,0,0,3
2019,640470,84,-8.8,0,0,3
2019,641541,97.6,-21.1,0,66.7,3
2019,572020,NA,NA,0,0,3
2019,641851,95.8,11,0,33.3,3
2019,543606,82.3,22.6,0,0,3
2019,543557,84.2,36.2,0,0,3
2019,657053,89.8,42.7,33.3,33.3,3
2019,542882,79.5,-32.8,0,0,3
2019,663423,88.5,4,0,66.7,3
2019,501381,81.7,-13.3,0,0,3
2019,488768,81.4,-28.7,0,0,3
2019,458708,80.7,35.1,0,0,3
2019,457915,70.8,39.4,0,0,3
2019,669060,89.9,-7.9,0,33.3,3
2019,669214,83.4,-3,0,0,3
2019,476704,79.8,23.5,0,0,3
2019,624419,88,29.4,0,33.3,3
2019,630111,98.8,-10.7,0,33.3,3
2019,664874,78.7,21.9,0,0,3
2019,607644,80.7,-34.3,0,0,2
2019,657571,80.4,-39.6,0,0,2
2019,669456,84.6,-29.6,0,0,2
2019,664045,82.9,76.9,0,0,2
2019,502043,NA,NA,0,0,2
2019,519293,95.1,10.7,0,50,2
2019,596001,77.5,-16.5,0,0,2
2019,664208,74.8,2.9,0,0,2
2019,623167,81.3,-3.5,0,0,2
2019,607391,82.1,-5.6,0,0,2
2019,658648,69.1,-58.3,0,0,2
2019,543037,85,-40.3,0,0,2
2019,605439,73.7,48.4,0,50,2
2019,592468,72.6,-11.2,0,0,2
2019,657140,84.1,-38.1,0,0,2
2019,621261,89,31.1,0,0,2
2019,519008,NA,NA,0,0,2
2019,658792,87.9,-4.5,0,50,2
2019,622786,106,-16.7,0,50,2
2019,605347,61.3,27.3,0,0,2
2019,518633,76.9,-45.9,0,50,2
2019,594835,93.2,14.4,0,0,2
2019,518553,69.8,9.6,0,0,2
2019,621141,95.1,28,0,50,2
2019,605498,55.1,-4.3,0,0,2
2019,451192,79.3,-32.5,0,0,2
2019,608717,87.2,-22.2,0,0,2
2019,621086,72.8,6.3,0,0,2
2019,606149,NA,NA,0,0,2
2019,606162,98.6,26.8,0,100,2
2019,571918,92.7,4.9,0,50,2
2019,594987,89.9,10.8,0,0,2
2019,571917,77,-44.8,0,0,2
2019,642098,93,-8.5,0,50,2
2019,657566,87.2,-20.6,0,0,2
2019,456051,90.8,-4.5,0,0,2
2019,553878,84.9,-25.4,0,50,2
2019,643275,90.7,27.4,0,0,2
2019,572070,82.9,-20.7,0,0,2
2019,642397,92.4,13.5,0,50,2
2019,642701,90.3,6.8,0,0,2
2019,570240,87.1,-24.4,0,0,2
2019,502239,92.2,26.7,0,0,2
2019,668663,67.8,24.5,0,0,2
2019,521655,85.7,2.2,0,0,2
2019,663465,77.1,53.9,0,0,2
2019,623515,75.4,-30.7,0,0,2
2019,622075,97.4,29.8,0,100,2
2019,571595,74.7,-35.1,0,0,2
2019,592717,86,-6.6,0,0,2
2019,453172,80,69,0,0,1
2019,669270,74.8,-13.6,0,0,1
2019,448855,75,6.1,0,0,1
2019,670456,51.4,3.7,0,0,1
2019,448281,83.6,-31.7,0,0,1
2019,446321,98,-13.7,0,100,1
2019,445926,80.1,13.8,0,0,1
2019,671790,90.6,2.5,0,0,1
2019,434538,63.4,-55,0,0,1
2019,600968,92.6,-27.3,0,0,1
2019,605154,70.5,22.6,0,0,1
2019,605182,82.9,-20.7,0,0,1
2019,434378,67,-19.5,0,0,1
2019,605280,82.9,-20.7,0,0,1
2019,433589,82.8,1.7,0,0,1
2019,433587,95.9,-17.5,0,100,1
2019,621199,102.1,-3.1,0,100,1
2019,429719,104.3,3.9,0,100,1
2019,608337,89.2,16,0,0,1
2019,605513,NA,NA,0,0,1
2019,605538,100.7,-15.5,0,100,1
2019,606273,73.9,-37.8,0,0,1
2019,606959,83.8,-49.4,0,0,1
2019,607192,NA,NA,0,0,1
2019,608334,102.8,-2.3,0,100,1
2019,642545,77,-32.8,0,0,1
2019,547888,85.5,-51.2,0,0,1
2019,554340,82.9,-20.7,0,0,1
2019,544928,72,-21.9,0,0,1
2019,643354,81.1,-39.4,0,0,1
2019,607219,62.5,-53.8,0,0,1
2019,650644,76.3,-63.2,0,0,1
2019,650813,97.5,-16.1,0,100,1
2019,571510,96,3.5,0,100,1
2019,543548,88.1,-8.7,0,0,1
2019,656222,93.9,-32.3,0,0,1
2019,664059,70.3,60.6,0,0,1
2019,656288,62.8,0.2,0,0,1
2019,571539,NA,NA,0,0,1
2019,571670,82.9,-20.7,0,0,1
2019,656794,82.8,30.3,0,0,1
2019,656803,80.4,8.1,0,0,1
2019,571863,86,28.3,0,0,1
2019,657024,NA,NA,0,0,1
2019,543135,NA,NA,0,0,1
2019,543118,96.2,-1.1,0,100,1
2019,607231,90.3,32.7,0,0,1
2019,543045,77.2,30.2,0,0,1
2019,641627,90,18.3,0,0,1
2019,282332,96.8,16.6,0,100,1
2019,543001,81,-26,0,0,1
2019,572140,95.6,-36.3,0,100,1
2019,612672,52.2,31.7,0,0,1
2019,579328,NA,NA,0,0,1
2019,527048,NA,NA,0,0,1
2019,523260,NA,NA,0,0,1
2019,592229,85.1,-32.9,0,0,1
2019,592612,NA,NA,0,0,1
2019,628452,91.5,-30.9,0,0,1
2019,592644,95,-20.3,0,100,1
2019,660761,83.1,-46.8,0,0,1
2019,504379,105.5,-13.4,0,100,1
2019,625643,82.9,-20.7,0,0,1
2019,622226,73.9,-7.5,0,0,1
2019,592716,NA,NA,0,0,1
2019,623364,69.2,-34.6,0,0,1
2019,623352,71.4,-39.9,0,0,1
2019,664353,75.1,-61.4,0,0,1
2019,664854,90.1,-34.2,0,0,1
2019,623149,66.2,13.5,0,0,1
2019,608718,82.2,-7.7,0,0,1
2019,593334,NA,NA,0,0,1
2019,593423,87,-11.1,0,0,1
2019,622772,NA,NA,0,0,1
2019,467100,63.9,20.5,0,0,1
2019,594986,NA,NA,0,NA,1
2019,607625,75,14.7,0,0,1
2019,595465,NA,NA,0,0,1
2019,456501,82.9,-20.7,0,0,1
2019,668676,NA,NA,0,0,1
2019,456034,89.1,-9.7,0,0,1
2019,668683,71.3,-12,0,0,1
2019,595798,83.7,14.4,0,0,1
2019,453281,NA,NA,0,0,1
2020,593160,86.1,15.8,5.1,27.3,216
2020,607208,90.5,9.5,9.5,40.7,199
2020,596019,89.9,13.5,5.6,41.1,197
2020,593643,82.3,13.2,1,20.7,193
2020,592518,90.2,15.6,11,43.5,191
2020,544369,83.8,17.8,4.2,27.9,190
2020,596748,86.7,8.4,5.8,38.6,189
2020,493329,89.3,13.9,3.7,36.5,189
2020,516782,87.1,6.5,6.4,30.3,188
2020,600303,88,17.1,4.8,28.3,187
2020,664058,84.7,4.1,0.5,17.8,185
2020,665489,92.5,4.6,8.7,50.8,183
2020,453568,86.9,13.5,4.9,29.7,182
2020,547989,92.9,10.9,14.3,53.3,182
2020,605141,90.7,18.5,7.7,43.4,182
2020,643396,87.2,0.8,2.2,31.1,180
2020,592696,87.5,18.1,6.2,35.4,178
2020,514917,89.1,5.6,4,37.3,177
2020,608070,88.7,23.2,10.2,35.6,177
2020,518692,92.4,17.2,14.7,54.2,177
2020,608369,93.2,11.9,15.8,55.9,177
2020,593871,86.6,16.1,2.8,33.3,177
2020,572122,89.1,17.7,10.2,39.8,176
2020,518934,91.3,2.3,2.9,45.7,175
2020,624428,85.5,12.3,4,25.1,175
2020,596115,89.9,20.8,8.7,41.3,172
2020,572233,90.4,11.5,6.4,48.5,171
2020,641355,89.3,16.6,9.4,41.5,171
2020,669256,89.9,9.4,4.7,40.4,171
2020,457705,89.7,18.2,8.2,41.2,170
2020,545341,88.9,12.6,11.2,39.6,169
2020,542303,93,16.4,15.4,54.4,169
2020,607680,87.1,13.4,5.4,36.5,167
2020,641487,85.8,11.5,1.8,31.1,167
2020,621020,89.1,14.7,11.4,40.7,167
2020,519203,87.7,16.7,7.8,34.7,167
2020,571448,87.8,19.1,5.4,33.7,166
2020,646240,93,10.6,12.1,43.6,165
2020,665487,95.9,8.7,19.5,62.2,164
2020,500871,88.6,18.1,5.5,31.7,164
2020,467793,88,12.2,6.7,36.6,164
2020,663656,91.1,14.9,9.1,44.5,164
2020,527038,87.9,19,6.1,34.4,163
2020,606466,89.2,10,3.7,40.5,163
2020,593428,89,8.7,8.6,36.8,163
2020,666971,90.8,10.5,11.7,49.4,162
2020,643446,86.6,11.5,2.5,26.5,162
2020,543760,86.2,19.3,5,28.6,161
2020,444482,89.2,6.4,5,36.3,160
2020,572228,88.9,15.2,13.1,40,160
2020,641313,87.2,6.7,10.1,35.8,159
2020,624415,87.4,16.7,5,30.8,159
2020,572816,85.7,11.1,5.7,30.8,159
2020,669242,86.5,8.2,3.8,33.5,158
2020,543685,90.1,19.5,6.3,40.5,158
2020,650391,92.4,5.7,16.5,55.7,158
2020,622682,90,10.7,3.8,41.4,157
2020,657077,87,5.9,6.4,34.4,157
2020,446334,91.7,10.7,11.5,45.2,157
2020,408234,93.2,12.1,9.7,49.7,155
2020,595777,87.2,11,3.2,27.7,155
2020,543939,86.5,10.8,0.6,26.6,154
2020,452678,89.5,13.7,6.5,38.3,154
2020,502110,89.5,14.7,11,41.6,154
2020,621043,88.8,11.3,5.9,42.1,153
2020,543807,88.7,18.3,12.4,42.5,153
2020,605113,87.7,9.4,5.2,33.3,153
2020,572041,89.6,13,10.5,43.1,153
2020,663757,88.3,13.5,11.1,41.8,153
2020,514888,86.7,9.3,4.6,33.3,153
2020,456781,88.5,15.5,4.6,34.9,152
2020,542583,89.3,16,7.2,37.5,152
2020,609275,90.6,13.7,7.3,39.1,151
2020,592206,91,16.5,16,46.7,150
2020,606132,85.3,1.8,2,30,150
2020,547180,92.5,16,17.3,50.7,150
2020,502671,89.2,11.7,10.7,40.9,149
2020,595879,89.4,10.3,8.1,40.3,149
2020,429664,90.4,6.2,7.4,46.6,148
2020,624413,90.2,15.5,12.8,41.2,148
2020,516416,87.7,11.2,6.1,38.5,148
2020,545361,93.7,23.1,15,55.1,147
2020,614177,92.4,11.2,12.9,44.9,147
2020,502210,85.9,19.1,4.8,29.3,147
2020,624424,88.4,11,11,36.6,145
2020,571970,88.5,14.2,12.4,40,145
2020,594777,89.4,17,11.8,38.2,144
2020,598265,88.4,4.3,7.6,36.4,144
2020,458015,87.4,15.4,9.1,35.7,143
2020,607043,87.2,7.6,7.7,32.9,143
2020,630105,89.8,10.6,10.5,42.7,143
2020,592192,89.7,19.4,7.7,39.4,142
2020,606115,89,9.6,5.6,38.7,142
2020,488726,88.7,10.2,4.9,37.3,142
2020,571976,91,13.4,14.8,45.8,142
2020,547004,87.9,10.5,8.5,39,141
2020,663586,91,13.6,10,42.9,140
2020,605137,91.7,5.9,8.6,42.9,140
2020,621028,85.5,8.7,0.7,28.3,138
2020,503556,89.2,12.6,5.1,38.4,138
2020,573262,88.2,18.4,10.9,42.3,137
2020,594807,88.1,22.9,13.9,40.1,137
2020,664040,89.8,18.1,17.5,43.1,137
2020,641786,88.3,11.1,11.7,35,137
2020,600869,90.2,13.3,10.3,47.1,136
2020,596146,88.5,22.2,5.1,38.2,136
2020,664023,91.1,9,10.3,48.5,136
2020,605204,90.1,3.3,8.9,45.2,135
2020,605119,87.4,9.6,9.6,39.3,135
2020,642086,89.8,10.8,13.3,46.7,135
2020,621563,86.7,5.1,3.7,32.1,134
2020,669374,87.4,14.3,14.2,39.6,134
2020,575929,89.8,9.1,10.4,47.8,134
2020,570481,88.5,5.5,6.7,44,134
2020,542340,86.7,1.6,1.5,35.8,134
2020,621566,92.3,19.6,12.8,45.9,133
2020,600524,86.3,21.1,12.1,36.4,132
2020,541645,87.4,8.7,3.8,37.1,132
2020,553993,89.1,17.9,14.4,44.7,132
2020,621035,88,9.1,11.5,45,131
2020,673357,87.9,16.7,13,40.5,131
2020,543305,88.2,11.1,6.9,38.2,131
2020,594809,87.8,5.7,4.6,38.2,131
2020,670032,84.9,1.4,1.5,26.7,131
2020,660162,87.8,13.9,6.2,33.1,130
2020,570482,91.4,12.3,6.9,40.8,130
2020,543877,88.4,14.4,4.6,40,130
2020,543592,89.7,12.5,7.8,43.4,129
2020,606192,93.3,15.3,18,53.1,128
2020,405395,88.6,16.4,5.5,34.4,128
2020,623993,88.6,24.7,10.2,36.7,128
2020,657656,87.7,12.3,9.4,34.4,128
2020,543257,89,15.2,5.5,37.5,128
2020,608324,88.9,17.3,3.9,33.6,128
2020,668804,87.5,10.2,10.2,38.3,128
2020,443558,91.6,9.4,15,47.2,127
2020,592567,91.9,8.3,13.4,47.2,127
2020,543063,88.7,12.4,9.4,39.4,127
2020,664761,90.2,4.8,10.3,46.8,126
2020,460086,82.8,11.6,3.2,25.4,126
2020,425877,84.7,12.3,2.4,25.4,126
2020,665742,92.1,4.3,18.3,51.6,126
2020,578428,86.2,7.6,3.2,36.5,126
2020,457759,90.3,17.5,11.2,44,125
2020,570731,87.2,8.7,5.6,33.6,125
2020,656941,92.8,8.8,11.2,47.2,125
2020,592663,90.2,11.6,13.6,42.4,125
2020,643289,86.2,16.7,4,30.6,124
2020,592885,94,7.1,12.1,55.6,124
2020,543105,90.9,17.8,10.7,44.3,122
2020,622534,89.4,7.5,4.1,33.9,121
2020,600474,87.6,9.5,7.4,31.4,121
2020,673451,85.1,2.9,0.8,26.4,121
2020,645302,82.2,19,1.7,22.9,118
2020,543333,90.8,8.7,10.3,47,117
2020,518595,93.4,8.1,11.2,57.8,116
2020,453943,87.8,20.5,5.2,31.3,115
2020,521692,91,14.2,13.9,47,115
2020,608336,91.2,26.8,14,43.9,114
2020,543768,90.9,19.8,7.9,44.7,114
2020,474832,90.7,18,16.8,46.9,113
2020,518792,87.6,11.3,4.5,40.2,112
2020,467092,89,6.5,7.1,42,112
2020,642715,88.8,12.5,9.9,40.5,111
2020,520471,87,13.6,4.5,27.9,111
2020,641658,86.3,14.4,8.1,23.4,111
2020,641531,86.4,17,8.2,30.9,110
2020,571771,88.5,16.2,7.3,43.1,109
2020,621005,87.2,6.5,2.8,39.4,109
2020,642708,86.5,4.2,3.7,33,109
2020,642162,88.7,18.2,8.3,34.3,108
2020,650402,88.6,14.9,3.7,38,108
2020,656555,89.7,25.1,14.8,41.7,108
2020,660294,90.2,17.2,9.3,47.2,108
2020,572039,88.1,13.5,6.5,39.8,108
2020,455976,89,9.5,1.9,42.1,107
2020,656775,88.6,15.9,2.8,31.8,107
2020,500743,87.2,12.2,0.9,30.8,107
2020,641857,90.1,9.2,11.2,43,107
2020,657557,89.2,21.7,7.5,40.6,106
2020,429665,85.4,22.8,13.2,33,106
2020,519058,88.8,16.3,9.5,40,105
2020,518735,90.3,15.6,7.6,43.8,105
2020,671277,83.5,-3.6,4.8,29.5,105
2020,457708,91.7,18.6,8.6,43.8,105
2020,519048,88.2,12.5,14.4,40.4,104
2020,608385,92.1,10.5,13.5,49,104
2020,664034,85.7,14.8,8.7,29.8,104
2020,502517,85.1,15.5,4.9,25.2,103
2020,460075,89.8,15.3,11.7,40.8,103
2020,660271,89.1,9.2,10.7,42.7,103
2020,592743,86.5,6,0,31.4,102
2020,650333,87.5,12.1,3.9,30.4,102
2020,660670,92.3,18.1,16,56,100
2020,669720,87,11,4,31.3,99
2020,657108,91.7,13.7,14.1,52.5,99
2020,656308,88.3,10,7.1,37.8,98
2020,663624,87.4,10.8,7.1,41.8,98
2020,543543,89.8,11.2,13.4,43.3,97
2020,641933,88,15.1,8.2,39.2,97
2020,650490,88.3,-7.9,2.1,30.9,97
2020,519299,84.4,15.2,0,14.6,96
2020,621439,91.2,23.6,13.5,47.9,96
2020,666182,89.2,12,12.5,40.6,96
2020,458731,89.2,15,5.2,36.5,96
2020,663611,83.7,4.3,0,19.8,96
2020,595281,87.7,-0.4,6.3,41.7,96
2020,593934,95.2,20.2,22.9,57.3,96
2020,642133,90.7,10.6,8.4,45.3,95
2020,571980,91.7,13,9.5,51.6,95
2020,435559,83.9,18,3.2,24.2,95
2020,570256,92.9,20.8,12.6,51.6,95
2020,664238,90.4,17.3,13.8,44.7,94
2020,606299,85.4,20,4.3,27.7,94
2020,542255,78.2,8.4,1.1,6.4,94
2020,650489,85.3,11.3,9.6,31.9,94
2020,605412,87.5,9.3,1.1,33.3,93
2020,596059,86,20.7,11.8,32.3,93
2020,608348,86.3,16.7,4.3,34.4,93
2020,643376,85.1,16.3,8.6,35.5,93
2020,669257,90.8,24.2,12.9,47.3,93
2020,571718,89.9,20.7,10.9,41.3,92
2020,592348,88.8,16,9.8,40.2,92
2020,596142,91.8,19.2,17.4,50,92
2020,608577,91,6.7,7.6,48.9,92
2020,572761,88.1,17.1,9.8,36.3,92
2020,665926,86.8,13.5,3.3,26.4,91
2020,592178,86.1,20.7,5.5,31.9,91
2020,624585,92.5,15.5,18.9,51.1,90
2020,543228,89.9,17.6,5.6,37.8,90
2020,656305,93.6,24.1,18,51.7,89
2020,643265,90.1,9.5,10.1,41.6,89
2020,596847,89,15.7,3.4,39.3,89
2020,640449,89.4,11.6,12.5,43.2,88
2020,607732,88.6,12.4,4.5,37.5,88
2020,645277,86.7,17.8,9.1,28.4,88
2020,462101,88.5,9.2,5.7,37.5,88
2020,459964,86.7,12.5,3.4,32.2,87
2020,665120,88.1,13.1,12.6,39.1,87
2020,592626,93,12.5,10.3,44.8,87
2020,592669,89.6,17.5,10.5,39.5,86
2020,455117,86.1,19.1,8.1,26.7,86
2020,542932,86.6,7.2,3.5,33.7,86
2020,663538,87.5,0.8,1.2,37.2,86
2020,623520,92.4,9.3,10.5,52.3,86
2020,641432,89.3,14.4,1.2,38.8,85
2020,605170,87.9,6.2,3.5,36.5,85
2020,622666,87.3,9.8,4.7,32.9,85
2020,647304,86.8,7.8,3.5,34.1,85
2020,640457,90.3,24.2,7.1,44,84
