playerid,PlayerName,role,SO_mean,SO_p10,SO_p50,SO_p90,BB_mean,BB_p10,BB_p50,BB_p90,H_mean,H_p10,H_p50,H_p90,ER_mean,ER_p10,ER_p50,ER_p90,W_mean,W_p10,W_p50,W_p90,QS_mean,QS_p10,QS_p50,QS_p90
9132,Nathan Eovaldi,SP,0.9744909206706012,0.8890473828172349,0.972049825476391,1.0647522043103972,0.2138961803083665,0.18355508709199087,0.2127255767839189,0.2455724669608492,0.8236714294670232,0.7681803137261238,0.8235342750063284,0.8808215459292592,0.3387720889102705,0.2959495653566929,0.3374249465631419,0.38154217389246836,0.07662330977563728,0.06490234059087077,0.07605779878232488,0.08904097365185966,0.09891063106062538,0.07892272452720579,0.09741720550347123,0.1208247812531447
9323,Patrick Corbin,SP,0.6590062961019167,0.5978497951499673,0.6565645929959952,0.7230197098781033,0.36372673925238064,0.318151936845766,0.36275880740966926,0.4107055858078951,1.3253420515811059,1.2456417728145799,1.323357015156014,1.4058766179789273,0.7601137826868617,0.6797789965627754,0.7576334765397765,0.8415954940769386,0.040785674490061485,0.034190062442863906,0.04058097735395594,0.04781731647633838,0.044500481986152314,0.03527140918195658,0.04380773840325529,0.054443808381570376
9803,Miles Mikolas,SP,0.6166342134750873,0.5578982870476408,0.6148782493920871,0.6784710808149373,0.21668948510661418,0.18664034556846043,0.2154825837430981,0.2482947506482025,1.178366122577816,1.1042162690488366,1.1787127463794247,1.250874488759869,0.5833604901102899,0.5198312465935357,0.5815671458921401,0.6501053621799765,0.04973009776657615,0.04192388758245729,0.04949102444803857,0.057901904322896255,0.05850872673017528,0.04692164685200825,0.05767769684314815,0.07107287404430684
10123,Kyle Gibson,SP,0.7835743529584738,0.7155492390806806,0.7809765014510559,0.8577328501994773,0.3546519419957088,0.31170871992339505,0.3530209769801737,0.4004299825798923,1.0326948450173505,0.9687724591870323,1.0322912070121841,1.0983449974110113,0.5279449346832911,0.4705717560451356,0.5249620447544385,0.5867672426124525,0.05746463075741667,0.0486257843637104,0.05713500700227919,0.066479589351748955,0.07025445496661581,0.05602260279391295,0.06912156849738163,0.08548938474971242
10310,Zack Wheeler,SP,1.1849256248808224,1.0891381373179083,1.1816885565120994,1.2861619604145218,0.2215431496756896,0.19194797393327537,0.2200841276132006,0.25343278344147824,0.7498645642127839,0.6975612896663763,0.7488454512043641,0.8018858930537557,0.3007338345565661,0.26533267188623183,0.29937167955653016,0.33748307273895656,0.08071055046631125,0.06927942424764291,0.08040498502915447,0.09275812892222392,0.11591295886473905,0.09468382518528005,0.11428093469063974,0.13905613932028701
10314,Erasmo Ramírez,SP,0.7453106466560819,0.6388032106539407,0.7435706347527651,0.8545279688592329,0.32557709153641445,0.25551664011575204,0.3214716192801148,0.39999196309543117,1.1463533616748527,1.0343824806582516,1.1442873870446066,1.260021840380938,0.6126361270976981,0.5113515310581498,0.6094887903811603,0.7202600806579054,0.04671161807675664,0.03999267474745105,0.04643321593689611,0.05378616072802758,0.050718577626217426,0.03834729998227973,0.04964789848858005,0.06417727185565777
10603,Chris Sale,SP,1.2119787826694763,1.1078290798471766,1.2088885599077315,1.3217116329846228,0.2535312486417316,0.21528983868815493,0.2521841863784119,0.2926619604498261,0.822981587933405,0.7661523460396515,0.8223360893964888,0.8828217434022326,0.37069845889899317,0.3226903552001762,0.36889241038833154,0.4191191867995168,0.07112477886347042,0.05977373697105131,0.07072811413436071,0.0831668734670402,0.07992394847424285,0.06281009408321536,0.07886380785590918,0.0986484307459064
10954,Jacob deGrom,SP,1.1930493279934116,1.0773913737137246,1.1880369814481968,1.312557976760269,0.21055674689796772,0.17500151260202834,0.20906838954620463,0.24840566961061522,0.7150300086632968,0.6545184278394328,0.714375223711242,0.7753810749162965,0.29525305105470484,0.25377878027352146,0.2936363607900164,0.3396236924854396,0.07343110841659253,0.059740814599031744,0.07302988872417071,0.0878397513970974,0.09273246840009743,0.07174648111577137,0.09120132297970673,0.11584502493442064
11156,Merrill Kelly,SP,0.9011932011432259,0.818189286049283,0.8984310038607837,0.9861049173200426,0.2977959372814149,0.258971791721751,0.29627510462131046,0.3388510874200964,0.8595898195331161,0.8002098317626994,0.8601909425962306,0.9180101968764613,0.38545215575699315,0.3376969812715512,0.38364727770806706,0.43419885046891016,0.06868855519924569,0.05819605893544326,0.06804466627607153,0.0798304671575716,0.08760232058387045,0.06973395638331696,0.08617170266661811,0.10669234941226236
11423,Jose Quintana,SP,0.7172096641532644,0.6463013891327953,0.7155690033913744,0.7918836231708091,0.35662026398435787,0.30964645112987604,0.35556690331480467,0.4064676186806729,0.9518433219755605,0.8874269999641876,0.9516329693742895,1.0158102385063401,0.44276912428588794,0.39137929908812746,0.4408151069158597,0.49762024162175245,0.060061411846175444,0.050054808873954255,0.05951873393090235,0.0703925672762377,0.06745282058848354,0.052814174218960105,0.06640971466153266,0.08330097589349682
11486,Robbie Ray,SP,1.0263997938019938,0.9296106447024788,1.0218888061728753,1.1290873101576273,0.3554364708644629,0.3064159353365982,0.35301915512383275,0.406231578036442,0.8424252115915846,0.7830764222455139,0.8404382910482213,0.9045478429558865,0.4056090745396292,0.3535563029504101,0.40350675202193864,0.4591449454382386,0.06752344883670591,0.05807858499041828,0.06695871415552936,0.07763985426038669,0.08732479975546079,0.06935852422264284,0.0858156673348254,0.10757124156077506
11589,José Ureña,SP,0.6047234258023653,0.5309018932688057,0.6010622535260349,0.682931534943284,0.48497095635349524,0.4108641129691419,0.48058894722917056,0.5642954016827616,1.3033293006681521,1.2013707651260546,1.3010034023024324,1.4096943077339528,0.7828841888355089,0.6733069279327007,0.7799085184863863,0.8954599855397,0.03804979447353049,0.03232250049325458,0.037980821988393684,0.04396213581035781,0.036500336164695925,0.02789831282104177,0.03587205914736041,0.045820154775712295
11674,Jameson Taillon,SP,0.7614922090281844,0.6909060788938646,0.7608730858448634,0.8355665996543779,0.23028875882364835,0.19662822162174787,0.22943266217285674,0.26466177430338916,0.9934363777082039,0.9292644543163503,0.9926600812269604,1.0570380445846186,0.4503508112962705,0.39958871029103005,0.44801410259378915,0.5053612262789051,0.0624040368054117,0.05417652348220763,0.061971820246149556,0.07110553928825009,0.07826846755102373,0.06298692053967025,0.07737249699335957,0.09407864034252719
11760,Drew Smyly,SP,0.9176457208297057,0.825931401397224,0.9151102458458035,1.0107479085502928,0.35655710213815744,0.30708156445100143,0.35494628867121936,0.4089153628805296,1.0105528775916632,0.9379479753893942,1.0088113221161978,1.0842405560087889,0.5326830081126511,0.46568069400186174,0.5307047702238732,0.6021594738950189,0.05588839235557317,0.04715914328985407,0.0553591344822536,0.06524327578532774,0.05118830920889365,0.039804586225261895,0.05048308553002532,0.06347326892547407
11828,James Paxton,SP,0.8577862188065676,0.7613269347533119,0.8553167688035089,0.9616584066114182,0.4289498664604821,0.3609792670773902,0.42622928305483593,0.49934474530813244,1.0189945318907259,0.935603963641928,1.0184366865985257,1.1031076541557532,0.5520069355107482,0.4791111761342088,0.5493930750260152,0.6280752366227266,0.05598402770895687,0.0463241807325448,0.05533498093797644,0.06639363771309205,0.05774842461942523,0.04359053182319272,0.0566007348705891,0.07333271836691099
11836,Taijuan Walker,SP,0.6784290257803305,0.6048955297823722,0.6763775880745726,0.7519772200328544,0.4059835343334007,0.3496990279177913,0.4038144979453109,0.46468900757781456,1.1431643434296475,1.061720432271635,1.1415670171600323,1.2263802080749675,0.6261830015041886,0.5482689756705997,0.6230964166442647,0.7077404873126513,0.04688767337776844,0.040225071841006516,0.04655955504786889,0.05401199259280362,0.04625076555718282,0.03608196318044632,0.04567662167821167,0.057170130410547845
12049,Kyle Hendricks,SP,0.617749346193006,0.5555540961720807,0.6151319666827719,0.683522932789712,0.2871218012170087,0.246415526886007,0.2856719241949677,0.3299017059103226,1.1776002173408249,1.1037645700867749,1.1763562544990156,1.2545008004692306,0.6068666399683631,0.5391525302779508,0.6044158834480864,0.6802830499581698,0.046894730499809606,0.039257189810061016,0.04648321256700754,0.05478175136046885,0.0536627138719026,0.04227327025702455,0.0530123350976807,0.06588166848936268
12272,Aaron Brooks,SP,0.7439237467087219,0.6553345644721891,0.7404144426531664,0.8366729132302912,0.3332313196989055,0.2738695448045857,0.32993191542274225,0.3959986286066696,1.1146605681303814,1.0248311701660295,1.1136096071994372,1.2060218730874925,0.5873088272188131,0.5046232785496942,0.58470682624234,0.6734191297117906,0.04829348448799971,0.04192677518134728,0.048030298736171415,0.05494238780047934,0.05196194201755143,0.0406225286307368,0.05110968827778582,0.06414130138106086
12304,Chris Bassitt,SP,0.8921538711469673,0.815254791095629,0.8889782420628703,0.9741683746972759,0.33640403663645396,0.2939644376719594,0.33500444140892927,0.38063622467285385,0.9727383885975251,0.9106116901527533,0.9712603678173524,1.0353673662262257,0.46289012786494155,0.41029135801972816,0.4604874073976885,0.518910536453656,0.06385592226022113,0.05432909012591664,0.06334168769069562,0.07399951370481103,0.06973583595173351,0.055881613355688295,0.06858256201359736,0.08492530325382218
12317,Colin Rea,SP,0.7879794618213437,0.7102738459287291,0.7855348788929727,0.8686976008423071,0.28567766096717834,0.24564884803348297,0.28424004996235425,0.32878221371327315,1.0078456925990313,0.9372191893692918,1.0062004728638683,1.082031352622585,0.495056561040147,0.4334613555220014,0.4922570690485279,0.5589215384726288,0.056888672338608226,0.04834145565064908,0.05642881735183554,0.06590220992270686,0.05619608397089891,0.04328388176372276,0.055065336751369265,0.07049944359925689
12447,Seth Lugo,SP,0.8400598397574841,0.7579288242185417,0.8369657570448732,0.923698173780068,0.28786469031189527,0.2473994948728479,0.28557739692372797,0.3321859557602961,0.9216688299201133,0.8565391609174758,0.919514034277342,0.9902552690785803,0.4150544195676394,0.36421620470314153,0.4130658002399731,0.4683121716929152,0.06473780104913938,0.0547238236994318,0.06415374146407739,0.07526288066721776,0.08774151871417152,0.06899533613797526,0.08638191601688244,0.1077950186860816
12718,Adrian Houser,SP,0.7113633100794099,0.6311877668924678,0.7092176879257857,0.7967679867257398,0.32901085658668144,0.2789329786693937,0.32659313065508644,0.38338910117780955,0.9823811138952772,0.9084285987183578,0.9806072240707158,1.0586308245111942,0.45674721214102465,0.39565898444169295,0.4538545031568302,0.5227187018360526,0.0603046191266061,0.05174279716532311,0.059964518612851486,0.06941352051108689,0.07066135228270683,0.05518379102433482,0.06950054620233986,0.08747434069205189
12730,Nick Martinez,SP,0.7137949049106206,0.6269487710770711,0.7111055731646354,0.8065608579670963,0.26461817257541065,0.21623307842808037,0.2627005057576695,0.31558481960392903,1.0266918631108206,0.943489928660316,1.0243832535180228,1.112532967623609,0.4865817289255007,0.4169725735845174,0.48427826438961286,0.5582639003236067,0.0584878459711703,0.04861662659756827,0.057943943937775175,0.06893992655985254,0.0700470445076503,0.05286743939683328,0.0687381896906428,0.08875360304047819
12768,Sonny Gray,SP,1.0650078696199874,0.9757898731104814,1.062207552009599,1.1547999906988655,0.26227238324363006,0.22800989320528428,0.2613819224580828,0.297829434363332,0.893972686265,0.8356072122320953,0.8934818523078735,0.9518056912440901,0.41584613912058455,0.3683651341189182,0.4136747980184998,0.465451285052691,0.06889213536770826,0.058031473697869485,0.06832403122559051,0.08053273011488865,0.07973190520223077,0.06364117934790492,0.0789880007475801,0.09603306131459885
12880,Tyler Anderson,SP,0.7310382060700189,0.6634102752775982,0.7297415573767108,0.8006420038466431,0.387844067031183,0.33971581058026235,0.3867568734892036,0.43712521357255624,0.9865058709060069,0.9232653132687869,0.9853813091811348,1.0521064800447733,0.4988927153247004,0.441804038618522,0.4972706762156847,0.5583053952561947,0.05151804109780253,0.043234239606603664,0.05130042032511882,0.05982836179141799,0.05882054061369965,0.04647364596105383,0.05798618759854836,0.07230542442397585
12970,Joe Musgrove,SP,1.0329382224999295,0.9363918520820947,1.0295168243056612,1.1339528824841127,0.24165121122210648,0.2052551941464735,0.24010369419418393,0.2794986040424261,0.8555532860775515,0.7952890089901219,0.8543266626463772,0.9167783904969141,0.36589269453065637,0.3202857029422218,0.36349798839248515,0.41325046504456725,0.07025614158210738,0.06171050731854657,0.0698310232940371,0.07964188745600445,0.09831320813304506,0.0793966533701987,0.09690142723687731,0.11855093991233581
12972,Joe Ross,SP,0.9377884650727478,0.8328178619327599,0.9336563149841696,1.048115578283908,0.3167403654953268,0.25791736292065615,0.3135840185032832,0.3811410929461492,0.9411878672254937,0.865576035469125,0.9393389852370622,1.0188503998865586,0.4582726064722367,0.393806068858248,0.4555033953545974,0.5267326975950853,0.05811813447520016,0.051141658497958195,0.05787705888810189,0.06538721219864434,0.06985817893535819,0.05536634803261768,0.0687028236235373,0.0860624658467306
13050,Anthony DeSclafani,SP,0.789447639248522,0.6942087589147308,0.7869508894387239,0.8873325773818419,0.25164862154569734,0.20864826188142588,0.2501699446699549,0.29686885188329354,0.9843018823912973,0.9072366555170501,0.9823221451122942,1.0648570719112112,0.45852457602591185,0.39588651838621147,0.4546482354283803,0.527012226909468,0.06011272128013562,0.05069478957865609,0.0595690740068577,0.07007778130525218,0.07479181711425667,0.05834729236940067,0.07307134546414545,0.09379279197595083
13074,Yu Darvish,SP,0.9100634521488153,0.823317334460031,0.9060206485777175,1.004886431745295,0.28192108924372056,0.2405685979194834,0.27990146448365366,0.3253307473348688,0.9410787449693354,0.869660229720824,0.9398757573336478,1.013402409748709,0.49188701059964857,0.42985637761013995,0.49047072131037794,0.5561373370300932,0.05988277810836791,0.0489876716527436,0.05925866515394618,0.07156205273854988,0.06575364989774334,0.051214573187331754,0.06454530549258009,0.08207096367442902
13125,Gerrit Cole,SP,1.0251175754844595,0.9366270352422745,1.0229527705812367,1.1180807523742164,0.25883127574728365,0.22313247312402526,0.25737393547869125,0.2958074474132955,0.8462288062677323,0.7889791571914283,0.8454212324399426,0.9031726327316273,0.38111033802342975,0.33603799854089567,0.37955344711294864,0.42871097000574493,0.07011706854552935,0.06078540387843559,0.06972528287265715,0.08011741126592276,0.09179648169030216,0.07412457256526254,0.0905619485729475,0.11093550304709995
13164,Eduardo Rodriguez,SP,0.8494965286602082,0.7690606305541425,0.8476004551837483,0.9305392524079732,0.36785499036614916,0.3196474870261741,0.36563717252791117,0.4186322376239901,1.0728400746141784,1.0034658087516455,1.071744619204401,1.1429235174310237,0.5637815737142068,0.49711311028994787,0.5620619112863401,0.6329041017432315,0.052699034946337556,0.04564102209951881,0.0524192312179172,0.05979190483488705,0.058338385205482055,0.046788244221450816,0.05745197460648488,0.07128363704447753
13273,Ross Stripling,SP,0.6532025819676639,0.5806371354571491,0.6510199245307617,0.7263801254166888,0.26240691911880776,0.21872352825153216,0.2604258109410964,0.30745160764837504,1.2448594462298899,1.153853263314223,1.2435071297489015,1.3390624608097303,0.6731395393711102,0.5867926532655217,0.670521550316856,0.7618759472299907,0.04262229316044333,0.03526679764403586,0.042264334168679064,0.050326026746901814,0.04183985978195508,0.031492276834392895,0.041138191291885465,0.053191146362588405
13361,Steven Matz,SP,0.8358306865023536,0.742835995102534,0.8320037051781604,0.9332254877957098,0.3192096027670026,0.26869170885704485,0.31721040335379513,0.37285051698380645,1.100749961003686,1.0166576890071783,1.0999254394216464,1.187361785209723,0.5790251376995573,0.4993412772044614,0.5769751920322463,0.6596073410533149,0.050886710307879814,0.043220840431854826,0.050530689930068554,0.05894611394403974,0.051639307361025844,0.039444347093850626,0.050666596833072466,0.06518274841343709
13431,Marcus Stroman,SP,0.7427823275334866,0.6657698481241625,0.7402217381067308,0.8220405706541767,0.3650039316819804,0.31253893144043565,0.36173848356506155,0.4219372808454517,1.0167202778055144,0.9444745028005074,1.014928882328714,1.0904395632798787,0.49339671963944726,0.43245467017141764,0.4903152570255188,0.5589306318115858,0.05637023447999108,0.04777873106392629,0.05596714609503646,0.06539558598075429,0.0660203419702505,0.05166711617178644,0.06509991432897673,0.0814375377265401
13543,Blake Snell,SP,1.2615764076784914,1.1443267388392104,1.2573618574072767,1.3843179753229495,0.5064972545740528,0.43962648468060017,0.5034058734483248,0.5782487767068442,0.7558095770518882,0.7018067986759738,0.7547254804613417,0.8115167587807922,0.37552927128000646,0.32655769978643706,0.37371691695602216,0.4261951444102942,0.06670992822889003,0.0573337317823768,0.06638865512285447,0.07633800736358348,0.0757846258748698,0.06038810928609242,0.07469452937310217,0.0927062811702037
13619,Jakob Junis,SP,0.8221039990103416,0.729795839991321,0.8180561637761024,0.9195412445363426,0.28403361774494207,0.2356650854736383,0.2812266811907501,0.33499964447290426,1.1086235694455557,1.020316008739917,1.1078003182118685,1.1985477867585166,0.5726550955912718,0.4902402062200186,0.5696516946541978,0.657654176558992,0.04914132260909055,0.04263660074812176,0.048957163589072164,0.05582801178279462,0.05639991634548213,0.0439134850984175,0.055412464225189084,0.07006428761914232
13649,Clay Holmes,SP,0.8137790148567795,0.7192903693614283,0.809326892495418,0.9175314236438505,0.36975926058085706,0.3109714439005218,0.3663294118220748,0.4336684337202258,0.9320951323451655,0.858771104395265,0.9301327783292284,1.0068178347972985,0.4463825528440315,0.3835083175964638,0.4435479751988568,0.5128291650106972,0.06027487804114298,0.051263026257085995,0.05979569325069124,0.06959623419341257,0.06787476727387039,0.052386330204297,0.0664115696812202,0.0852079664974881
13743,Max Fried,SP,0.9535316436230967,0.8684486191634108,0.9501743006826764,1.0412933497898142,0.2525940165801275,0.21833202524360096,0.251378347493564,0.28820545219663496,0.8279125065035838,0.7745335431069706,0.8275346962409307,0.8817825730501981,0.33692305757754754,0.29772541400108454,0.3353714852692888,0.37842974497928233,0.0760210568371529,0.06691779360946808,0.07559533550108552,0.08561935595561798,0.10587230105544598,0.08696891313324429,0.10475346660648487,0.1260349177358962
13761,Chris Stratton,SP,0.796737751663419,0.7112533817666604,0.793199230369912,0.8848872199204311,0.3515916419078304,0.296371949630693,0.3478877127243277,0.4117116093752772,1.0528495869043906,0.979148095442516,1.0505067808862083,1.1293480190613736,0.542592302421863,0.47440233815485655,0.5401609944058685,0.6139259936513602,0.051251636847267225,0.045645139426974866,0.05108360168469783,0.057128320744842295,0.05804130668626864,0.04676446085426893,0.05722945430026767,0.07008380643381965
13774,Zach Eflin,SP,0.8239324115667068,0.7443361444030789,0.8200644057569297,0.9082840185049206,0.16866614593606818,0.1422841430665654,0.16778241065755167,0.19589476014573765,1.0288912228676084,0.9620064152627144,1.0275060027288503,1.0971748238984558,0.44454506610845906,0.3941143200095665,0.4427435786938765,0.49882323646602555,0.06266422420092731,0.05520473398192677,0.062297898304458005,0.07066923945250125,0.08733381075624015,0.0705445562344458,0.0862721099732943,0.10504336124466163
13781,Alex Wood,SP,0.8892604658262274,0.776035922870461,0.886802500293304,1.0035815848718284,0.3541929793665607,0.29016808970947133,0.35080358114795207,0.4241823341766254,1.1439284407852597,1.0447579576884285,1.1409845879843634,1.247549113898174,0.6504916030097897,0.552035511581491,0.6462321005469596,0.752457444220314,0.04569564248493053,0.038195685341264406,0.04537340369361706,0.0536736965096373,0.04361015007691668,0.032136711440648634,0.042653236367391004,0.05635305734176363
13896,Chris Flexen,SP,0.6980954555825629,0.6284761049015463,0.6958351280086327,0.7714702122066934,0.387433394699808,0.33493016508027496,0.38554337556884255,0.4441979047642839,1.1986649335301542,1.1169490095910826,1.1960767078699748,1.2840396081235912,0.6609151420527447,0.5805934131338893,0.656978360729042,0.7505485096335575,0.04355428110810139,0.03827558707595778,0.04337802444347057,0.04914696356057942,0.04530493076307878,0.03623362041816528,0.04465465001349973,0.055228221146556934
13942,Brent Suter,SP,0.8291131047411695,0.7294050276430827,0.8275507523841181,0.9322290075409737,0.2549865794911219,0.20518734002150324,0.2519291891538227,0.3078715286005896,1.0312609765696399,0.9451602688822525,1.030267074641403,1.1161630108163925,0.49734673633513327,0.42498710275894275,0.4937539377588781,0.5724756536392429,0.05468853519270443,0.047766244651133355,0.05443087966935031,0.061888830319392484,0.06427270030900543,0.05008399106636317,0.0634016723961308,0.07959080859824151
14078,Michael Wacha,SP,0.8071796701354728,0.7329699539141935,0.8041282192988273,0.8841536097597827,0.25388557709968523,0.22022216876567924,0.252479783173944,0.2896966821126679,0.9247307696527033,0.8663031022926383,0.9233605474181492,0.9839503266598698,0.4045435201557123,0.3579040480462018,0.40327488276951073,0.45133816016114736,0.06831941039331714,0.05919669410568294,0.06777275147933227,0.07808680581957933,0.08330235189837294,0.06743669941280706,0.08207076947456729,0.10023285267119257
14107,Kevin Gausman,SP,1.0750669018164747,0.987253819812111,1.071778363499602,1.1677300613465744,0.2637057050003556,0.2304048544671835,0.2622913881720078,0.2994075778530768,0.8643452530333497,0.8113736240774645,0.863906112652072,0.917657419541138,0.38310697902209784,0.34097486181963244,0.38203459609310275,0.42612366304394245,0.06825858142845684,0.05903809813288307,0.06803812683633603,0.0778977764207509,0.0913358875098751,0.07452801352798737,0.09014198679236252,0.10945324191214384
14120,Lance McCullers Jr.,SP,0.965020834216283,0.8424766455024236,0.9621345811400386,1.0917789536500189,0.59659861540435,0.4953569036563998,0.5910327506029666,0.707347826950695,1.0163387766091725,0.921640275881153,1.013771951589424,1.1110550223669735,0.6025716452915636,0.508462814751386,0.5975594822304284,0.7037020530697508,0.048083100729551874,0.040355550486062396,0.047776691463431734,0.05627811842990498,0.0468563290543181,0.035143220125565575,0.046054063916864285,0.05946807658133224
14168,José Berríos,SP,0.8062305789602008,0.7344098488882188,0.8043570181878046,0.8810142048210384,0.29477877764128263,0.25840495136850367,0.2927327931409256,0.3340050229821666,1.0047988253278175,0.9472195356403583,1.0035595896175606,1.0657478825211781,0.47473111197379986,0.42311095126768616,0.47386778622444936,0.5272353369225571,0.0586826079243443,0.052178109339670826,0.05840563924695081,0.06553269425524912,0.07713613166459046,0.06331674751146173,0.07634203134426923,0.09203632598784398
14309,Frankie Montas,SP,0.9275971556946528,0.8249489806662094,0.9235616722574427,1.0339400117006328,0.4334474978958672,0.3687050269391684,0.43013188493211896,0.5047047361682413,1.083715256966866,1.0038181212042288,1.0815845805306936,1.1668125771707922,0.6182242655776452,0.537214465272267,0.6146150085238171,0.7049826769752284,0.04678616275023815,0.03969539714953417,0.04655449273509928,0.05407759904105432,0.047435292567220455,0.03678473751899906,0.04654793491804523,0.059023799656556804
14361,Ty Blach,SP,0.5606186919938775,0.4832155593047086,0.5576426047911534,0.6429778784054196,0.3129473177135898,0.2539087815728393,0.30981716160567985,0.3759118301284075,1.3533157439828967,1.2404775509370882,1.3512713506725433,1.4694444488783152,0.7481439325345652,0.6407161009370285,0.7448106741153568,0.8592140166964408,0.04170052757054474,0.034294355241709235,0.04142827149759884,0.04907887173548405,0.04182881029434685,0.031279259699551316,0.04084106910897724,0.05332159909670717
