playerid,PlayerName,Team,role,IP_atc,z_ERA_p50,z_WHIP_p50,z_IP_p50,z_W_p50,z_Ks_p50,z_SVH_p50,composite_mean,composite_p05,composite_p50,composite_p95,expected_rank_overall,p_top20_overall,p_top50_overall,expected_rank_role,p_top20_role,p_top50_role
10061,Brooks Raley,NYM,RP,62,0.5168607287357725,0.6662117245356032,0.6591327954233013,0.09399247866974678,0.676946111645916,1.3768527436855598,0.6966602717062659,0.1262208963339851,0.6852236277604724,1.333795039333929,61.213166666666666,0.13766666666666666,0.45716666666666667,61.213166666666666,0.13766666666666666,0.45716666666666667
10078,Caleb Thielbar,CHC,RP,66,0.06616704315030585,0.3865743026009495,0.8671921728575913,0.6119135441999783,0.7579726019034702,-0.3677717762072968,0.41324178971042624,-0.12828012020729804,0.39787020111307037,0.9946153313731927,93.46416666666667,0.0285,0.18416666666666667,93.46416666666667,0.0285,0.18416666666666667
10233,Aroldis Chapman,BOS,RP,62,0.6792570526800937,0.7066534451886178,0.6591825222742422,1.1465908056152174,1.4436430294440386,1.2265407920179578,1.0064143877081948,0.39252647957383213,0.990639498155836,1.6829968546951146,35.1705,0.3755,0.7596666666666667,35.1705,0.3755,0.7596666666666667
10315,Michael Tonkin,MIN,RP,34,-0.35090672461301775,-0.10692608967590048,-0.7744246000074635,-0.5036581203684882,-0.8624639829487168,-0.787616672866652,-0.5594098020493649,-1.037033574723452,-0.5537821247724286,-0.09903715669277255,238.04016666666666,0,0,238.04016666666666,0,0
10591,Scott Alexander,SFG,RP,33,-0.11859542976728288,-0.16586540731645333,-0.8241153219285062,-0.4959991213940556,-1.0699358718217111,-0.6513295159138582,-0.5505052988861434,-1.0284605138902683,-0.5490776575773951,-0.0954408662249394,237.015,0,0,237.015,0,0
11384,Tommy Kahnle,NA,RP,50,0.09238883573862086,-0.10812424399743922,0.038567277260515474,-0.4740447159208847,-0.20885001645483445,-0.4523535130566717,-0.17784158989330748,-0.6230272254721464,-0.17622794902485342,0.26939839523173503,181.96866666666668,0,0.0015,181.96866666666668,0,0.0015
11426,Drew Pomeranz,LAA,RP,58,1.016256412402475,1.1313113139907007,0.45713880545278174,0.37226042487458466,0.6289496534411254,0.7371463484690847,0.7610218557839417,0.18804604123941054,0.7483959939557604,1.389902516495121,54.64066666666667,0.16333333333333333,0.5228333333333334,54.64066666666667,0.16333333333333333,0.5228333333333334
11752,Luke Jackson,NA,RP,41,-0.37926796822480285,-0.4391466176640444,-0.4215426119494276,-0.4318800995348302,-0.5377555851363077,-0.6253248010052139,-0.4652159316309309,-0.9196481988461823,-0.4647373086984875,-0.013338606874278383,225.68983333333333,0,0,225.68983333333333,0,0
11804,Héctor Neris,KCR,RP,22,-0.3700547287436956,-0.27151721829581166,-1.400517303818031,-0.6841922511489917,-1.098195765996925,-0.6622801112976121,-0.7281137684561747,-1.2386625003646723,-0.72320839963266,-0.2504869060685055,257.44483333333335,0,0,257.44483333333335,0,0
11847,Chris Martin,TEX,RP,54,0.5366098494066291,0.5526223253279172,0.2494200584422447,0.09677095102519792,-0.012664077441208175,0.6094620066437371,0.35964832214425724,-0.14498063582512438,0.354443826497267,0.8955155097195003,99.87083333333334,0.012666666666666666,0.1245,99.87083333333334,0.012666666666666666,0.1245
11861,Jason Adam,SDP,RP,61,1.3314203303622958,1.2903212104585648,0.611668179847698,0.7822118995500849,0.7115308513681373,1.4344423693641035,1.0628259005398402,0.4830702222759886,1.0438791424066056,1.7213501385023466,30.669666666666668,0.43066666666666664,0.8163333333333334,30.669666666666668,0.43066666666666664,0.8163333333333334
12056,Scott McGough,NA,RP,24,-1.7812405865069927,-1.3481275463772082,-1.295582714536401,-0.8834690103612817,-1.1875158245891817,-0.7542213566483955,-1.2118757575310963,-1.7617155045828887,-1.2021538365528133,-0.6913067308136482,293.42466666666667,0,0,293.42466666666667,0,0
12095,Yimi García,TOR,RP,56,0.21767484363151188,0.41866536214051087,0.35133965843104453,0.2516535679376851,0.5501446125029583,-0.2103470201114919,0.2925865222886309,-0.23700705806211336,0.28199116526144197,0.8631533934365282,109.613,0.012,0.09983333333333333,109.613,0.012,0.09983333333333333
12572,Blake Treinen,LAD,RP,58,0.11677053803890083,0.16479871039896635,0.4571527641386089,0.9415179828119411,0.39171117825731777,-0.3543275312283357,0.31776353379324823,-0.2654648628897147,0.3012747372972603,0.9576413662270675,107.30816666666666,0.023166666666666665,0.13333333333333333,107.30816666666666,0.023166666666666665,0.13333333333333333
12760,Rafael Montero,NYY,RP,26,-0.9858600226510121,-0.8463523761254362,-1.1858615379692954,-0.819414520114719,-1.140994884322673,-0.7167684010260968,-0.9479659530666419,-1.44774081184759,-0.9388885612351818,-0.47991162141226446,278.1988333333333,0,0,278.1988333333333,0,0
12763,Chris Devenski,PIT,RP,24,-0.9932170167007977,-0.7651514667524542,-1.298095280170511,-0.807620185302362,-1.2421849770667839,-0.7848163978630356,-0.9825284530401298,-1.5299485103414678,-0.9726201148407706,-0.47036295469994494,279.7608333333333,0,0,279.7608333333333,0,0
12777,John Brebbia,COL,RP,10,-1.7814446996870292,-1.0464749737197212,-2.0156028343536874,-1.223250137866093,-1.6990034350208698,-0.8316218954828221,-1.4295184659342535,-2.1643586905736387,-1.4076559633194643,-0.7516000514515205,299.2345,0,0,299.2345,0,0
12791,Michael Kelly,ATH,RP,60,0.19036639489435067,0.07877190206052664,0.5615178134977333,0.14961861859579773,0.021436688075538043,-0.44558290445580184,0.11952590751744963,-0.40437134472318637,0.11391681238611528,0.6674673126636453,135.02033333333333,0.0025,0.036333333333333336,135.02033333333333,0.0025,0.036333333333333336
12828,Andrew Kittredge,BAL,RP,67,0.9825028798144345,1.185470373939547,0.9118293178945536,1.2428169697303337,0.7117205380871869,1.7918259504711118,1.1808132385512753,0.552013770892438,1.1608620139023917,1.8947861891252833,24.892,0.5443333333333333,0.8718333333333333,24.892,0.5443333333333333,0.8718333333333333
12857,Shawn Armstrong,CLE,RP,68,0.52839280608475,0.6213838867841179,0.9740704203752748,0.26101499089504526,0.6867478970013552,0.7084263065593459,0.6665123302970708,0.11629265499278191,0.6551801356921172,1.2730723868506573,63.49583333333333,0.10233333333333333,0.4166666666666667,63.49583333333333,0.10233333333333333,0.4166666666666667
12972,Joe Ross,ARI,RP,12,-0.7089507428096287,-0.5416549186517374,-1.9118850283865272,-1.2119898246906637,-1.691588341772544,-0.8600097170603078,-1.1480000518419828,-1.761496448050254,-1.1338822918618214,-0.5725728698269724,288.9103333333333,0,0,288.9103333333333,0,0
12988,Andrew Chafin,MIN,RP,54,-0.14555646965497426,-0.36210931700500193,0.25589503139506947,-0.25633473919467764,0.1758782541476634,-0.4797757713304285,-0.10865199456846925,-0.5987331278544419,-0.11074110768164402,0.3900827854907434,170.70766666666665,0,0.004833333333333334,170.70766666666665,0,0.004833333333333334
13133,Derek Law,ARI,RP,24,0.3604800153143587,0.32324134085351186,-1.2960473834932156,-0.7850286538427691,-1.2619513336016581,-0.7687423411868637,-0.5603782385284864,-1.0051767637835702,-0.5530000431528452,-0.1468078565737623,238.991,0,0,238.991,0,0
13293,Danny Coulombe,NA,RP,48,0.9469612064988382,0.9860048442705673,-0.05689022824754915,0.0803269064943327,-0.0760946359978088,-0.41599651602456644,0.26182642358859937,-0.1961840806643615,0.2535153623531588,0.7491531828085962,112.95516666666667,0.0028333333333333335,0.05733333333333333,112.95516666666667,0.0028333333333333335,0.05733333333333333
13346,Hoby Milner,CHC,RP,60,-0.037226198693294535,0.15614831359510617,0.5627818408855272,0.028915370947062292,0.06623735144157808,-0.4856460035556975,0.0642513026578444,-0.40850902118888666,0.059478547319927674,0.5581448981511047,143.31816666666666,0.0016666666666666668,0.016,143.31816666666666,0.0016666666666666668,0.016
13435,Pierce Johnson,CIN,RP,61,0.06733500756102134,0.08681975247189963,0.5951633319179623,0.26155841272969793,0.672014652254171,-0.40800991655197927,0.239606468602479,-0.265958688551335,0.22854390876547637,0.7869746386779862,117.094,0.007,0.07016666666666667,117.094,0.007,0.07016666666666667
13449,Taylor Rogers,MIN,RP,61,-0.48131638290559364,-0.3726534084366985,0.6224622192168935,0.05245281725094812,0.4983533901223385,0.39109009601317657,0.13984707605317248,-0.39149187361377213,0.13297498656926776,0.7177057274582271,132.26016666666666,0.005,0.046,132.26016666666666,0.005,0.046
13470,Lucas Sims,CHW,RP,10,0.061576890239403895,-0.18903007334116648,-2.0160217649517245,-1.1972564492458,-1.60396619326343,-0.7935935119961394,-0.9583375787648705,-1.5828535315694752,-0.9369626302430916,-0.392262294619788,276.0783333333333,0,0,276.0783333333333,0,0
13528,Matt Bowman,MIN,RP,16,-1.0603628519240105,-0.8792977969615928,-1.7050830494254332,-1.1729294742538197,-1.5786382256443505,-0.8120161462703075,-1.1904335595114022,-1.83116657062186,-1.1778124462500714,-0.6199553727436983,291.1166666666667,0,0,291.1166666666667,0,0
13580,Steven Okert,HOU,RP,64,0.17218379775659085,0.3292140810596884,0.7569782021115616,0.2496652024696619,0.7512521450005607,-0.5118473677755355,0.31818661030108053,-0.2003066627747601,0.3052963453345906,0.8778296941692061,105.775,0.012,0.10533333333333333,105.775,0.012,0.10533333333333333
13619,Jakob Junis,TEX,RP,65,0.5091379353372464,0.6251144697363445,0.8132731208986728,0.2476844410360512,0.23145716983320413,-0.5337098029848137,0.342983727564265,-0.15309300994916972,0.3314288567668191,0.8856401411626779,102.0315,0.011166666666666667,0.11016666666666666,102.0315,0.011166666666666667,0.11016666666666666
13799,Matt Strahm,KCR,RP,66,0.7326179691572352,0.9085571852306245,0.8644797337320389,0.6763754877381145,0.9619140795584229,0.9351746903933904,0.8770669008429705,0.3088078317787114,0.8642365646563255,1.5046016693812816,44.031166666666664,0.24783333333333332,0.6513333333333333,44.031166666666664,0.24783333333333332,0.6513333333333333
13892,Paul Sewald,ARI,RP,58,0.7464342453077155,0.8814430280959981,0.45345555853901853,0.5758455692837554,0.8634159291570822,1.7129430073258387,0.9048101351607736,0.31374893878179044,0.887828920841768,1.565703188931769,42.57,0.275,0.667,42.57,0.275,0.667
13932,Dietrich Enns,BAL,RP,62,-0.3056095688250915,-0.09587466335262226,0.6707001217785489,0.2033295666563122,0.3963888601852966,-0.3273620573009469,0.11801382410461345,-0.4619144338293497,0.10819729469984998,0.7137091099722995,135.9365,0.0065,0.048,135.9365,0.0065,0.048
13942,Brent Suter,LAA,RP,60,-0.39302643446297,-0.36448112447182246,0.5488625628802851,-0.31065167517224207,-0.3379618376676363,-0.7629281818061785,-0.24242434329007806,-0.7050018609926705,-0.24614542938525769,0.23095927190482954,192.16033333333334,0,0.0013333333333333333,192.16033333333334,0,0.0013333333333333333
14212,Josh Hader,HOU,RP,66,0.5787160076881512,0.6979648110468687,0.8632734056765253,0.6303887107809726,1.612649018479174,1.8621216609223743,1.0705990305755073,0.4330122091031384,1.0549155025653785,1.7550532947857573,31.099333333333334,0.445,0.8055,31.099333333333334,0.445,0.8055
14295,Wandy Peralta,SDP,RP,57,0.5552151142267165,0.3461216550091084,0.40258524645710025,0.2937697612575958,-0.1353290279842568,-0.49321135222366214,0.1860351340287217,-0.2858440586441515,0.17755719998160097,0.6949514350657012,124.56616666666666,0.0025,0.04133333333333333,124.56616666666666,0.0025,0.04133333333333333
14332,Joel Payamps,ATL,RP,53,0.3214419075998878,0.3803579240702202,0.19703308527096355,0.13137620076462836,0.07364013267905788,-0.14733384564342622,0.18326752719861386,-0.331015372196637,0.17358959747102298,0.7140396558879987,125.26883333333333,0.004166666666666667,0.04833333333333333,125.26883333333333,0.004166666666666667,0.04833333333333333
14416,Yunior Marte,CIN,RP,18,-1.0992085423628213,-1.1086899978409288,-1.6023824840066438,-0.9193971109985625,-1.4397829445100108,-0.7900056924215866,-1.1675530165076813,-1.7559362196853252,-1.153268697882522,-0.6213306140337322,290.698,0,0,290.698,0,0
14524,José Leclerc,NA,RP,37,-0.4674186027958591,-0.35707817716054735,-0.63269081720184706,-0.677674384571592,-0.43036738497468596,-0.6941251351055315,-0.5125444329679475,-0.977427668271074,-0.5075891238340171,-0.06642593916653569,232.18733333333333,0,0,232.18733333333333,0,0
14527,Jorge López,NA,RP,32,-0.16250150480868225,-0.15032676490215735,-0.8851257750573989,-0.3961597179329399,-0.8932114682269807,-0.5669564979126682,-0.5040826603489397,-0.9823988524529855,-0.5023769472426494,-0.051095242074256766,230.86316666666667,0,0,230.86316666666667,0,0
14542,Carlos Estévez,KCR,RP,65,0.668192362222828,0.6078858132820042,0.8181694293720698,0.5388968979044304,0.5675507133984983,2.452964035334268,0.9671652925649883,0.3498781378766523,0.9424514550172669,1.6401872385876888,37.895833333333336,0.3378333333333333,0.729,37.895833333333336,0.3378333333333333,0.729
14706,Anthony Banda,MIN,RP,60,0.2426222713397633,0.12583251764847686,0.5525683880022413,0.15249792603012569,0.40602708159979,-0.5077802431627615,0.18765042182212302,-0.29582499970078524,0.17504566772137622,0.7181893368191339,124.49366666666667,0.0035,0.04583333333333333,124.49366666666667,0.0035,0.04583333333333333
14710,Edwin Díaz,LAD,RP,66,0.937694280242561,0.9868961416082354,0.8766045836550564,0.761467204598582,1.7299982750944074,1.1420374781864333,1.0990647314542301,0.49962768051093365,1.0807725724684611,1.7513575054380877,28.482666666666667,0.466,0.8406666666666667,28.482666666666667,0.466,0.8406666666666667
14771,Emilio Pagán,CIN,RP,66,0.15954416368113242,0.4151188521362962,0.8512334474055687,0.37149981513850194,0.8603857280962618,1.4238101389877507,0.7132833933658179,0.14271492575351027,0.6904015168287219,1.3384143473620573,59.224666666666664,0.14166666666666666,0.4618333333333333,59.224666666666664,0.14166666666666666,0.4618333333333333
14874,Sam Moll,CIN,RP,42,0.34913115829001407,0.2290964925909919,-0.36776717075234344,-0.28307400008255035,-0.29911322065801177,-0.5054193293224984,-0.12479730738066784,-0.5854272355799885,-0.12475818446588127,0.3480732321631747,173.30633333333333,0,0.0021666666666666666,173.30633333333333,0,0.0021666666666666666
14993,Scott Barlow,ATH,RP,54,-0.2883505772469379,-0.6003507834032497,0.24899904152231062,-0.19405391085990642,0.3533403492913967,-0.44120070601214606,-0.1326306190668089,-0.6211304694424021,-0.13405484825275937,0.36136411908205496,174.5625,0,0.0025,174.5625,0,0.0025
15009,Kyle Finnegan,DET,RP,64,0.16480722582009869,0.1618065345313809,0.7539772501985809,0.5007287232155276,0.4154532239987929,2.0442193750109716,0.7014616869510106,0.10256406978951176,0.6896867329712151,1.3737207732651262,61.273833333333336,0.1455,0.4635,61.273833333333336,0.1455,0.4635
15042,Tim Mayza,PHI,RP,31,-0.25943381816376,-0.22335849328815915,-0.9322419021300088,-0.7089585161306369,-1.0191116023550988,-0.586657882482776,-0.6001966358713434,-1.0825224448132833,-0.5918215215670557,-0.14386360278909624,243.29783333333333,0,0,243.29783333333333,0,0
15043,Lou Trivino,PHI,RP,24,-0.8357348847162882,-0.844368868039288,-1.295080936021483,-0.8431473643397557,-1.2532682146475946,-0.7230222354361933,-0.9674767305950974,-1.492871500907156,-0.9582420208981915,-0.4825558515980277,279.158,0,0,279.158,0,0
15047,Austin Voth,CHW,RP,8,-0.19281369375827215,-0.09713179521382469,-2.1175913048819996,-1.2268523778693887,-1.7825555075102915,-0.849557553820887,-1.051152085144967,-1.769860150699372,-1.0251311519587634,-0.4102897801043713,280.8018333333333,0,0,280.8018333333333,0,0
15094,Rob Zastryzny,MIL,RP,50,-0.09858258927456542,-0.22108423186984885,0.032930715775724484,-0.20681369513832942,-0.22695793780478346,-0.5137254747938865,-0.1818432881818876,-0.7445112283142875,-0.18787878331374663,0.39578704006815363,182.023,1.6666666666666666e-4,0.005333333333333333,182.023,1.6666666666666666e-4,0.005333333333333333
15145,Justin Topa,MIN,RP,63,-0.3364728992119349,-0.27622920001146295,0.7150004986136169,-0.07688294191312853,-0.11392127681140485,0.05201302865459817,0.017225059855770355,-0.5002698328987363,0.0036945227510610107,0.5768666611349901,151.19433333333333,0.0011666666666666668,0.0215,151.19433333333333,0.0011666666666666668,0.0215
15256,Cole Sulser,TBR,RP,55,0.04581819530560756,0.09403591861932545,0.28970295026076653,0.016043473045101307,6.082647545335273e-4,-0.5473403312518956,0.0022647267211124977,-0.5583880511813301,-0.005633284795882025,0.5850196267870535,153.4165,0.0013333333333333333,0.022333333333333334,153.4165,0.0013333333333333333,0.022333333333333334
15507,Hunter Harvey,CHC,RP,52,0.4803205181974592,0.4965854617266233,0.14887472674498903,0.09445327007485112,0.13430565299040215,1.1017223268151684,0.43380374428704976,-0.12416645419648549,0.42156013938953185,1.0143225714076343,90.72216666666667,0.029,0.19116666666666668,90.72216666666667,0.029,0.19116666666666668
15541,Tyler Rogers,TOR,RP,74,0.9133254616177946,0.7413367414446475,1.2778792939264418,0.6256512507826388,-0.0032024609723445615,1.518224819237177,0.8798587022824979,0.3136199034253543,0.8628779998891625,1.5230897402252748,43.97716666666667,0.255,0.6468333333333334,43.97716666666667,0.255,0.6468333333333334
15551,Mark Leiter Jr.,ATH,RP,64,-0.147630820537381,0.029705097930761232,0.7670476941374338,0.24277069266514878,0.9019032760827436,1.0010816319986273,0.5007756802042183,-0.08456769137650197,0.48560932266714796,1.1311047890906383,83.29366666666667,0.0545,0.26566666666666666,83.29366666666667,0.0545,0.26566666666666666
15552,Chad Green,NA,RP,42,-0.5791756825650194,-0.16400381410082737,-0.3722188765338337,-0.3610051497578156,-0.53652945102356,-0.4461928566777832,-0.3937691506498788,-0.8845751012826084,-0.3959504880278512,0.08249759398266776,214.76816666666667,0,1.6666666666666666e-4,214.76816666666667,0,1.6666666666666666e-4
15734,Brad Keller,PHI,RP,68,0.2774707681205,0.2514102471037003,0.9870203412645718,0.306432785093149,0.6804783842277622,1.290671649913012,0.6626927176014611,0.08849416386805876,0.6562753656973694,1.2655630237605586,64.3555,0.10966666666666666,0.42183333333333334,64.3555,0.10966666666666666,0.42183333333333334
15761,Joe Jiménez,ATL,RP,18,0.4186370713782531,0.5218629484997179,-1.6034129698608846,-0.8430202838534354,-1.2542153189012915,-0.7410480598183093,-0.5960855646902811,-1.0695099500533645,-0.5843096891689785,-0.17205238838043102,242.947,0,0,242.947,0,0
15816,Devin Williams,NYM,RP,64,0.386636498476547,0.36316763014621467,0.7656078993003619,0.4883120072375267,1.4268592176443096,1.9667785376010962,0.9207033881288624,0.2906391235119419,0.9087343847408615,1.603704422025211,42.04183333333334,0.30883333333333335,0.6713333333333333,42.04183333333334,0.30883333333333335,0.6713333333333333
15947,Ryne Stanek,STL,RP,60,-0.8412293143900422,-0.7035322189614961,0.5628872082362153,0.13947012195556818,0.5541586368768583,-0.41868501044624834,-0.0924932452764279,-0.6167327290961698,-0.09573213749520507,0.45594528553536046,168.27916666666667,5e-4,0.010833333333333334,168.27916666666667,5e-4,0.010833333333333334
16061,Cam Booser,TBR,RP,8,-0.3265966346991142,-0.3349688454221744,-2.118490077629831,-1.2202709275869352,-1.7376427449856815,-0.7882901016763051,-1.0975785587661004,-1.861531708777618,-1.0748420264847625,-0.4272375934222457,282.99916666666667,0,0,282.99916666666667,0,0
16122,Jordan Romano,LAA,RP,57,-1.4380888407146868,-1.0656732453285884,0.3998681911549694,-0.2513395883802575,0.1199538637971658,-0.35640047336686753,-0.4074316934399084,-0.9790273906497128,-0.4033424352222075,0.1629736793357881,215.324,0,6.666666666666666e-4,215.324,0,6.666666666666666e-4
16258,Aaron Bummer,ATL,RP,60,-0.787057223433919,-0.7061236567184814,0.5557045074466441,0.07529185543548142,0.3679389993592598,-0.5296778110679261,-0.14741223151756694,-0.6466545003630623,-0.1525237090994747,0.3791910276445779,176.892,5e-4,0.005,176.892,5e-4,0.005
16350,Ryan Borucki,CHW,RP,18,0.2678012179307823,0.13160820865397932,-1.6033332777236697,-0.8467651294261564,-1.409090359523561,-0.6930916364181248,-0.6982440647574679,-1.2290657542835122,-0.6862477845194888,-0.2197082895097463,253.989,0,0,253.989,0,0
16427,Scott Blewett,STL,RP,24,-0.6273728578659812,-0.496171743226623,-1.29355846802592,-0.8353117393118732,-1.2650180984757524,-0.785570116135294,-0.8814952645190213,-1.3921578339595038,-0.8729499255168971,-0.4001421775501759,272.5655,0,0,272.5655,0,0
16507,Dan Altavilla,MIN,RP,32,-0.06488145112859567,-0.3500452949666593,-0.8754155591173385,-0.7577339172664392,-0.8831098418680583,-0.6364641985506827,-0.5821582664175188,-1.1055114576819216,-0.5772292148963263,-0.09011148169619007,240.02816666666666,0,0,240.02816666666666,0,0
16609,Bryan Abreu,HOU,RP,68,0.8252929717308015,0.730522179394038,0.9753490748270455,0.5723884961366091,1.6689774148214065,2.030890005067705,1.1625019209267253,0.5280612626029317,1.1447914116554005,1.8531974070052555,25.5735,0.5345,0.8685,25.5735,0.5345,0.8685
16647,Ryan Thompson,ARI,RP,64,-0.01744028972727263,-0.02577887695103629,0.7659185216643817,0.4319447443057799,0.03804734050357364,1.0942163392859112,0.4085691200687614,-0.18603886328553385,0.40352556914711346,1.033044214657474,94.86366666666666,0.033666666666666664,0.19283333333333333,94.86366666666666,0.033666666666666664,0.19283333333333333
16727,Brock Stewart,LAD,RP,44,1.0281862208573918,1.0346989266593494,-0.2565609861983671,0.15443875921638703,0.05918216196241183,-0.33930778329244304,0.3070827012035543,-0.17890984372372182,0.29519520598184856,0.826450851752935,106.93966666666667,0.008,0.08733333333333333,106.93966666666667,0.008,0.08733333333333333
16814,Tim Hill,NYY,RP,66,-0.23999064079140403,-0.4109012130588582,0.856754127595401,0.035059606659799104,-0.4384553828335658,-0.4916036673191537,-0.09747999908085088,-0.570052817412163,-0.10569872860226966,0.3911820437367511,169.08666666666667,1.6666666666666666e-4,0.0036666666666666666,169.08666666666667,1.6666666666666666e-4,0.0036666666666666666
16835,Brennan Bernardino,COL,RP,58,-0.02404521702026564,-0.17946174468403797,0.45276059672866603,0.043378952011795605,0.22247960339806533,-0.5120734095590198,0.02149456166139531,-0.48484684719864146,0.015508900249271918,0.556934841416958,150.288,0.0013333333333333333,0.0195,150.288,0.0013333333333333333,0.0195
16918,Luke Weaver,NYM,RP,67,0.8138917026290371,0.904218856948735,0.9128225904487937,0.7141751739306653,1.22073296148268,1.714695613023217,1.0762611537959479,0.4668510352851043,1.0609527274019654,1.7698412157730607,30.692333333333334,0.44233333333333336,0.8068333333333333,30.692333333333334,0.44233333333333336,0.8068333333333333
16990,Tanner Banks,PHI,RP,62,0.2175964941275601,0.40692436983132824,0.6671078891449533,0.1324918621079254,0.24660284735231255,-0.6161060308473185,0.1987925402060769,-0.2924325804376835,0.18599827580078387,0.7285287573380532,122.9175,0.003,0.051166666666666666,122.9175,0.003,0.051166666666666666
17130,Raisel Iglesias,ATL,RP,66,0.8046718116370293,1.006606859306102,0.8734494122742078,0.6005840601432417,0.7177585097584158,1.5650787062691929,0.9605160773518974,0.3879018286282893,0.9344150450740707,1.6010149342652122,37.67883333333333,0.32266666666666666,0.7288333333333333,37.67883333333333,0.32266666666666666,0.7288333333333333
17170,Gabe Speier,SEA,RP,58,0.6925116459915155,0.8551198852273989,0.45465149607911604,0.41034869957220355,0.8058110550818779,-0.2096768633153143,0.5238185930177907,0.00260186002839766,0.5130785792428219,1.073945420174452,78.82183333333333,0.04133333333333333,0.26016666666666666,78.82183333333333,0.04133333333333333,0.26016666666666666
17192,Jalen Beeks,NA,RP,40,-0.3278016222107255,-0.36669599643007145,-0.47135883957957336,-0.44660579714679416,-0.6142519312313303,-0.6056472606442953,-0.4676209597169112,-0.9118765512160857,-0.4668301476269253,-0.039187411888261706,226.33866666666665,0,0,226.33866666666665,0,0
17282,Michael Kopech,NA,RP,42,0.4494222042078836,0.39736623421708966,-0.3717726733468337,-0.11569728994252329,0.2132808841902012,-0.42843899560178667,0.04477028132747369,-0.4221842654611643,0.03860231060877271,0.5219598304131322,146.26366666666667,5e-4,0.011666666666666667,146.26366666666667,5e-4,0.011666666666666667
17381,Matt Gage,SFG,RP,56,-0.5001616353449991,-0.44293673753246054,0.3444193774355213,-0.2894459013374727,-0.11273109682146207,-0.544598242010413,-0.2345508481321434,-0.7891186444529595,-0.23373624386126185,0.32853045337791004,190.20116666666667,3.333333333333333e-4,0.004833333333333334,190.20116666666667,3.333333333333333e-4,0.004833333333333334
17432,Jeff Hoffman,TOR,RP,63,0.9955882421939786,1.0491368175727427,0.7178515688114063,0.9698202807698192,1.3285427801377971,2.1675777156616896,1.2372442697154402,0.5792372609643,1.2166288229433033,1.9636479796632726,22.184833333333334,0.6013333333333334,0.8928333333333334,22.184833333333334,0.6013333333333334,0.8928333333333334
17490,Génesis Cabrera,PHI,RP,18,-0.6973370750996137,-0.7454367040272712,-1.6053135401359189,-0.8967091901700364,-1.4510428544415268,-0.7878753453582458,-1.0450416927430684,-1.5776285047058136,-1.0369582164114228,-0.5507265865382207,284.5255,0,0,284.5255,0,0
17556,Jimmy Herget,COL,RP,77,0.3126737757676997,0.3465827506508332,1.4243896608786242,0.4008103992177602,0.7933186558141694,1.0853468655668184,0.7595282200175094,0.1383364657571921,0.7474690056295968,1.4275602594613872,55.662,0.17583333333333334,0.5231666666666667,55.662,0.17583333333333334,0.5231666666666667
17578,JT Brubaker,SFG,RP,54,-0.4002497798572492,-0.37075572605806895,0.24881140810159297,-0.3179407618686817,-0.18005137358840667,-0.5977686004162237,-0.24796408431960948,-0.7974822946154977,-0.24810246187398188,0.28601778672119216,192.225,0,0.0023333333333333335,192.225,0,0.0023333333333333335
17586,Tanner Scott,LAD,RP,63,0.6357290734820842,0.5851145428560689,0.7176506967369158,0.6204603014360859,0.9968979370522842,1.842798347135259,0.9295469240034226,0.33680306580117925,0.9138165021605162,1.5716233026486146,40.265166666666666,0.30266666666666664,0.695,40.265166666666666,0.30266666666666664,0.695
17610,Tanner Rainey,DET,RP,16,-1.2040184591382372,-1.237461157412588,-1.7049489137442162,-1.187103267568002,-1.443646765915939,-0.7950980757027116,-1.2483253074921172,-1.8498085636483546,-1.2378507144625666,-0.6833240651132071,294.07616666666667,0,0,294.07616666666667,0,0
17611,Taylor Clarke,ARI,RP,56,-0.01847390751819037,0.1586364191330552,0.34406715636123586,-0.0797279218278567,-0.02481939520485548,-0.4555902289493722,0.006311238772105305,-0.47659604740351014,-0.0013423266879267388,0.5236918551252403,152.5095,6.666666666666666e-4,0.012333333333333333,152.5095,6.666666666666666e-4,0.012333333333333333
17639,Justin Lawrence,PIT,RP,58,-0.8499334166405368,-0.9249130265406045,0.45788632354750863,-0.0676761877588285,0.11465251422910533,-0.45885894255642823,-0.2781554984937161,-0.7990879896576868,-0.27863036380448303,0.2395749929799777,197.17983333333333,0,0.0015,197.17983333333333,0,0.0015
17722,Trevor Megill,MIL,RP,66,1.1379499950537748,1.2332083492635983,0.8734576082296546,1.3348051359700457,1.60727100024697,3.4753222971178186,1.646894088710752,0.883530591366921,1.627638009530367,2.472198815120445,9.458333333333334,0.8673333333333333,0.977,9.458333333333334,0.8673333333333333,0.977
17734,Evan Phillips,LAD,RP,28,0.9874966886955112,1.0963240146376751,-1.0968603860712123,-0.36940611248783917,-0.7791115128310737,-0.5214053132105291,-0.10854988715934602,-0.5280509384565568,-0.10481818247431585,0.29820152291166835,170.71916666666667,0,1.6666666666666666e-4,170.71916666666667,0,1.6666666666666666e-4
17780,José Alvarado,PHI,RP,64,0.012222443663443841,-0.009109971805817501,0.7671970949296506,0.3809407221886342,0.8848684545871104,0.9174683171274818,0.5155696492464622,-0.06098377518150373,0.5092900204971444,1.1277034956801013,81.091,0.056,0.2781666666666667,81.091,0.056,0.2781666666666667
