playerid,PlayerName,role,ERA,K9,WHIP,Ks,WQS,IP_atc,z_ERA,z_K9,z_WHIP,z_IP,z_WQS,composite
12970,Joe Musgrove,SP,3.293034250775908,9.296444002499365,1.097204497299658,146.27748050288253,0.16856934971515244,141.613,1.2362257577357305,0.7771797735230609,1.325407306497101,0.7991707814498371,1.722698149569928,1.1721363537551315
12972,Joe Ross,SP,4.12445345825013,8.440096185654731,1.2579282327208205,40.200459468813,0.12797631341055835,42.8673,0.2321151221595936,0.10787226598848564,0.23979164364187797,-1.1375079975068796,0.12073469071210054,-0.08739885500096438
13125,Gerrit Cole,SP,3.4299930422108678,9.2260581793601375,1.105060082015016,111.5266415072563,0.1619135502358315,108.794,1.0708196931665994,0.7221673604305978,1.27234640802102,0.1554985927208039,1.460033699555619,0.9361731507789279
13164,Eduardo Rodriguez,SP,5.074034163427861,7.645468757941874,1.4406950649803276,114.09587876435256,0.1110374201518196,134.31,-0.914699958410228,-0.5131955905523294,-0.9947151031769792,0.6559385685765586,-0.5477417403284033,-0.4628827647782763
13361,Steven Matz,SP,5.211226239296016,7.522476178521182,1.4199595637706885,106.26667765122274,0.10252601766890565,127.139,-1.0803877621770828,-0.6093245876234422,-0.8546562323988078,0.5152952441188999,-0.8836357015228458,-0.5825418079206557
13431,Marcus Stroman,SP,4.440570476755025,6.6850409478013795,1.3817242094874949,79.88103984993376,0.12239057645024158,107.543,-0.14966155260796,-1.2638503258450695,-0.596393820964161,0.13096299114549648,-0.0997008153701668,-0.3957287047283722
13543,Blake Snell,SP,3.3797634415200584,11.354187669106423,1.2623068316259412,176.1463443457017,0.14249455410375983,139.624,1.1314823237878049,2.3854787118173157,0.21021620140676822,0.7601609400962904,0.6936824964119499,1.0362041347040258
13619,Jakob Junis,SP,5.153895860321446,7.398935991093074,1.3926571871904976,51.25777328629529,0.10554123895457268,62.3495,-1.011149473294082,-0.7058815861950434,-0.6702411080803108,-0.755407680152397,-0.7646430180545672,-0.7814645731552801
13649,Clay Holmes,SP,4.017442975596284,7.324011133711015,1.3018543929260227,122.7243856725212,0.12814964531501338,150.808,0.36135241038304905,-0.7644416345309494,-0.05690957104116667,0.979510394947002,0.12757506045206457,0.1294173320419999
13743,Max Fried,SP,3.032307518197928,8.581784792607872,1.0805065230837112,172.6702776854885,0.1818933578925989,181.085,1.5511072071983736,0.2186137737035196,1.4381945205279516,1.5733268688843234,2.248516766970973,1.4059518274570284
13774,Zach Eflin,SP,4.000905594976132,7.415391704100362,1.1975573688036765,117.1582453303163,0.14999803495716746,142.194,0.3813247175128191,-0.6930200688991919,0.6475693454033019,0.8105658130367703,0.9897998415448139,0.42724792971970266
13942,Brent Suter,SP,4.4761206270162,7.462017942670526,1.286247556060762,47.23963116704335,0.11896123550170987,56.9761,-0.19259571103571335,-0.6565777601675623,0.048507506929025765,-0.8607950514591578,-0.23503631592967789,-0.37929946633261713
14078,Michael Wacha,SP,3.6408916814014107,7.264617031219255,1.1786163467523885,132.3153130676171,0.15162176229169008,163.923,0.8161159712221865,-0.8108630977717735,0.7755073264082961,1.2367321492716699,1.0538786120397294,0.6142741922340218
14107,Kevin Gausman,SP,3.4479628111988805,9.675602116348275,1.1280509580337053,195.22677403536275,0.15959446893833196,181.595,1.0491174808560073,1.0735235805018624,1.1170535071731895,1.5833293923083094,1.3685134824218632,1.2383074886522463
14120,Lance McCullers Jr.,SP,5.423144807624072,8.685187507946548,1.6129373920135226,91.31712298146763,0.09493942978386996,94.6271,-1.3363232594825947,0.29943165204020594,-2.1581336085015335,-0.12235385648561124,-1.18303278229419,-0.9000823709447447
14168,José Berríos,SP,4.272580007764199,7.256075210641807,1.2995776029691002,96.54127444701028,0.13581873958893476,119.744,0.053221680149615876,-0.817539245626701,-0.041530891396933695,0.3702586544710984,0.43022817309856604,-0.0010723258608708597
14374,Tyler Glasnow,SP,3.4517654365036026,10.856323942726158,1.146338606702303,158.06325157322942,0.1452331708972855,131.036,1.0445250243945046,1.996356531272413,0.993528765918271,0.5917262907527719,0.8017592610600279,1.0855791746795975
14527,Jorge López,SP,5.924223880127676,7.10434781355112,1.5588786713443463,21.996244888723194,0.08854705487270353,27.8655,-1.9414798657317889,-0.9361269082258348,-1.7929915607598665,-1.4317351659420914,-1.435301445967649,-1.5075269893254462
14739,Paul Blackburn,SP,4.487864627419295,7.725007819484351,1.3172830639669206,51.41748037964741,0.11895635591003557,59.9038,-0.2067790202531929,-0.45102915538957916,-0.16112321997826193,-0.8033746831681683,-0.235228884120382,-0.3715069925819169
14843,Michael Lorenzen,SP,4.202318375618396,6.9939489601238405,1.3107846625115103,112.2116942216669,0.1264247975521954,144.397,0.13807713149871897,-1.0224128541564863,-0.11722947656178231,0.8537727916701857,0.059505673688444845,-0.0176573467721838
14916,Jon Gray,SP,4.406349721831946,7.8499817174850355,1.312375660551609,64.50443365882262,0.12407398639622058,73.9543,-0.10833291397800204,-0.3533515919832443,-0.12797594401649381,-0.5278051628373451,-0.033266730481794383,-0.23014646865937594
15038,Germán Márquez,SP,7.1159318578746875,5.766648306527566,1.7454494946012613,66.56890657315277,0.07951838361172786,103.894,-3.380713701322248,-1.9816510577182416,-3.0531925349890368,0.059395916686425736,-1.7916089006156262,-2.0295540555917455
15440,Matthew Boyd,SP,3.7504099900504224,8.132437450998339,1.1720891792189954,140.3044253212682,0.14708488957456278,155.272,0.683849964475894,-0.1325887906214956,0.8195953715857145,1.0670618940934233,0.8748354811984819,0.6625507841464037
15454,Nick Pivetta,SP,3.4755371906105275,9.51339599149547,1.1313024057946266,183.8717465916273,0.15378562682916347,173.949,1.0158157151670004,0.9467459149358978,1.0950914577785424,1.4333699921126246,1.1392733554370926,1.1260592870862316
15474,Lucas Giolito,SP,4.118764686182672,8.898229720972653,1.2843481886882713,136.17751895757428,0.1331075518784397,137.735,0.23898549090372706,0.4659419762278162,0.06133686883807347,0.7231123778454865,0.32323386969815865,0.3625221167026524
15488,Antonio Senzatela,SP,7.109558066143637,4.924088490780395,1.7537984678968328,30.958017902008056,0.0806311555395417,56.5835,-3.373016029668092,-2.6401820881404783,-3.109586048707975,-0.8684950332165245,-1.7476944727067485,-2.3477947344879637
15689,Luis Castillo,SP,3.581686028031108,8.575585422675188,1.16894165282249,166.0128525119195,0.1610206892381955,174.229,0.8876190417561906,0.21376844712439855,0.8408554794742129,1.4388615736003034,1.4247978359134026,0.9611804755737016
15734,Brad Keller,SP,5.7560903003777755,6.61903818639544,1.643379419517158,47.729810817228774,0.09158525298797601,64.8989,-1.738423797136455,-1.3154370092674472,-2.3637556454733337,-0.7054068307070819,-1.3154020049670654,-1.4876850575102767
15823,Zack Littell,SP,3.810294392962855,7.197343050034827,1.176988531041773,118.005237534021,0.14585516673931043,147.561,0.6115271635002327,-0.863443345870481,0.7865024804660045,0.915827662480956,0.8263057030410799,0.45534393272355833
15873,Sean Manaea,SP,4.567341806324491,9.77224381196869,1.302767205214471,147.71723746171872,0.1114658771862648,136.044,-0.3027641501454059,1.1490571559338063,-0.06307520248937479,0.6899471482181122,-0.5308331132495728,0.18846636765351296
15890,Luis Severino,SP,4.99574352111499,7.130889230147685,1.4108400012483904,136.41470329375076,0.10763683998684223,172.171,-0.8201478168362343,-0.9153825692560231,-0.7930577392661576,1.3984984496658641,-0.6819422254149039,-0.362406380221491
16137,Carlos Rodón,SP,3.3889428200973324,10.3073291992773,1.1393535561474792,164.39044814047372,0.15848493439530378,143.54,1.1203963258044034,1.5672711804843882,1.0407096024529705,0.8369646297596833,1.3247268146561288,1.178013710631515
16149,Aaron Nola,SP,4.914578188530469,8.706357760879134,1.3122958335438244,160.2801768854467,0.11692396161746882,165.686,-0.7221238922557826,0.31597797696270735,-0.12743674892036952,1.2713094998530188,-0.3154352861803992,0.08445830989183498
16162,Brandon Woodruff,SP,2.7194277917306255,10.863268248601965,0.9732031953018371,178.74180170288594,0.19435544711590905,148.084,1.9289741823388433,2.0017840876529736,2.162979649564669,0.9260851521882988,2.740320617438532,1.9520287378366632
16207,Spencer Turnbull,SP,5.097012283986845,7.263155740501514,1.451666397586048,45.553705787121,0.10435467575600985,56.447,-0.9424507910003472,-0.8120052187988097,-1.0688214601998134,-0.8711721791917679,-0.811469544443479,-0.9011838387268434
16256,Kyle Freeland,SP,5.6822915206988425,5.907414954119618,1.5214527662424295,110.88677334490066,0.10951548265086758,168.937,-1.6492965086374647,-1.8716301384252017,-1.5401966100408189,1.3350706834831747,-0.6078034771469077,-0.8667712101534436
16350,Ryan Borucki,SP,4.20244846300386,7.124825595149942,1.2931294331678334,12.120119984638402,0.12423196803331318,15.31,0.13792002407790868,-0.9201218076205145,0.0020235600639026364,-1.6779835636869151,-0.027032143645424986,-0.4970387861622087
16358,Tyler Mahle,SP,3.224380644398649,8.776482749926618,1.1136659263540793,126.43303533069286,0.16543498227610806,129.653,1.3191391854198038,0.3707865263768949,1.2142178473445306,0.5646018007618441,1.5990034826742017,1.013549768515455
16400,Reynaldo López,SP,3.003240418159501,9.860305637706801,1.075434624478056,124.58277055339484,0.17823367299184956,113.713,1.5862117417479256,1.217884844793803,1.4724528866136115,0.25197391178470324,2.104090973395372,1.326522871667083
16502,Ryan Yarbrough,SP,4.789155290312951,6.505035599093231,1.3294425839800643,46.84861588110954,0.11148597847577715,64.8171,-0.5706498044396211,-1.4045395749058878,-0.24325524201271378,-0.7070111570131252,-0.5300398360225853,-0.6910991228787866
16511,Jordan Montgomery,SP,4.744419564837059,7.021716743960598,1.359301663802158,58.43347843804116,0.11769182403013503,74.8964,-0.5166221643072512,-1.000710006523828,-0.4449397327842062,-0.5093279524104088,-0.2851323663078477,-0.5513464444667083
16561,Austin Gomber,SP,6.429045984889639,5.484694494990912,1.610405118395505,61.92890436394128,0.08990232352436978,101.621,-2.551156957514797,-2.2020215650371258,-2.14102925303623,0.014816042681090439,-1.381817128100569,-1.6522417722015263
16918,Luke Weaver,SP,5.9113492137729775,7.382034880730792,1.5050106950924276,56.72396613658433,0.08937205111062825,69.1565,-1.9259310435491501,-0.7190912188100091,-1.4291379047198634,-0.6219034116287209,-1.4027437969922507,-1.219761475139999
16943,Sean Newcomb,SP,3.9442217421202614,8.95027143575484,1.3019416451754642,87.06207478447845,0.12765721657284912,87.5458,0.44978219240195555,0.5066169329726524,-0.05749892026432178,-0.2612379135881098,0.108141854098166,0.14916082912406847
16944,Grant Holmes,SP,4.078469829349604,9.387844145370563,1.2968537471120036,86.76975724807227,0.12633603195554913,83.185,0.28764986375123036,0.8486166366878843,-0.023132485124983622,-0.346765372700501,0.05600262845763125,0.16447425421425224
16977,Trevor Williams,SP,6.046993960732875,6.9164324973896365,1.5560017174359495,21.21331326349378,0.084013278456591,27.6038,-2.0897501276622505,-1.082998459029862,-1.7735590468496847,-1.436867833353968,-1.6142223843952508,-1.5994795702582034
17085,Pablo López,SP,3.552643630707236,9.865616939619676,1.1267747958719943,173.62937723900652,0.15398767828385113,158.395,0.9226937426692459,1.2220360718713335,1.1256734015992758,1.1283126404720694,1.1472471134183861,1.109192594006062
17277,Ranger Suárez,SP,3.357332944325792,8.753290105351468,1.127781910505197,160.8076651132013,0.16758576448891704,165.34,1.1585717879131832,0.35265953308236353,1.118870800743649,1.26452347415753,1.6838819452515732,1.1157015082296597
17282,Michael Kopech,SP,4.611923588464757,8.706086026168439,1.4766881749523884,38.93729261201409,0.10504541650055987,40.2518,-0.35660587186358933,0.31576559353818207,-1.2378321750777028,-1.1888052524391075,-0.7842101538423338,-0.6503375719369102
17295,Framber Valdez,SP,3.399774274323793,8.528598558467893,1.1698245663484794,155.04613130469812,0.16733113663420177,163.616,1.1073151048153125,0.1770442792677815,0.8348918005549227,1.230711022426251,1.673833312382613,1.0047591038893762
17312,Justin Steele,SP,3.272135821321567,9.20420174221051,1.102659710971259,79.47725935490527,0.16585420855292377,77.714,1.261464933224218,0.7050847250989568,1.2885598216461966,-0.4540669524115386,1.6155478271625634,0.8833180709440793
17425,Erick Fedde,SP,4.801145050304401,6.672798683246185,1.4203996666694496,21.028954339212394,0.10664837151123749,28.363,-0.585129919184617,-1.273418680449169,-0.8576289271219053,-1.4219778024059477,-0.720951142271229,-0.9718212942865737
17432,Jeff Hoffman,SP,5.4637140010489516,7.85384741637835,1.502636698171255,55.626183301069055,0.09142344851306654,63.744,-1.3853189504991867,-0.3503302246833348,-1.4131026362858534,-0.7280576430646539,-1.3217874562631864,-1.0397193821592432
17479,Jack Flaherty,SP,4.592926268198406,9.390939586859245,1.3315396990192299,165.60608930106716,0.11549175350409197,158.712,-0.3336626788805472,0.8510359833444133,-0.2574202993849903,1.1345298952277625,-0.371955942725861,0.2045053915161555
17578,JT Brubaker,SP,5.076791322911078,8.45247518740769,1.3927177327311655,46.1279745894129,0.10249987325649812,49.116,-0.9180297986835708,0.11754749215951561,-0.6706500656440016,-1.0149535502138145,-0.8846674645330307,-0.6741506773829804
17594,Mitch Keller,SP,3.728628734424021,8.215398639958885,1.1869925476116914,160.33719678986424,0.155120562569267,175.65,0.7101553351409686,-0.06774767640007401,0.7189299028917737,1.466731349650273,1.1919552553453088,0.80400483332565
17606,Cristian Javier,SP,4.492792758656545,8.499232166342383,1.3570968172945845,131.4160721151155,0.11309824514272883,139.159,-0.21273075788969817,0.15409198543087868,-0.43004699838787613,0.751040992268538,-0.46641334927715355,-0.04081162557106223
17611,Taylor Clarke,SP,4.781943243283271,7.434455974850301,1.3771632626656407,49.22543292601075,0.10713683741237354,59.5913,-0.5619397661560742,-0.6781197453535303,-0.5655867015658979,-0.8095036803642383,-0.7016743254633804,-0.6633648437806242
17677,Jeffrey Springs,SP,4.09740945314452,7.781825739676796,1.2557318128321462,140.3538736881151,0.12816112173327568,162.325,0.2647763511894275,-0.40662119427930643,0.25462746006378556,1.2053909092098458,0.12802796578678294,0.28924029839410703
17732,Nabil Crismatt,SP,4.546684965508224,7.247007782041217,1.327536012670782,4.703147005927371,0.1214678270682768,5.8408,-0.27781674289939373,-0.8246262001526913,-0.2303772207902509,-1.8637010044837998,-0.13611619411885936,-0.6665274724889991
17735,Tyler Alexander,SP,5.081303638580097,6.442176656171569,1.3960797582266395,55.448029218890575,0.1053090433641477,77.4633,-0.9234793530282475,-1.4536691009998262,-0.6933590172947398,-0.45898387912211375,-0.7738063841151306,-0.8606595469120115
17874,Nestor Cortes,SP,4.732618687839082,7.807019796374979,1.342190621629187,9.886289402142848,0.11029968903310167,11.397,-0.502370164839027,-0.38692992986354746,-0.3293624327539602,-1.7547284149772258,-0.5768555589100075,-0.7100493002687536
17948,Trent Thornton,SP,4.52060193072182,8.30994047739632,1.3396651488180322,31.210382112333136,0.11089395836432825,33.8021,-0.24631608426450965,0.006144684073438853,-0.31230401364292926,-1.3153018707286852,-0.5534033158651304,-0.4842361200855631
17964,Tyler Gilbert,SP,4.694267593564474,6.81808554961572,1.3689632221433108,40.10753975862669,0.11137070277561895,52.9427,-0.4560532872627881,-1.1598648317739821,-0.5101991609281586,-0.9399012827891704,-0.5345890758961939,-0.7201215277300586
17968,Brock Burke,SP,5.776841062888051,6.391644964288877,1.5381599718027517,44.70025313086378,0.08747713498636957,62.9419,-1.7634846342515615,-1.4931638484379999,-1.6530461776003305,-0.7437890627477509,-1.4775247610444362,-1.4262016968164157
17995,Logan Webb,SP,3.2830873348631457,8.60189132985747,1.0969553967666972,186.46797718583696,0.1766269550252041,195.098,1.2482387157831254,0.23432871577141187,1.3270898671935607,1.848160909551618,2.04068346054162,1.3397003337682674
18000,Triston McKenzie,SP,4.326221643451838,8.734409246261048,1.3240336097455798,22.59776065091821,0.1155304014921242,23.2849,-0.011561688359860137,0.33790256110281924,-0.20672008350890309,-1.5215735165223105,-0.37043073864599285,-0.3544766931868495
18383,Michael Soroka,SP,4.362499292998784,8.463665312542101,1.2909831747902207,125.2678890691648,0.1188509367491368,133.206,-0.05537445262646126,0.1262935117270193,0.016520558314751566,0.6342860472822821,-0.2393891455592185,0.09646730382767463
18525,Dylan Cease,SP,3.7415568627709472,11.130733702013716,1.2113252707353914,213.61362071991257,0.1367223625292721,172.722,0.69454194654645,2.210830730212585,0.5545734357291144,1.4093050975219752,0.46588874601417923,1.0670279912048608
18679,Freddy Peralta,SP,3.371326491161919,10.285567938094925,1.1460222419014037,188.6361731437789,0.15031507957173018,165.059,1.1416716861579284,1.5502629331387576,0.9956656661224151,1.2590122798788237,1.0023116892308581,1.1897848509057565
18684,Sandy Alcantara,SP,4.263448564584611,7.578199844433191,1.272793599571574,146.21547184290384,0.12895692191495672,173.648,0.0642497862269788,-0.5657718778382049,0.13938285806345452,1.4274665420133696,0.15943342168910907,0.2449521460309414
18694,Kolby Allard,SP,4.93898540716713,7.471518845329933,1.369366281460524,35.08102243447763,0.10002337525304036,42.2577,-0.7516006563208744,-0.6491520093765728,-0.5129216431220914,-1.1494639549171974,-0.9823999740626195,-0.8091076475598712
19291,Zac Gallen,SP,4.155017492896103,8.368042616368244,1.2629671923154717,147.95257215246812,0.1327103915930295,159.126,0.19520272949624526,0.0515563696675193,0.20575576557997705,1.1426495907131162,0.30756033742620376,0.3805449585766123
19312,Cal Quantrill,SP,5.704313672750924,6.016472699962795,1.5555158146473127,48.30692780496794,0.09414234470350277,72.262,-1.6758928115553953,-1.7863923803415855,-1.7702769947210002,-0.5609958890930551,-1.2144889454342818,-1.4016094042290637
19316,Eric Lauer,SP,3.7581757464837953,8.820507946443296,1.2062015399188901,60.716848500137075,0.1398144426564772,61.9524,0.6744712075769137,0.4051959029989686,0.5891819048022853,-0.7631959194693871,0.5879145865665992,0.298713536495076
19320,Joey Lucchesi,SP,4.110148712860691,7.673147475368355,1.2653339483019774,35.68857622268576,0.12883375290275062,41.8599,0.2493910605257275,-0.49156235577544594,0.1897694063631874,-1.1572659231879068,0.15457268017331707,-0.21101902638022413
19350,Dean Kremer,SP,3.7404940116423178,8.167523570903716,1.193921040055241,138.6418976108526,0.14281671770469184,152.773,0.6958255590883505,-0.10516605070086796,0.6721310906504981,1.0180495293158904,0.7063963597601994,0.597447297622814
19361,Corbin Burnes,SP,3.588036924761006,8.142196675681976,1.1795904741937826,35.44026806368508,0.150710542971275,39.174,0.8799490205507516,-0.12496113954328822,0.768927539015828,-1.2099439186084653,1.0179182556042834,0.2663779514038219
19362,Keegan Akin,SP,5.6083787032991586,7.693522753463544,1.4945209739195349,56.007221457077755,0.08990238021222259,65.5181,-1.5600314960069734,-0.475637370239237,-1.358284613670874,-0.6932625905029007,-1.381814890971321,-1.0938061922782611
19374,Walker Buehler,SP,5.745059721467343,6.664064138802275,1.5648799121436603,76.44273928462992,0.09217823692663399,103.238,-1.7251020919112718,-1.2802454581395055,-1.8335272102781468,0.04652992577243537,-1.29200048865053,-1.2168690646414038
19388,Tony Gonsolin,SP,4.598735680538001,7.703871548668251,1.3912047789459325,13.938957187296516,0.10841610623542794,16.2841,-0.3406787457024279,-0.4675489204432532,-0.6604307516010507,-1.6588787439471013,-0.6511892645969855,-0.7557452852581636
19407,Ronel Blanco,SP,3.253014123591987,9.13100728712305,1.1680652998865826,19.125402041061847,0.15708471962470832,18.851,1.2845583377161256,0.6478771310159238,0.8467748445942266,-1.6085346706588064,1.2694687432909904,0.48802887719169197
19409,Dane Dunning,SP,4.654190897395658,7.741087422188165,1.3661790125982205,13.666717819708268,0.11131176673857318,15.8893,-0.40765238853432184,-0.43846159978175286,-0.49139309296999045,-1.6666218738447283,-0.5369149274794252,-0.7082087765220437
19427,Shane Bieber,SP,3.6509250350945504,8.083130619428132,1.1667637148200054,117.36166784035021,0.15525548734927927,130.674,0.8039986216791271,-0.1711262071869764,0.8555664591688378,0.5846264604008444,1.1972799264453517,0.654069052101437
19447,Patrick Sandoval,SP,4.510640302163327,8.351570690537299,1.3713518537269827,68.66577906052862,0.1109920647443575,73.9971,-0.23428535765473038,0.03868218069273192,-0.526333279844881,-0.5269657353813714,-0.5495316459878543,-0.359686767635221
19479,Aaron Civale,SP,4.905227452605964,8.032629449407624,1.3663240266794623,95.9078105971605,0.10290158777560951,107.458,-0.7108309448378576,-0.21059709923473272,-0.4923725970707265,0.12929590390816526,-0.8688142039964134,-0.430663788246313
19618,Jordan Hicks,SP,4.594376886096347,7.983479104448522,1.3690049197632541,50.24775136742885,0.11037217755143122,56.6457,-0.33541459998891876,-0.2490122084134482,-0.5104808093679217,-0.8672751176146188,-0.5739948722474149,-0.5072355215264646
19666,Jason Alexander,SP,5.0596392269493045,6.915780404274052,1.4257624516112073,48.73058662063176,0.10643444699487833,63.4166,-0.8973150956519191,-1.0835081243892954,-0.8938520979811466,-0.7344788708470326,-0.7293934587215117,-0.8677095295181811
19716,Dustin May,SP,4.507175225041098,8.029785171300766,1.35487547588481,122.19816293520742,0.11342630724718422,136.963,-0.2301005604306063,-0.21282014068236652,-0.4150428484365271,0.7079713031723147,-0.45346670740414685,-0.12069179075626642
19755,Shohei Ohtani,SP,3.127969407293067,11.06323481475027,1.080983613146992,132.75881777700323,0.1641401495679395,108,1.4355756926552576,2.158074699185241,1.4349719943470294,0.13992603664502917,1.5479042086939199,1.3432905263052954
19795,Keegan Thompson,SP,4.188218745784162,8.511786968778328,1.292861910550401,30.090963867435907,0.12132923228739356,31.8169,0.1551053504127972,0.16390461455271588,0.003830553554264621,-1.3542371834763274,-0.14158569812189517,-0.234596472615689
19853,Michael King,SP,3.547411980948927,9.848790400172298,1.1773855368186759,174.15068909602442,0.1442661128977396,159.142,0.929012041689407,1.2088847226690271,0.7838208871809775,1.1429633953695548,0.7635952871645022,0.9656552668146936
19867,Griffin Canning,SP,4.94219136843375,7.667520895626269,1.4096927612730463,100.0654074217537,0.10444609502061263,117.455,-0.7554725175626156,-0.49595999886980935,-0.7853086555168065,0.3253649758093245,-0.8078617748686583,-0.5038475942017131
19879,Tanner Houck,SP,4.7430825366329605,7.345922544747404,1.358371690837049,18.379008478788354,0.11415596337891493,22.5174,-0.5150074262452348,-0.7473160325046971,-0.43865818877759877,-1.5366263336358585,-0.42467156008396834,-0.7324559082494716
19899,Clarke Schmidt,SP,3.562998210019373,9.121796495614555,1.155760133784342,30.539673314023137,0.14291350799484043,30.1319,0.9101884467598347,0.6406781263758629,0.9298906396547528,-1.3872847363575371,0.7102160914705059,0.3607377135806839
