playerid,PlayerName,Team,role,ERA,WHIP,Ks,W,SVH,IP_atc,z_ERA,z_WHIP,z_IP,z_W,z_Ks,z_SVH,composite
11752,Luke Jackson,NA,RP,4.506544136435303,1.3937486622284405,37.2481871129428,1.9275574095754389,3.0904167908795213,41,-0.37926796822480285,-0.4391466176640444,-0.4215426119494276,-0.4318800995348302,-0.5377555851363077,-0.6253248010052139,-0.4647373086984875
11804,Héctor Neris,KCR,RP,4.539958167997553,1.3587709005076278,23.64365474499002,1.6818758415673036,2.7278274957626283,22,-0.3700547287436956,-0.27151721829581166,-1.400517303818031,-0.6841922511489917,-1.098195765996925,-0.6622801112976121,-0.72320839963266
11847,Chris Martin,TEX,RP,3.2675219466146372,1.1504120597998508,49.87001548163668,3.20842104252904,17.295025380561963,54,0.5366098494066291,0.5526223253279172,0.2494200584422447,0.09677095102519792,-0.01266407744120817,0.6094620066437371,0.354443826497267
11861,Jason Adam,SDP,RP,2.171690306770578,0.9650131388020278,67.76340185360688,4.805890651836902,26.79810152745941,61,1.3314203303622958,1.2903212104585648,0.611668179847698,0.7822118995500849,0.7115308513681373,1.4344423693641035,1.0438791424066056
12056,Scott McGough,NA,RP,6.426155544370863,1.6213876081115302,21.66139448050536,0.858484744698603,1.7142782364631257,24,-1.781240586506993,-1.3481275463772082,-1.295582714536401,-0.8834690103612817,-1.1875158245891817,-0.7542213566483955,-1.2021538365528133
12095,Yimi García,TOR,RP,3.691605790586589,1.180667192701677,63.608487697774216,3.657089456424716,7.911303175289286,56,0.21767484363151188,0.41866536214051087,0.35133965843104453,0.2516535679376851,0.5501446125029583,-0.2103470201114919,0.28199116526144197
12572,Blake Treinen,LAD,RP,3.8354191199030105,1.2454045182851643,59.486660598085756,5.231145730046664,6.251661920282529,58,0.11677053803890083,0.16479871039896635,0.4571527641386089,0.9415179828119412,0.39171117825731777,-0.3543275312283357,0.3012747372972603
12760,Rafael Montero,NYY,RP,5.3570356390717055,1.497508104873609,22.63362101289823,1.1243337050986408,1.9927887313888464,26,-0.985860022651012,-0.8463523761254362,-1.1858615379692954,-0.819414520114719,-1.140994884322673,-0.7167684010260968,-0.9388885612351818
12763,Chris Devenski,PIT,RP,5.392235910205078,1.483903070464751,20.292032188660123,1.173442790603906,1.3674270930694579,24,-0.9932170167007977,-0.7651514667524542,-1.298095280170511,-0.807620185302362,-1.242184977066784,-0.7848163978630356,-0.9726201148407706
12777,John Brebbia,COL,RP,6.485620800105531,1.5604248753421948,9.236267289050211,0.42476454576873157,0.716657473293588,10,-1.7814446996870292,-1.0464749737197212,-2.0156028343536874,-1.223250137866093,-1.6990034350208698,-0.8316218954828221,-1.4076559633194643
12791,Michael Kelly,ATH,RP,3.719289494412728,1.2659137250457464,51.01185248935517,3.3610779353473754,5.203780205040767,60,0.19036639489435067,0.07877190206052664,0.5615178134977333,0.14961861859579773,0.02143668807553804,-0.44558290445580184,0.11391681238611528
12828,Andrew Kittredge,BAL,RP,2.6415844438607614,0.9916298001071666,67.87542269711079,5.803324186522312,31.083224844225033,67,0.9825028798144344,1.185470373939547,0.9118293178945536,1.2428169697303335,0.7117205380871869,1.7918259504711118,1.1608620139023915
12857,Shawn Armstrong,CLE,RP,3.244402248527661,1.1299983043301853,67.00705205960217,3.636463034566643,18.62516605246983,68,0.52839280608475,0.6213838867841179,0.9740704203752748,0.26101499089504526,0.6867478970013552,0.7084263065593459,0.6551801356921172
12972,Joe Ross,ARI,RP,5.043525044017464,1.4321781600348773,9.417114331010282,0.5037452914041857,0.5137873717438559,12,-0.7089507428096287,-0.5416549186517374,-1.9118850283865272,-1.2119898246906635,-1.691588341772544,-0.8600097170603078,-1.1338822918618214
12988,Andrew Chafin,MIN,RP,4.164434173130248,1.3754125196282538,54.32790402991326,2.5174135670566016,4.783509494528868,54,-0.14555646965497426,-0.36210931700500193,0.25589503139506947,-0.25633473919467764,0.1758782541476634,-0.4797757713304285,-0.11074110768164402
13133,Derek Law,ARI,RP,3.5275962232651508,1.2104522190184945,19.917946911183314,1.314011224803712,1.5786498002561724,24,0.3604800153143587,0.32324134085351186,-1.2960473834932156,-0.7850286538427691,-1.261951333601658,-0.7687423411868637,-0.5530000431528452
13293,Danny Coulombe,NA,RP,2.707875272913449,1.0426260450813758,48.62013631923453,3.172788882795019,5.624224147461474,48,0.9469612064988382,0.9860048442705672,-0.05689022824754915,0.0803269064943327,-0.0760946359978088,-0.4159965160245664,0.2535153623531588
13346,Hoby Milner,CHC,RP,4.018485496742854,1.2498896026537554,52.03526443954465,3.051284941256512,4.77132734339224,60,-0.03722619869329453,0.15614831359510617,0.5627818408855272,0.02891537094706229,0.06623735144157808,-0.4856460035556975,0.05947854731992767
13435,Pierce Johnson,CIN,RP,3.888855438595387,1.2660169302472124,66.7888881912292,3.6481428374591616,5.7460106970221805,61,0.06733500756102134,0.08681975247189963,0.5951633319179623,0.26155841272969793,0.672014652254171,-0.40800991655197927,0.22854390876547637
13449,Taylor Rogers,MIN,RP,4.6201487605804985,1.3806088933428058,62.047678705648025,3.0852880819337782,14.808492004451644,61,-0.4813163829055936,-0.3726534084366985,0.6224622192168935,0.05245281725094812,0.4983533901223385,0.39109009601317657,0.13297498656926776
13470,Lucas Sims,CHW,RP,4.038832094907753,1.3490875389663703,11.571937750016641,0.54389393736859315,1.1908658328268606,10,0.06157689023940389,-0.18903007334116648,-2.0160217649517245,-1.1972564492458,-1.60396619326343,-0.7935935119961394,-0.9369626302430916
13528,Matt Bowman,MIN,RP,5.512227520309073,1.5132483547813056,12.198341308484892,0.6224963084836724,0.9005171576461029,16,-1.0603628519240105,-0.8792977969615928,-1.7050830494254332,-1.1729294742538197,-1.5786382256443503,-0.8120161462703075,-1.1778124462500714
13580,Steven Okert,HOU,RP,3.7453624596860147,1.2049239140882153,68.31370063027538,3.6357248224130663,4.521254718441278,64,0.17218379775659085,0.3292140810596884,0.7569782021115616,0.2496652024696619,0.7512521450005607,-0.5118473677755355,0.3052963453345906
13619,Jakob Junis,TEX,RP,3.2903753296678455,1.1299981012058942,55.85539632230357,3.6476369583360153,4.148724186748432,65,0.5091379353372464,0.6251144697363445,0.8132731208986728,0.2476844410360512,0.2314571698332041,-0.5337098029848137,0.3314288567668191
13799,Matt Strahm,KCR,RP,2.971527243881776,1.0589036803772247,73.57164521196907,4.500150153398699,21.09613778574557,66,0.7326179691572352,0.9085571852306245,0.8644797337320389,0.6763754877381145,0.9619140795584228,0.9351746903933904,0.8642365646563255
13892,Paul Sewald,ARI,RP,2.9591037439984227,1.0653071681526005,71.1100012014811,4.294264060367328,29.936933212056196,58,0.7464342453077155,0.8814430280959981,0.45345555853901853,0.5758455692837554,0.8634159291570822,1.7129430073258387,0.887828920841768
13932,Dietrich Enns,BAL,RP,4.419187679897336,1.314222041153349,60.01950470364815,3.531057964824323,6.779384271245671,62,-0.3056095688250915,-0.09587466335262226,0.6707001217785489,0.2033295666563122,0.3963888601852966,-0.3273620573009469,0.10819729469984998
13942,Brent Suter,LAA,RP,4.5159104054866885,1.3738985656700804,42.28138926897543,2.375110404780126,1.6748105477963993,60,-0.39302643446297,-0.36448112447182246,0.5488625628802851,-0.31065167517224207,-0.3379618376676363,-0.7629281818061785,-0.24614542938525769
14212,Josh Hader,HOU,RP,3.188719840784148,1.1111386859894932,89.03281062573092,4.4069179456045005,31.48392205309364,66,0.5787160076881512,0.6979648110468687,0.8632734056765253,0.6303887107809726,1.612649018479174,1.8621216609223743,1.0549155025653785
14295,Wandy Peralta,SDP,RP,3.242165888484348,1.2000594557360609,47.16810495481944,3.719863010637816,4.738035888766241,57,0.5552151142267165,0.3461216550091084,0.40258524645710025,0.2937697612575958,-0.1353290279842568,-0.49321135222366214,0.17755719998160097
14332,Joel Payamps,ATL,RP,3.53716232345046,1.1900887140742062,51.940012797554516,3.2904059715570524,8.69266290139062,53,0.3214419075998878,0.3803579240702202,0.19703308527096355,0.13137620076462836,0.07364013267905788,-0.14733384564342622,0.17358959747102298
14416,Yunior Marte,CIN,RP,5.5185331532303,1.561788673725584,15.52486206705965,0.7760892069832321,1.2694443707219367,18,-1.0992085423628213,-1.1086899978409288,-1.6023824840066438,-0.9193971109985624,-1.4397829445100108,-0.7900056924215866,-1.153268697882522
14524,José Leclerc,NA,RP,4.5936586475031165,1.3768852925334165,40.047699695748676,1.674256708441046,2.4260911367815425,37,-0.4674186027958591,-0.35707817716054735,-0.63269081720184706,-0.677674384571592,-0.4303673849746859,-0.6941251351055315,-0.5075891238340171
14527,Jorge López,NA,RP,4.224199637904779,1.3243967862069645,28.76108979859643,2.0408778698913936,3.7987676753516237,32,-0.16250150480868225,-0.15032676490215735,-0.8851257750573989,-0.3961597179329399,-0.8932114682269807,-0.5669564979126682,-0.5023769472426494
14542,Carlos Estévez,KCR,RP,3.053491108631371,1.1353894284010833,63.89922669867789,4.159186702452484,38.271439421438984,65,0.668192362222828,0.6078858132820042,0.8181694293720698,0.5388968979044304,0.5675507133984983,2.452964035334268,0.9424514550172668
14706,Anthony Banda,MIN,RP,3.6511439464025366,1.253022342980213,59.9120795986291,3.3693175116362446,4.551753225684816,60,0.2426222713397633,0.12583251764847686,0.5525683880022413,0.15249792603012569,0.40602708159979,-0.5077802431627615,0.17504566772137622
14710,Edwin Díaz,LAD,RP,2.7096372706590186,1.0386628728689007,91.62176724389938,4.708365432142361,23.249452752217742,66,0.937694280242561,0.9868961416082354,0.8766045836550564,0.761467204598582,1.7299982750944074,1.1420374781864333,1.0807725724684611
14771,Emilio Pagán,CIN,RP,3.750301027854066,1.1842228099251968,71.29495594790937,3.8652344253001747,26.689739615553552,66,0.15954416368113242,0.4151188521362962,0.8512334474055687,0.37149981513850194,0.8603857280962618,1.4238101389877509,0.6904015168287219
14874,Sam Moll,CIN,RP,3.5322059490904176,1.2269226277312377,43.11403772827899,2.4489196424600452,4.5887960913762535,42,0.34913115829001407,0.2290964925909919,-0.36776717075234344,-0.28307400008255035,-0.29911322065801177,-0.5054193293224984,-0.12475818446588129
14993,Scott Barlow,ATH,RP,4.386191768180918,1.4366053418411542,58.75019334191878,2.6519639001912414,5.234557921207258,54,-0.2883505772469379,-0.6003507834032497,0.24899904152231064,-0.1940539108599064,0.3533403492913967,-0.44120070601214606,-0.13405484825275937
15009,Kyle Finnegan,DET,RP,3.7563066996488437,1.2430168472172913,60.33620730522093,4.122904976263027,33.74823253020659,64,0.16480722582009869,0.1618065345313809,0.7539772501985809,0.5007287232155276,0.4154532239987929,2.0442193750109716,0.6896867329712151
15042,Tim Mayza,PHI,RP,4.37291589618999,1.3453317755726757,25.76580691287539,1.5806484301889627,3.695721887835315,31,-0.25943381816376,-0.22335849328815915,-0.9322419021300088,-0.7089585161306369,-1.0191116023550988,-0.586657882482776,-0.5918215215670557
15043,Lou Trivino,PHI,RP,5.146812214393766,1.4972102483784437,20.05562581064968,1.019889057142725,1.9185143390464163,24,-0.8357348847162882,-0.844368868039288,-1.295080936021483,-0.8431473643397557,-1.2532682146475946,-0.7230222354361933,-0.9582420208981915
15047,Austin Voth,CHW,RP,4.387446960091943,1.3236222515405194,7.2854582299228685,0.39605105486240855,0.621653316915541,8,-0.19281369375827215,-0.09713179521382467,-2.1175913048819996,-1.2268523778693887,-1.7825555075102917,-0.849557553820887,-1.0251311519587634
15094,Rob Zastryzny,MIL,RP,4.155841258544633,1.347634180341172,45.021680155410884,2.657317055732664,4.698808559183318,50,-0.09858258927456542,-0.22108423186984885,0.03293071577572448,-0.20681369513832945,-0.22695793780478343,-0.5137254747938865,-0.18787878331374663
15145,Justin Topa,MIN,RP,4.440508852080983,1.3551773528956168,47.611619270877526,2.8014482420035005,11.09874950163972,63,-0.3364728992119349,-0.27622920001146295,0.7150004986136169,-0.07688294191312853,-0.11392127681140483,0.05201302865459817,0.00369452275106101
15256,Cole Sulser,TBR,RP,3.9302749360361355,1.264125332394445,50.43980174791789,3.0259968370847465,4.130684195769051,55,0.04581819530560756,0.09403591861932543,0.28970295026076653,0.0160434730451013,6.082647545335273e-4,-0.5473403312518956,-0.00563328479588202
15507,Hunter Harvey,CHC,RP,3.323610612021024,1.161981029861431,53.57950190948576,3.142520528249806,23.0077031308196,52,0.4803205181974592,0.4965854617266233,0.14887472674498903,0.09445327007485112,0.13430565299040215,1.1017223268151684,0.42156013938953185
15541,Tyler Rogers,TOR,RP,2.7238170992071473,1.1033274832207216,50.378645877571614,4.457756643605685,27.797454898318115,74,0.9133254616177946,0.7413367414446475,1.2778792939264418,0.6256512507826388,-0.00320246097234456,1.518224819237177,0.8628779998891625
15551,Mark Leiter Jr.,ATH,RP,4.183408883802658,1.2804219899300002,72.2322925487608,3.655745976518208,21.855846400448232,64,-0.147630820537381,0.029705097930761232,0.7670476941374338,0.2427706926651488,0.9019032760827436,1.001081631998627,0.485609322667148
15552,Chad Green,NA,RP,4.771639223308531,1.3286789321599717,37.2864275864528,2.203960798579061,5.190292464502569,42,-0.5791756825650194,-0.16400381410082737,-0.3722188765338337,-0.3610051497578156,-0.53652945102356,-0.4461928566777832,-0.3959504880278512
15734,Brad Keller,PHI,RP,3.5806247554842674,1.2227973944601291,66.56912238452125,3.6857722426319732,25.117336143002664,68,0.2774707681205,0.2514102471037003,0.9870203412645718,0.306432785093149,0.6804783842277622,1.290671649913012,0.6562753656973694
15761,Joe Jiménez,ATL,RP,3.463497062183184,1.1650943232298743,19.878601492455136,0.9907473198139167,1.72047172425333,18,0.4186370713782531,0.5218629484997179,-1.6034129698608846,-0.8430202838534354,-1.2542153189012917,-0.7410480598183093,-0.5843096891689785
15816,Devin Williams,NYM,RP,3.4601227860716963,1.1996092112768229,84.79604604959441,4.006765459619927,32.730748090008845,64,0.386636498476547,0.3631676301462146,0.7656078993003619,0.4883120072375267,1.4268592176443096,1.966778537601096,0.9087343847408615
15947,Ryne Stanek,STL,RP,5.1297635908019394,1.4595374558150338,63.758900467504745,3.360373207445113,5.571582498242261,60,-0.8412293143900422,-0.7035322189614961,0.5628872082362153,0.13947012195556818,0.5541586368768583,-0.41868501044624834,-0.09573213749520508
16061,Cam Booser,TBR,RP,4.594235074386756,1.3862120368380622,8.262439065657412,0.4374875163941511,1.285698194052035,8,-0.3265966346991142,-0.3349688454221744,-2.118490077629831,-1.2202709275869352,-1.7376427449856815,-0.7882901016763051,-1.0748420264847625
16122,Jordan Romano,LAA,RP,5.964437656125741,1.5499564900462321,53.11888649380127,2.545213838050935,6.244480169748757,57,-1.4380888407146868,-1.0656732453285884,0.3998681911549694,-0.2513395883802575,0.1199538637971658,-0.35640047336686753,-0.4033424352222075
16258,Aaron Bummer,ATL,RP,5.032681967621961,1.457903086625111,59.34066871230472,3.1361101692686026,4.23971765409373,60,-0.787057223433919,-0.7061236567184814,0.5557045074466441,0.07529185543548142,0.3679389993592598,-0.5296778110679261,-0.1525237090994747
16350,Ryan Borucki,CHW,RP,3.692562409195857,1.2570270410382913,16.273180935891073,1.0086396122448107,2.474750770450311,18,0.2678012179307823,0.13160820865397932,-1.6033332777236695,-0.8467651294261564,-1.409090359523561,-0.6930916364181248,-0.6862477845194888
16427,Scott Blewett,STL,RP,4.854507286316426,1.409232040785339,19.86013234296341,1.0372405381868908,1.329852912965104,24,-0.6273728578659812,-0.496171743226623,-1.29355846802592,-0.8353117393118732,-1.2650180984757524,-0.785570116135294,-0.8729499255168971
16507,Dan Altavilla,MIN,RP,4.11145775682453,1.3781892053090166,28.96897146995972,1.417546731866975,2.951101337012498,32,-0.06488145112859567,-0.3500452949666593,-0.8754155591173385,-0.7577339172664392,-0.8831098418680583,-0.6364641985506827,-0.5772292148963263
16609,Bryan Abreu,HOU,RP,2.853106154212023,1.1045934499404486,90.53919452568374,4.212233353608344,33.47414844205959,68,0.8252929717308015,0.730522179394038,0.9753490748270456,0.5723884961366091,1.6689774148214065,2.030890005067705,1.1447914116554003
16647,Ryan Thompson,ARI,RP,4.003194205658346,1.2928089451209261,51.04622551915639,3.951306803925146,22.978973576846673,64,-0.01744028972727263,-0.02577887695103629,0.7659185216643817,0.4319447443057799,0.03804734050357364,1.0942163392859112,0.40352556914711346
16727,Brock Stewart,LAD,RP,2.587921006758628,1.0286398354426778,51.63980660476112,3.419110826439015,6.516482843441599,44,1.0281862208573918,1.0346989266593494,-0.2565609861983671,0.15443875921638703,0.05918216196241183,-0.33930778329244304,0.29519520598184856
16814,Tim Hill,NYY,RP,4.2952432614415255,1.385883641426261,39.67430163755085,3.026432027892238,4.746141126918469,66,-0.23999064079140403,-0.4109012130588582,0.856754127595401,0.0350596066597991,-0.4384553828335658,-0.4916036673191537,-0.10569872860226966
16835,Brennan Bernardino,COL,RP,4.020683138543719,1.3293499658892363,55.68197467941391,3.073847014538472,4.577121780704994,58,-0.02404521702026564,-0.17946174468403797,0.452760596728666,0.0433789520117956,0.22247960339806533,-0.5120734095590198,0.01550890024927191
16918,Luke Weaver,NYM,RP,2.866035111928056,1.0607106503402477,79.80223104919757,4.588747207384596,30.097156227482365,67,0.8138917026290371,0.904218856948735,0.9128225904487935,0.7141751739306653,1.22073296148268,1.714695613023217,1.0609527274019654
16990,Tanner Banks,PHI,RP,3.672053465000469,1.1841237016865047,56.081051986987966,3.304765470178304,3.231813777688147,62,0.2175964941275601,0.40692436983132824,0.6671078891449533,0.1324918621079254,0.24660284735231255,-0.6161060308473185,0.18599827580078387
17130,Raisel Iglesias,ATL,RP,2.8680824286990734,1.034272889827466,67.56301121345142,4.34938712704727,28.104596913182174,66,0.8046718116370293,1.006606859306102,0.8734494122742078,0.6005840601432417,0.7177585097584158,1.5650787062691929,0.9344150450740708
17170,Gabe Speier,SEA,RP,3.0371951765574705,1.0724434062370143,69.61856741969073,3.883786375053528,7.8838840099681615,58,0.6925116459915155,0.8551198852273989,0.454651496079116,0.41034869957220355,0.8058110550818779,-0.2096768633153143,0.5130785792428219
17192,Jalen Beeks,NA,RP,4.44027620558969,1.3792412390086928,35.25798775710641,1.8839431240534426,3.449594582745621,40,-0.3278016222107255,-0.36669599643007145,-0.47135883957957336,-0.44660579714679416,-0.6142519312313303,-0.6056472606442953,-0.4668301476269253
17282,Michael Kopech,NA,RP,3.3657465491867278,1.188083875984139,55.36133273830828,2.7329635783840938,5.442453030958273,42,0.4494222042078836,0.39736623421708966,-0.3717726733468337,-0.11569728994252328,0.2132808841902012,-0.42843899560178667,0.03860231060877271
17381,Matt Gage,SFG,RP,4.673906610754732,1.4008486424188735,47.813879002323354,2.453201860537129,4.111380720463959,56,-0.5001616353449991,-0.44293673753246054,0.3444193774355213,-0.2894459013374727,-0.11273109682146208,-0.544598242010413,-0.23373624386126185
17432,Jeff Hoffman,TOR,RP,2.6343550139675163,1.0238090409983807,82.50874696906264,5.1537785808471455,35.30392169859825,63,0.9955882421939786,1.049136817572743,0.7178515688114063,0.9698202807698192,1.3285427801377971,2.1675777156616896,1.216628822943303
17490,Génesis Cabrera,PHI,RP,4.982472586949867,1.4765747636022948,15.19506662858516,0.8053733594106838,1.2891318642526728,18,-0.6973370750996137,-0.7454367040272712,-1.6053135401359189,-0.8967091901700364,-1.4510428544415268,-0.7878753453582458,-1.0369582164114228
17556,Jimmy Herget,COL,RP,3.5361789410743754,1.199227718110662,69.53924733415121,3.8812533684518025,23.264787220250856,77,0.3126737757676997,0.3465827506508332,1.4243896608786242,0.4008103992177602,0.7933186558141694,1.0853468655668184,0.7474690056295968
17578,JT Brubaker,SFG,RP,4.54537138384381,1.3801173753007614,46.17467891318052,2.3461661695550413,3.6530452436969734,54,-0.4002497798572492,-0.37075572605806895,0.24881140810159297,-0.3179407618686817,-0.18005137358840667,-0.5977686004162237,-0.24810246187398188
17586,Tanner Scott,LAD,RP,3.0972705434493495,1.1410196898755094,74.5669972145065,4.342567532234388,31.28792350761782,63,0.6357290734820842,0.5851145428560689,0.7176506967369158,0.6204603014360859,0.9968979370522842,1.842798347135259,0.9138165021605162
17610,Tanner Rainey,DET,RP,5.7032220996477045,1.5987669084354486,15.374130438651859,0.589260517298453,1.1522007672059607,16,-1.2040184591382372,-1.237461157412588,-1.7049489137442162,-1.187103267568002,-1.443646765915939,-0.7950980757027116,-1.2378507144625666
17611,Taylor Clarke,ARI,RP,4.013842133429655,1.2467293644180186,49.83218130016101,2.8394369438850733,5.094375517319095,56,-0.01847390751819037,0.1586364191330552,0.34406715636123586,-0.0797279218278567,-0.02481939520485548,-0.4555902289493722,-0.00134232668792673
17639,Justin Lawrence,PIT,RP,5.1343165144747855,1.51907985401494,53.014592459566735,2.7831395065466618,4.960590554264754,58,-0.8499334166405368,-0.9249130265406044,0.45788632354750863,-0.0676761877588285,0.11465251422910532,-0.45885894255642823,-0.27863036380448303
17722,Trevor Megill,MIL,RP,2.4363798015308844,0.9798864848789874,88.81766221173395,5.95563174882743,50.13649155588136,66,1.1379499950537748,1.2332083492635983,0.8734576082296546,1.3348051359700457,1.60727100024697,3.4753222971178186,1.627638009530367
17734,Evan Phillips,LAD,RP,2.6656595507879146,1.0167466622712995,31.644469019337375,2.1023840834516414,4.351225526165532,28,0.9874966886955112,1.0963240146376751,-1.0968603860712125,-0.3694061124878392,-0.7791115128310737,-0.5214053132105291,-0.10481818247431585
17780,José Alvarado,PHI,RP,3.938491346754605,1.2874567267636987,71.52029374314311,3.79377639514158,20.80264054971357,64,0.01222244366344384,-0.0091099718058175,0.7671970949296506,0.3809407221886342,0.8848684545871104,0.9174683171274818,0.5092900204971444
17878,Dennis Santana,PIT,RP,3.1435584402894032,1.1348577352580658,64.23221530437957,3.890643247866047,23.055263894611773,68,0.6019275829298106,0.5983547773690023,0.9800627137694836,0.43148481492533536,0.5910607685796883,1.1139203861334206,0.728990832207691
17888,Tayler Saucedo,LAA,RP,4.209505801398028,1.357860542015895,30.930664486979172,1.6360484435375748,2.9518399455099766,34,-0.15109192515172387,-0.2908289026373499,-0.7812842464584767,-0.6969324818659708,-0.7979708118922708,-0.6337298103682694,-0.5253629219003526
17897,Garrett Cleavinger,TBR,RP,3.21932896420447,1.1423605058226682,80.48644183721706,4.212108197402521,25.428100448408024,66,0.5532506224059275,0.563622163503029,0.8583921005191955,0.5427685418816104,1.2377909051122025,1.3060058127207688,0.864106575374459
17948,Trent Thornton,CHC,RP,3.8872804753469277,1.2264047304897494,27.62528873973045,1.6599332062203302,2.4069016767771245,30,0.100706918176777,0.2454518672343336,-0.9838055353990018,-0.6732253454131156,-0.9417122073339887,-0.6947531111998524,-0.4685794043522242
17964,Tyler Gilbert,CHW,RP,3.9815803149954916,1.2869141101081882,25.791031921458334,1.4245939460996302,2.687311559435263,26,0.02655482532523707,0.022910996654290378,-1.1924792341778754,-0.7609693795573191,-1.016832200197662,-0.6731848194125245,-0.5773612538382741
17968,Brock Burke,CIN,RP,4.048762221368384,1.2854719186436876,56.74739875728691,3.2812435153867656,4.791756400587089,62,-0.05800274326448801,-0.00845081112599954,0.6638948516367453,0.131606481054514,0.27236397103302656,-0.4788054000545032,0.09911279373376322
17998,Pete Fairbanks,MIA,RP,2.9468292851867757,1.103404189434564,67.71152991349562,3.9644137632699485,28.142926284025457,62,0.7549530414137623,0.734039803222175,0.6568909401810299,0.4633649485763725,0.724714840607105,1.5593454451377131,0.8203345229560433
