playerid,PlayerName,role,Team,IP_atc,SO_mean,SO_p05,SO_p50,SO_p95,BB_mean,BB_p05,BB_p50,BB_p95,H_mean,H_p05,H_p50,H_p95,ER_mean,ER_p05,ER_p50,ER_p95,W_mean,W_p05,W_p50,W_p95,QS_mean,QS_p05,QS_p50,QS_p95,WHIP_mean,WHIP_p05,WHIP_p50,WHIP_p95,Ks_mean,Ks_p05,Ks_p50,Ks_p95,W_mean_t,W_p05_t,W_p50_t,W_p95_t,QS_mean_t,QS_p05_t,QS_p50_t,QS_p95_t,ERA_mean,ERA_p05,ERA_p50,ERA_p95,K9_mean,K9_p05,K9_p50,K9_p95,BB9_mean,BB9_p05,BB9_p50,BB9_p95
19427,Shane Bieber,SP,TOR,118,0.8115775850691085,0.6444359527697204,0.8077879883942498,0.9937983440274921,0.3062235753174416,0.20477816092004086,0.3031617586662513,0.41875681864135367,0.9776687144440196,0.8014520404847563,0.9759979973323367,1.1628699556910795,0.4599865860965005,0.3325403069872781,0.45778983740269685,0.5978843781268328,0.05875346330362272,0.02423488646470128,0.057022275869204914,0.09869451726124556,0.07415332406671563,0.03271373286143556,0.07200704702530876,0.1222783542564106,1.283892289761461,1.0799298448999546,1.2800765817577755,1.4946048410514492,95.74566666666666,72,95,124,6.931166666666667,3,7,12,8.749,4,8,15,4.1398792748685045,2.992862762885503,4.120108536624271,5.380959403141495,7.304198265621976,5.799923574927484,7.270091895548248,8.944185096247429,2.7560121778569746,1.8430034482803679,2.7284558279962616,3.768811367772183
19447,Patrick Sandoval,SP,BOS,82,0.9078362634457448,0.7111608658706309,0.9041691138364154,1.1158124768448379,0.41916786734506273,0.285163009237486,0.41471415921899046,0.5654983289901127,0.9786804826197092,0.788048285418461,0.9758661948355529,1.1770239300780825,0.5186009913402488,0.3673168412660464,0.5146891917915357,0.686826726878648,0.05119461596708001,0.012644238028710083,0.04931079055227684,0.09533661083858352,0.055127424936369185,0.013144673038610449,0.05291182143519842,0.10386737910105558,1.397848349964772,1.1573446282698943,1.3957863791995067,1.640095952683196,74.30133333333333,55,74,96,4.193333333333333,1,4,8,4.5155,1,4,9,4.66740892206224,3.3058515713944177,4.632202726123822,6.181440541907832,8.170526371011702,6.400447792835678,8.137522024527739,10.04231229160354,3.7725108061055646,2.566467083137374,3.732427432970914,5.0894849609110135
19479,Aaron Civale,SP,ATH,130,0.8812993309756151,0.7187335817133866,0.8784193876106872,1.0536427613041401,0.39811291745659605,0.2881061113025133,0.3945126314429766,0.5199556259875916,1.0345169018554057,0.8679665955074102,1.0323682400526777,1.2079475635103833,0.5850306208293292,0.4447639008759524,0.5810105786273527,0.7365098822026139,0.048232222813566726,0.01703250632565021,0.0468012311947409,0.08394334611773632,0.04708200157435232,0.016131353500484086,0.045016534516987144,0.0832804234567833,1.4326298193120017,1.232441488363806,1.4296133696914044,1.6359410252633362,114.63,87,114,145,6.2775,2,6,11,6.131166666666667,2,6,11,5.265275587463963,4.002875107883572,5.229095207646175,6.628588939823525,7.931693978780536,6.46860223542048,7.905774488496185,9.48278485173726,3.5830162571093647,2.5929550017226197,3.5506136829867896,4.679600633888325
19618,Jordan Hicks,SP,CHW,55,0.8914918306242424,0.657827769947018,0.8858741436402375,1.1423161899579484,0.4094294272600116,0.25239532531672215,0.4019652009405269,0.5854100454886819,0.9912091047958331,0.754285331724271,0.9873391913982046,1.2454949019363426,0.5309308638461626,0.34993502697874734,0.5260225702552233,0.727635804723194,0.05166472596769541,0,0.04997035052558616,0.10917024495881004,0.054208385910655715,0,0.05169856406878723,0.1131221691072806,1.4006385320558448,1.1108958810331473,1.3943246159086327,1.7110945229989118,49.114,34,49,66,2.8478333333333334,0,3,6,2.9823333333333335,0,3,6,4.778377774615463,3.1494152428087263,4.73420313229701,6.548722242508746,8.023426475618182,5.920449929523162,7.972867292762138,10.280845709621536,3.6848648453401043,2.271557927850499,3.617686808464742,5.268690409398137
19666,Jason Alexander,SP,HOU,50,0.7241272642405462,0.4975651690328235,0.7177050251961,0.9733430074883156,0.34965152371840363,0.19895239896479944,0.3439851487555188,0.5232504405167954,1.1447404141533573,0.8697927329147401,1.1374295030434083,1.4404569438172756,0.6109818857865832,0.3961151640470094,0.6013226808578936,0.8525588145532149,0.04743485016517746,0,0.04246346601804328,0.10461630374840823,0.04878904717932349,0,0.04270760674397544,0.10930949288433792,1.494391937871761,1.1810223521022087,1.4834643312828928,1.8366110657918862,36.209833333333336,24,36,50,2.3703333333333334,0,2,5,2.4433333333333334,0,2,6,5.498836972079249,3.5650364764230846,5.4119041277210425,7.673029330978935,6.517145378164916,4.4780865212954115,6.4593452267649,8.76008706739484,3.1468637134656325,1.790571590683195,3.095866338799669,4.709253964651158
19716,Dustin May,SP,STL,156,0.8269145141654778,0.6750173934713335,0.8257796019899941,0.9842632172606068,0.4281540786673339,0.31239609327364115,0.42523736745215923,0.5542539581257924,1.016338949063367,0.8562493680641042,1.0133118854094223,1.1834014781166848,0.5521240458085694,0.42118445469057625,0.5479301761497062,0.6970339522014531,0.049382502986860755,0.021018033823848044,0.048074493757454956,0.08036157298074605,0.05205435888725401,0.022590323067653743,0.0502933809288129,0.08710637926253877,1.4444930277307009,1.248258657921046,1.440646444201913,1.655456914268855,129.12983333333332,98.94999999999999,128,163,7.712166666666667,3,7,13,8.118166666666667,3,8,14,4.969116412277125,3.790660092215186,4.931371585347356,6.273305569813078,7.4422306274893,6.075156541242001,7.4320164179099475,8.858368955345462,3.8533867080060054,2.81156483946277,3.8271363070694333,4.988285623132131
19755,Shohei Ohtani,SP,LAD,116,1.250014573145896,1.026603067710358,1.2448517572746378,1.495526504415087,0.3246731124708926,0.2186443124300931,0.32002348400579606,0.4460192012852554,0.7709532709255462,0.6148790342584329,0.7677700411442214,0.935604793320588,0.3635955592698036,0.2507123312915625,0.35910677713890093,0.4849255130270609,0.06980810798001758,0.03020675329628964,0.06779437509619077,0.11564081034858653,0.08587310593167556,0.03974174156635654,0.08333140954174778,0.13998192476243917,1.0956263833964388,0.9037307912326724,1.0914186419644154,1.3052028480723663,144.97866666666667,111,144,182,8.100666666666667,3.9499999999999886,8,14,9.964833333333333,5,10,17,3.272360033428232,2.2564109816240627,3.2319609942501084,4.364329617243548,11.250131158313064,9.239427609393221,11.20366581547174,13.459738539735783,2.9220580122380335,1.967798811870838,2.8802113560521647,4.014172811567299
19795,Keegan Thompson,SP,COL,40,0.9283594270793567,0.6501931196141015,0.9258660251730159,1.2173867021062175,0.39206721297150615,0.21920343062848713,0.38497953057270945,0.5830275636083213,0.951904167197488,0.6922441597302692,0.9486823997453093,1.226837564333982,0.48794413705547157,0.291743435819196,0.48132509130654777,0.7016340617052569,0.05510036107474181,0,0.050740224917277255,0.12347865285509167,0.0596545956420702,0,0.05349909137001405,0.13203660686059807,1.343971380168994,1.0316307555623896,1.3364509218295457,1.680555459971991,37.123666666666665,25,37,51,2.2026666666666666,0,2,5,2.386833333333333,0,2,5,4.391497233499244,2.625690922372764,4.33192582175893,6.314706555347312,8.35523484371421,5.851738076526914,8.332794226557143,10.956480318955958,3.5286049167435554,1.9728308756563842,3.464815775154385,5.247248072474892
19853,Michael King,SP,SDP,161,1.0415730696169379,0.862349674892916,1.0384743529955176,1.2327269079912337,0.35047384222618416,0.24986431722055258,0.34809535285345905,0.4607750982913607,0.8687941506983586,0.7234069165851588,0.8660253692159536,1.024197636756491,0.4132613448524795,0.3017227301970258,0.4081897347410067,0.5368371518705579,0.06428945021996432,0.03155650795106744,0.06279664964239334,0.10182450368141573,0.07245835977578403,0.03560659084644827,0.07094692449185844,0.11483157026262096,1.219267992924543,1.0382072174828774,1.2166008420847498,1.4102439782494791,167.729,130,167,210,10.350833333333334,5,10,17,11.666,6,11,19,3.7193521036723154,2.715504571773232,3.6737076126690607,4.8315343668350215,9.37415762655244,7.761147074036244,9.346269176959659,11.094542171921104,3.1542645800356572,2.248778854984973,3.1328581756811316,4.146975884622246
19867,Griffin Canning,SP,SDP,106,0.8015361246744043,0.6374134405304638,0.7979770053637429,0.9699050633121276,0.3944416389673018,0.2765115630473626,0.39088127263517153,0.5236737572189383,1.081194161572152,0.8937942888089068,1.0761396704561221,1.2789189423144114,0.5828221305149283,0.43428880144648263,0.5793680906619927,0.7425930613936165,0.0486056697269806,0.017496415054447136,0.04665744077672329,0.08830156867272794,0.04866669609325258,0.01718317693119752,0.04672365749859354,0.08826549744041896,1.4756358005394536,1.2561673721832842,1.4709101215377873,1.7091906808420547,85.067,64,84,108,5.155,2,5,9,5.167166666666667,2,5,10,5.245399174634354,3.9085992130183436,5.214312815957934,6.6833375525425485,7.213825122069639,5.736720964774174,7.181793048273686,8.729145569809148,3.549974750705716,2.4886040674262633,3.517931453716544,4.713063814970445
19899,Clarke Schmidt,SP,NYY,32,0.9930580842303597,0.6850785525197529,0.9847680497014151,1.3181408695369645,0.3057718666683717,0.13917704162698707,0.2987000009447778,0.49256656817538486,0.8859062763438472,0.6079077774055951,0.8782008934766553,1.1806342334867037,0.4190266773171512,0.2249907096278316,0.411861965541912,0.6345405396238499,0.06230178394701334,0,0.06051517666627264,0.1443348681080977,0.07169014965495119,0,0.06403743820609845,0.16191574032748027,1.191678143012219,0.8651607844962101,1.1887216479033609,1.5394478853290752,31.77166666666667,21,32,43,1.9911666666666668,0,2,5,2.2941666666666665,0,2,5,3.771240095854361,2.0249163866504842,3.7067576898772083,5.710864856614649,8.937522758073237,6.165706972677777,8.862912447312736,11.863267825832681,2.7519468000153453,1.2525933746428837,2.688300008503,4.433099113578463
19911,José Suarez,SP,ATL,22,0.9097657507756833,0.5716882025365957,0.9034870901252077,1.2711495083978315,0.35880654068051837,0.15426641436251406,0.3495569097948544,0.5924316670233176,0.998477709677787,0.6537525069292504,0.9861879171257524,1.3807219704428917,0.5220858456819,0.26941727261818016,0.5114901714762028,0.804889987016112,0.05239380605866537,0,0.04569774100134244,0.1438683586062552,0.05121605058741143,0,0.04550570007668951,0.1450129900667891,1.3572842503583056,0.9474800873748471,1.348653099890702,1.8006064327563163,20.002,12,20,29,1.1491666666666667,0,1,3,1.1275,0,1,3,4.6987726111371,2.4247554535636215,4.603411543285825,7.244009883145008,8.18789175698115,5.145193822829361,8.131383811126868,11.440345575580483,3.2292588661246655,1.3883977292626266,3.1460121881536893,5.331885003209859
19959,Jesús Luzardo,SP,PHI,179,1.091405168358739,0.928771238637787,1.0899018552542676,1.262779375984035,0.2531188930575895,0.18099957645109685,0.2506789391402312,0.3315087359528482,0.8801304549189827,0.7457565908256418,0.8785880665137809,1.0175287367978125,0.39417249335231325,0.29780499849795733,0.3915022417450892,0.49972903286251746,0.06645074133812094,0.03523261634531379,0.06508226335822426,0.10137972300776264,0.08809044049373925,0.050166483676300895,0.08685849574275789,0.13058472609312569,1.1332493479765722,0.9794202782371548,1.1320007784923927,1.2948278635872181,195.27633333333333,154,194,240,11.893833333333333,6,12,18.050000000000182,15.7535,9,16,24,3.5475524401708194,2.680244986481616,3.523520175705803,4.497561295762657,9.82264651522865,8.358941147740083,9.80911669728841,11.365014383856314,2.2780700375183054,1.6289961880598716,2.2561104522620807,2.983578623575634
19962,Joey Wentz,SP,ATL,51,0.8480769947356304,0.6116107034878566,0.8424381663179027,1.1019125196161785,0.4291756143505685,0.2626892607984682,0.42338434090257504,0.613531508460978,1.089889847756342,0.8296825215397065,1.0871473219830214,1.3613483625948053,0.6321121737493837,0.43368013967647556,0.6236449039390564,0.8526851645820115,0.04514900604842206,0,0.04056453273914008,0.10138188435840302,0.04320014610188262,0,0.03966652422522017,0.09717467122712874,1.5190654621069104,1.2031503220644928,1.5161374993134187,1.8539110053613026,43.168166666666664,30,43,58,2.2996666666666665,0,2,5,2.1965,0,2,5,5.689009563744453,3.90312125708828,5.6128041354515075,7.674166481238103,7.6326929526206735,5.50449633139071,7.581943496861125,9.917212676545606,3.8625805291551165,2.364203347186214,3.8104590681231754,5.5217835761488026
19990,Bryse Wilson,SP,PHI,30,0.7123202556396641,0.4557188601718058,0.7042788205786303,0.991439665428036,0.3035374016512472,0.13947142048687275,0.2958331398291435,0.49348727890320204,1.1379058659307695,0.8153989075734741,1.130360747862043,1.4813452237379277,0.5835968018644522,0.34665858235339075,0.5791370558509918,0.8432927492912182,0.047290126131394133,0,0.03595333873675721,0.1231326612263853,0.052642602351801286,0,0.03750456017579487,0.13416396497277638,1.4414432675820166,1.0714444508543652,1.4350086271498155,1.8404394243839706,21.347166666666666,13,21,31,1.4216666666666666,0,1,4,1.5786666666666667,0,1,4,5.25237121678007,3.119927241180517,5.212233502658926,7.589634743620964,6.410882300756977,4.101469741546252,6.338509385207673,8.922956988852324,2.731836614861225,1.2552427843818548,2.6624982584622914,4.441385510128819
20000,Tyler Wells,SP,BAL,71,0.9047643471226727,0.6910986768581875,0.9016311675402986,1.1323503842540767,0.2950962360866134,0.1791190838597173,0.2917735763986563,0.42370511915120734,0.9039636616377068,0.7071211354416433,0.8996101905849376,1.1173204646542487,0.4185548004311431,0.2811074194351153,0.4130492539795892,0.5739162231787294,0.0625942498291613,0.014866073529936935,0.06024601565246967,0.11684976218681602,0.0738148691957994,0.025384319705443168,0.07086484978970406,0.13463952337324725,1.19905989772432,0.9632791147812965,1.19652431315416,1.4460017381530859,64.35,47,64,84,4.452833333333333,1,4,8,5.2476666666666665,2,5,10,3.766993203880288,2.529966774916038,3.717443285816303,5.165246008608564,8.142879124104054,6.219888091723687,8.114680507862687,10.19115345828669,2.6558661247795206,1.612071754737456,2.625962187587907,3.813346072360866
20070,Bailey Falter,SP,KCR,73,0.7007540362712978,0.5294960162861664,0.6988858120177144,0.8845151798476414,0.3595537057652786,0.23537931609844484,0.35563307078169293,0.49996326168514277,1.0890230206533156,0.8679744247973327,1.086777945826371,1.3143173950835791,0.5675342970764781,0.4004794001291438,0.5629124248249793,0.7455822885497356,0.048838069698653584,0.01281598650915276,0.04594305173402112,0.09619652982286563,0.051903457542100025,0.013183250008731957,0.04990738241239896,0.10133488375825493,1.4485767264185943,1.1884144541663715,1.4459723176983754,1.716519672231371,51.1775,37,51,68,3.5641666666666665,1,3,7,3.7876666666666665,1,4,7,5.107808673688303,3.604314601162294,5.066211823424814,6.710240596947621,6.306786326441681,4.765464146575497,6.289972308159429,7.960636618628772,3.2359833518875076,2.1184138448860037,3.2006976370352365,4.499669355166285
20099,Chris Paddack,SP,MIA,133,0.7054335163382809,0.5659718026081673,0.7028225152345835,0.8553774945294376,0.24323797693105675,0.16267340761405083,0.24092314851455623,0.3311216653789158,1.237959740728662,1.0486425962071606,1.2346548018492227,1.4309334098264097,0.6434517413919654,0.49680361201803414,0.6380137207521188,0.8106756381988767,0.04633336729151875,0.01661043282073929,0.044972005564730605,0.07990718254130692,0.04927638724880833,0.017185921562198763,0.04752960953800793,0.08486940821059709,1.4811977176597189,1.275277276870686,1.479162701650675,1.6931360916062155,93.88,71,93,120,6.160666666666667,2,6,11,6.556,2,6,11,5.791065672527688,4.471232508162307,5.742123486769069,7.29608074378989,6.348901647044528,5.093746223473506,6.325402637111251,7.698397450764938,2.1891417923795107,1.4640606685264574,2.1683083366310063,2.9800949884102423
20203,Eli Morgan,SP,KCR,28,0.8347369966393297,0.5373282404989943,0.8297051465539083,1.1504140772204143,0.28819621434306075,0.12087364696511672,0.28169399547318363,0.4790301688918736,1.0387835072222913,0.7159393474336008,1.0320406058576648,1.3866223349174818,0.5157787886517338,0.28568246439811135,0.5074739665557955,0.7762732831021489,0.05471019648156975,0,0.04005678911556551,0.13646781515407222,0.060947386631484614,0,0.05721418085924321,0.14864513104276175,1.326979721565352,0.9592621765400382,1.3191587085838594,1.7242514326606622,23.415666666666667,15,23,33,1.5351666666666666,0,1,4,1.7058333333333333,0,2,4,4.6420090978656035,2.5711421795830023,4.567265699002159,6.98645954791934,7.512632969753967,4.835954164490949,7.467346318985174,10.35372669498373,2.5937659290875468,1.0878628226860505,2.5352459592586527,4.311271520026862
20253,Griffin Jax,SP,TBR,67,0.7735155764470358,0.5701927849810968,0.7688525055311437,0.9975386453870765,0.37706738235918097,0.23503297301520537,0.3712736567476721,0.5365927511391048,1.1092458576953392,0.8711860350696007,1.1039887390685141,1.3604741686994275,0.604902190763712,0.4173255353646708,0.5984794896987533,0.8154428243932218,0.04667901165898546,0,0.044594430568065765,0.0947490389255196,0.04753969538534817,0,0.04485074813197326,0.09792333200492963,1.4863132400545203,1.20169485065675,1.4798183498109965,1.7873435041876173,51.82566666666666,36,51,70,3.1278333333333332,0,3,6,3.1925,0,3,7,5.4441197168734075,3.7559298182820373,5.38631540728878,7.3389854195389965,6.961640188023322,5.131735064829871,6.919672549780294,8.977847808483688,3.393606441232629,2.115296757136848,3.341462910729049,4.8293347602519425
20302,David Peterson,SP,NYM,163,0.895197744486371,0.742017994401145,0.8926091987335176,1.0516878003110592,0.3766714449513735,0.2833697825655944,0.3732766229111636,0.4815172685484279,0.9829343746730763,0.8325754086661202,0.9807101312809798,1.1409243752482177,0.49359573282997754,0.3759268862940955,0.4910256892050038,0.6174037414737398,0.05692523836698671,0.02715433734856883,0.055946872295841124,0.08996133830202671,0.06445694515803153,0.03149155372086344,0.06287879346468209,0.10266384670430707,1.3596058196244498,1.1831797581841528,1.3570243549186096,1.5482378689579712,145.77216666666666,112,145,181,9.274833333333333,4,9,15,10.492166666666666,5,10,17,4.442361595469798,3.3833419766468595,4.419231202845034,5.556633673263658,8.056779700377339,6.678161949610305,8.033482788601658,9.465190202799533,3.3900430045623615,2.55032804309035,3.3594896062004724,4.333655416935851
20418,Josh Fleming,SP,TOR,8,0.9302025132503211,0.3860879794602461,0.8997071645926562,1.5679495381822988,0.2712907365935257,0,0.2509746708263687,0.6219577973483638,0.8841155072359514,0.3640056773604163,0.8621298369747679,1.494948256272857,0.39718628884239127,0.10578808418013615,0.37730602423908544,0.8094752786928046,0.06501598239447022,0,0,0.2529290529355379,0.08297152655169618,0,0,0.2717637424593639,1.1554062438294772,0.5501402538479083,1.1314984614689365,1.8435141793494374,7.455333333333333,3,7,13,0.5215,0,0,2,0.6645,0,0,2,3.5746765995815215,0.9520927576212254,3.395754218151769,7.285277508235241,8.37182261925289,3.474791815142215,8.097364481333905,14.11154584364069,2.4416166293417314,0,2.2587720374373186,5.5976201761352735
20492,Casey Mize,SP,DET,145,0.826643256216126,0.6744183991675574,0.8241974222145088,0.9863235908052781,0.24937546880736713,0.17254914754372291,0.24818366894403246,0.334365206696321,1.0309100326501366,0.8673736072954595,1.0301019471881694,1.2019985238469677,0.4792093499705261,0.36467680893490645,0.47600282694110685,0.6055995159434405,0.057618508803128514,0.026721597440832943,0.05660626591371949,0.09215992856674787,0.06954361102542045,0.03376911261050959,0.06793712945458685,0.11237957376863468,1.2802855014575036,1.0989243591682367,1.2776050931483336,1.4691234699998095,119.88816666666666,91.94999999999999,119,152,8.357,4,8,14,10.081666666666667,5,10,17,4.312884149734735,3.282091280414158,4.284025442469962,5.450395643490965,7.439789305945134,6.069765592508016,7.417776799930579,8.876912317247502,2.244379219266304,1.5529423278935062,2.233653020496292,3.009286860266889
20531,Kutter Crawford,SP,BOS,86,0.9893804939596391,0.7887427602832641,0.9860546745980208,1.1986200980069226,0.2790982262966665,0.1773779284004843,0.27629851687448165,0.3899896881429482,0.919702037870259,0.7319368757323286,0.9169020102684803,1.1125127593806772,0.4398469824034839,0.3045274620458939,0.4371725402404899,0.5836061147768897,0.06016032546980875,0.021593098892577094,0.05784602769797437,0.10746982356661783,0.07073190862730362,0.024589769271008297,0.06874361122862378,0.1250416396356694,1.1988002641669255,0.9867478484613452,1.1964204222585497,1.419296050188882,84.95866666666667,63,84,109,5.171666666666667,2,5,9,6.0755,2,6,11,3.9586228416313554,2.740747158413045,3.9345528621644092,5.252455032992008,8.904424445636753,7.0986848425493765,8.874492071382187,10.787580882062304,2.5118840366699984,1.5964013556043588,2.4866866518703348,3.509907193286534
20629,Tyler Phillips,SP,MIA,68,0.771221379086255,0.5566249487626934,0.7662708793350999,1.0029966740335023,0.3076730247167552,0.17947847431186761,0.30110592024604377,0.45562653293372596,1.1169157210031226,0.8657928232521592,1.112903740851795,1.3918081405082072,0.5785678023527699,0.3860277271253739,0.5734257518629217,0.7920777114915931,0.049352348464226314,0.013320880556038098,0.045985429854571436,0.10128974782260414,0.05381392862580825,0.013653219644730095,0.051002273569648565,0.10770500831911317,1.4245887457198778,1.129018592176012,1.417651968703605,1.7414850714357677,52.46666666666667,36,52,71,3.360333333333333,1,3,7,3.663,1,3,7,5.207110221174929,3.4742495441283654,5.160831766766295,7.1286994034243385,6.9409924117762944,5.009624538864241,6.896437914015898,9.026970066301521,2.7690572224507966,1.6153062688068085,2.7099532822143937,4.100638796403533
20633,Yusei Kikuchi,SP,LAA,169,1.0383200673429798,0.8774705328071123,1.0358618362067813,1.2108263399612667,0.33396312015032265,0.24561739497898863,0.3328325297017277,0.4292346407999653,0.9811528613538695,0.8304196747973497,0.9789981745077779,1.1373851793050698,0.4870118002860994,0.3748145903194523,0.48423455347519573,0.6093263620561612,0.055048634685970294,0.02594839224895543,0.05393091486829635,0.08907959097393446,0.05972705837133669,0.027658776741755518,0.05798295418070291,0.097332576481388,1.3151159815041922,1.1423933265481643,1.3132452804264858,1.494908423845014,175.76166666666666,138,174,218,9.316166666666666,4,9,15,10.11,5,10,17,4.383106202574894,3.3733313128750706,4.358110981276761,5.483937258505451,9.344880606086818,7.89723479526401,9.322756525861031,10.8974370596514,3.005668081352904,2.2105565548108976,2.9954927673155494,3.8631117671996877
